2200
0/1 9406912075/16777216 1100/1 9406912075/16777216
122107396125/268435456 0/1 122107396125/268435456 1100/1
0/1 49511339625/67108864 1100/1 49511339625/67108864
367595375125/536870912 0/1 367595375125/536870912 1100/1
137292226225/536870912 0/1 137292226225/536870912 1100/1
348797024125/536870912 0/1 348797024125/536870912 1100/1
267046217075/268435456 0/1 267046217075/268435456 1100/1
0/1 196928759225/536870912 1100/1 196928759225/536870912
0/1 246411853325/268435456 1100/1 246411853325/268435456
33813515175/268435456 0/1 33813515175/268435456 1100/1
0/1 552962199075/536870912 1100/1 552962199075/536870912
0/1 41434704025/268435456 1100/1 41434704025/268435456
0/1 123170618725/268435456 1100/1 123170618725/268435456
151083398125/536870912 0/1 151083398125/536870912 1100/1
0/1 116546268575/536870912 1100/1 116546268575/536870912
2889605675/16777216 0/1 2889605675/16777216 1100/1
0/1 84029411675/134217728 1100/1 84029411675/134217728
36804126425/33554432 0/1 36804126425/33554432 1100/1
462264865975/536870912 0/1 462264865975/536870912 1100/1
19518900225/134217728 0/1 19518900225/134217728 1100/1
0/1 68426470475/536870912 1100/1 68426470475/536870912
0/1 64603065175/134217728 1100/1 64603065175/134217728
436690731675/536870912 0/1 436690731675/536870912 1100/1
0/1 98741603125/268435456 1100/1 98741603125/268435456
97777100025/134217728 0/1 97777100025/134217728 1100/1
127905068225/536870912 0/1 127905068225/536870912 1100/1
0/1 298384447625/536870912 1100/1 298384447625/536870912
119904339225/268435456 0/1 119904339225/268435456 1100/1
34948937375/268435456 0/1 34948937375/268435456 1100/1
95304942975/536870912 0/1 95304942975/536870912 1100/1
277011146775/536870912 0/1 277011146775/536870912 1100/1
7180180425/67108864 0/1 7180180425/67108864 1100/1
0/1 409714232125/536870912 1100/1 409714232125/536870912
0/1 93085549425/134217728 1100/1 93085549425/134217728
0/1 96334003975/268435456 1100/1 96334003975/268435456
0/1 15198267975/268435456 1100/1 15198267975/268435456
170361869425/268435456 0/1 170361869425/268435456 1100/1
49300750675/268435456 0/1 49300750675/268435456 1100/1
0/1 139886918875/134217728 1100/1 139886918875/134217728
152524027425/536870912 0/1 152524027425/536870912 1100/1
230944910075/268435456 0/1 230944910075/268435456 1100/1
0/1 394349475575/536870912 1100/1 394349475575/536870912
0/1 29357008175/536870912 1100/1 29357008175/536870912
0/1 293087602225/536870912 1100/1 293087602225/536870912
0/1 71254583675/134217728 1100/1 71254583675/134217728
293755749375/268435456 0/1 293755749375/268435456 1100/1
0/1 341077275/1048576 1100/1 341077275/1048576
254055874325/268435456 0/1 254055874325/268435456 1100/1
0/1 140104041275/536870912 1100/1 140104041275/536870912
389814775625/536870912 0/1 389814775625/536870912 1100/1
0/1 42827569125/67108864 1100/1 42827569125/67108864
0/1 376551193975/536870912 1100/1 376551193975/536870912
170265002875/536870912 0/1 170265002875/536870912 1100/1
0/1 116713397625/134217728 1100/1 116713397625/134217728
47379099075/67108864 0/1 47379099075/67108864 1100/1
149707062725/268435456 0/1 149707062725/268435456 1100/1
0/1 383743697975/536870912 1100/1 383743697975/536870912
0/1 76315949325/536870912 1100/1 76315949325/536870912
566983734075/536870912 0/1 566983734075/536870912 1100/1
171134767925/268435456 0/1 171134767925/268435456 1100/1
0/1 197597131325/536870912 1100/1 197597131325/536870912
175276700225/268435456 0/1 175276700225/268435456 1100/1
0/1 228608561225/268435456 1100/1 228608561225/268435456
0/1 135588742025/536870912 1100/1 135588742025/536870912
258413420925/536870912 0/1 258413420925/536870912 1100/1
2889685425/8388608 0/1 2889685425/8388608 1100/1
194969427125/536870912 0/1 194969427125/536870912 1100/1
1495943625/134217728 0/1 1495943625/134217728 1100/1
0/1 543038369225/536870912 1100/1 543038369225/536870912
29923494425/536870912 0/1 29923494425/536870912 1100/1
0/1 16125609775/33554432 1100/1 16125609775/33554432
1635983525/67108864 0/1 1635983525/67108864 1100/1
0/1 188314435925/268435456 1100/1 188314435925/268435456
92254879475/536870912 0/1 92254879475/536870912 1100/1
3694429475/16777216 0/1 3694429475/16777216 1100/1
0/1 68462350275/134217728 1100/1 68462350275/134217728
96335001675/536870912 0/1 96335001675/536870912 1100/1
0/1 256339394025/268435456 1100/1 256339394025/268435456
0/1 25569725775/536870912 1100/1 25569725775/536870912
0/1 325435566225/536870912 1100/1 325435566225/536870912
29072427175/33554432 0/1 29072427175/33554432 1100/1
0/1 283261193325/268435456 1100/1 283261193325/268435456
0/1 441108145225/536870912 1100/1 441108145225/536870912
31391556075/33554432 0/1 31391556075/33554432 1100/1
48093293325/67108864 0/1 48093293325/67108864 1100/1
60092428825/134217728 0/1 60092428825/134217728 1100/1
239985520775/268435456 0/1 239985520775/268435456 1100/1
0/1 426887130725/536870912 1100/1 426887130725/536870912
0/1 12308812725/16777216 1100/1 12308812725/16777216
52792063225/268435456 0/1 52792063225/268435456 1100/1
268947290425/536870912 0/1 268947290425/536870912 1100/1
0/1 309894971925/536870912 1100/1 309894971925/536870912
727828475/8388608 0/1 727828475/8388608 1100/1
0/1 586555193675/536870912 1100/1 586555193675/536870912
0/1 159987531275/268435456 1100/1 159987531275/268435456
0/1 83006247225/536870912 1100/1 83006247225/536870912
0/1 34683599775/536870912 1100/1 34683599775/536870912
311177309025/536870912 0/1 311177309025/536870912 1100/1
13454479775/134217728 0/1 13454479775/134217728 1100/1
51379144575/134217728 0/1 51379144575/134217728 1100/1
507194043125/536870912 0/1 507194043125/536870912 1100/1
0/1 72951844625/536870912 1100/1 72951844625/536870912
0/1 456216500575/536870912 1100/1 456216500575/536870912
0/1 51578952975/536870912 1100/1 51578952975/536870912
0/1 1595538175/33554432 1100/1 1595538175/33554432
0/1 267656419525/268435456 1100/1 267656419525/268435456
0/1 91898790225/134217728 1100/1 91898790225/134217728
102861898425/268435456 0/1 102861898425/268435456 1100/1
0/1 383004354425/536870912 1100/1 383004354425/536870912
75715025375/134217728 0/1 75715025375/134217728 1100/1
173096098175/536870912 0/1 173096098175/536870912 1100/1
0/1 64477115175/134217728 1100/1 64477115175/134217728
0/1 385023801525/536870912 1100/1 385023801525/536870912
0/1 35866698175/268435456 1100/1 35866698175/268435456
0/1 82107810125/134217728 1100/1 82107810125/134217728
0/1 126570748425/134217728 1100/1 126570748425/134217728
240943372725/536870912 0/1 240943372725/536870912 1100/1
25613955675/67108864 0/1 25613955675/67108864 1100/1
0/1 88079831125/268435456 1100/1 88079831125/268435456
0/1 247236176275/268435456 1100/1 247236176275/268435456
0/1 19837465725/536870912 1100/1 19837465725/536870912
0/1 63033532925/268435456 1100/1 63033532925/268435456
0/1 131045688675/536870912 1100/1 131045688675/536870912
224486747925/536870912 0/1 224486747925/536870912 1100/1
110224946975/536870912 0/1 110224946975/536870912 1100/1
0/1 104946912125/268435456 1100/1 104946912125/268435456
75685601475/536870912 0/1 75685601475/536870912 1100/1
0/1 267481999125/268435456 1100/1 267481999125/268435456
0/1 474567261025/536870912 1100/1 474567261025/536870912
444860118725/536870912 0/1 444860118725/536870912 1100/1
561692088375/536870912 0/1 561692088375/536870912 1100/1
0/1 212789456275/536870912 1100/1 212789456275/536870912
0/1 210899233325/268435456 1100/1 210899233325/268435456
0/1 3818321375/33554432 1100/1 3818321375/33554432
32024308525/67108864 0/1 32024308525/67108864 1100/1
539773595625/536870912 0/1 539773595625/536870912 1100/1
114942153975/536870912 0/1 114942153975/536870912 1100/1
129717613025/134217728 0/1 129717613025/134217728 1100/1
0/1 13860425425/16777216 1100/1 13860425425/16777216
10108185175/536870912 0/1 10108185175/536870912 1100/1
229906900025/536870912 0/1 229906900025/536870912 1100/1
0/1 69836524175/134217728 1100/1 69836524175/134217728
81464702825/536870912 0/1 81464702825/536870912 1100/1
90226532275/134217728 0/1 90226532275/134217728 1100/1
0/1 5534140975/33554432 1100/1 5534140975/33554432
375165957925/536870912 0/1 375165957925/536870912 1100/1
579009697475/536870912 0/1 579009697475/536870912 1100/1
5292775675/16777216 0/1 5292775675/16777216 1100/1
0/1 231032003125/536870912 1100/1 231032003125/536870912
223735678925/268435456 0/1 223735678925/268435456 1100/1
0/1 57202882825/268435456 1100/1 57202882825/268435456
164003502575/268435456 0/1 164003502575/268435456 1100/1
140737578575/268435456 0/1 140737578575/268435456 1100/1
231744131025/536870912 0/1 231744131025/536870912 1100/1
82046449925/536870912 0/1 82046449925/536870912 1100/1
8519927075/16777216 0/1 8519927075/16777216 1100/1
205462911225/268435456 0/1 205462911225/268435456 1100/1
0/1 176567146525/536870912 1100/1 176567146525/536870912
146809420175/268435456 0/1 146809420175/268435456 1100/1
492100803975/536870912 0/1 492100803975/536870912 1100/1
0/1 216896952525/268435456 1100/1 216896952525/268435456
0/1 288564122275/268435456 1100/1 288564122275/268435456
567126015225/536870912 0/1 567126015225/536870912 1100/1
142073633625/268435456 0/1 142073633625/268435456 1100/1
532693409875/536870912 0/1 532693409875/536870912 1100/1
24644426675/536870912 0/1 24644426675/536870912 1100/1
360419307325/536870912 0/1 360419307325/536870912 1100/1
248458210275/268435456 0/1 248458210275/268435456 1100/1
202528742625/268435456 0/1 202528742625/268435456 1100/1
252284227525/268435456 0/1 252284227525/268435456 1100/1
0/1 401346315425/536870912 1100/1 401346315425/536870912
397579329675/536870912 0/1 397579329675/536870912 1100/1
16730975525/536870912 0/1 16730975525/536870912 1100/1
0/1 200632846975/536870912 1100/1 200632846975/536870912
0/1 25010177775/134217728 1100/1 25010177775/134217728
0/1 124035726375/268435456 1100/1 124035726375/268435456
0/1 43929075575/268435456 1100/1 43929075575/268435456
0/1 383863396675/536870912 1100/1 383863396675/536870912
144478958525/134217728 0/1 144478958525/134217728 1100/1
0/1 235052664825/536870912 1100/1 235052664825/536870912
0/1 206429595625/268435456 1100/1 206429595625/268435456
18602148125/536870912 0/1 18602148125/536870912 1100/1
79294675075/134217728 0/1 79294675075/134217728 1100/1
0/1 217891057175/536870912 1100/1 217891057175/536870912
151691669525/268435456 0/1 151691669525/268435456 1100/1
0/1 53995767925/134217728 1100/1 53995767925/134217728
0/1 20257197675/134217728 1100/1 20257197675/134217728
249396074125/536870912 0/1 249396074125/536870912 1100/1
0/1 339277542725/536870912 1100/1 339277542725/536870912
23002401125/134217728 0/1 23002401125/134217728 1100/1
0/1 96008249975/268435456 1100/1 96008249975/268435456
0/1 2054304725/8388608 1100/1 2054304725/8388608
6356280975/536870912 0/1 6356280975/536870912 1100/1
0/1 26730864875/134217728 1100/1 26730864875/134217728
91492886375/134217728 0/1 91492886375/134217728 1100/1
0/1 121911278775/134217728 1100/1 121911278775/134217728
0/1 105428625775/134217728 1100/1 105428625775/134217728
0/1 35689867125/268435456 1100/1 35689867125/268435456
288924401425/536870912 0/1 288924401425/536870912 1100/1
0/1 569966156925/536870912 1100/1 569966156925/536870912
0/1 227298107025/268435456 1100/1 227298107025/268435456
572524652425/536870912 0/1 572524652425/536870912 1100/1
0/1 563461525/67108864 1100/1 563461525/67108864
0/1 581714870825/536870912 1100/1 581714870825/536870912
0/1 181270307625/536870912 1100/1 181270307625/536870912
42883589925/67108864 0/1 42883589925/67108864 1100/1
96314360725/134217728 0/1 96314360725/134217728 1100/1
0/1 62749585525/134217728 1100/1 62749585525/134217728
58941364075/536870912 0/1 58941364075/536870912 1100/1
521188308575/536870912 0/1 521188308575/536870912 1100/1
0/1 11105782325/268435456 1100/1 11105782325/268435456
204990721925/268435456 0/1 204990721925/268435456 1100/1
256892932725/268435456 0/1 256892932725/268435456 1100/1
113160541175/134217728 0/1 113160541175/134217728 1100/1
0/1 327115999375/536870912 1100/1 327115999375/536870912
39758598275/536870912 0/1 39758598275/536870912 1100/1
111988883875/536870912 0/1 111988883875/536870912 1100/1
20069588275/67108864 0/1 20069588275/67108864 1100/1
553231312975/536870912 0/1 553231312975/536870912 1100/1
0/1 289647973725/268435456 1100/1 289647973725/268435456
57746451125/536870912 0/1 57746451125/536870912 1100/1
21358698075/134217728 0/1 21358698075/134217728 1100/1
0/1 195106385375/536870912 1100/1 195106385375/536870912
0/1 22693459525/134217728 1100/1 22693459525/134217728
0/1 89409971475/536870912 1100/1 89409971475/536870912
115023961525/536870912 0/1 115023961525/536870912 1100/1
21945201575/67108864 0/1 21945201575/67108864 1100/1
0/1 6202346975/8388608 1100/1 6202346975/8388608
0/1 17823468025/536870912 1100/1 17823468025/536870912
571555896175/536870912 0/1 571555896175/536870912 1100/1
362243318525/536870912 0/1 362243318525/536870912 1100/1
251327871575/268435456 0/1 251327871575/268435456 1100/1
317718262675/536870912 0/1 317718262675/536870912 1100/1
0/1 464550751225/536870912 1100/1 464550751225/536870912
106220325475/134217728 0/1 106220325475/134217728 1100/1
370998742675/536870912 0/1 370998742675/536870912 1100/1
10447212875/33554432 0/1 10447212875/33554432 1100/1
0/1 17643539925/16777216 1100/1 17643539925/16777216
0/1 17121241775/16777216 1100/1 17121241775/16777216
12386935825/67108864 0/1 12386935825/67108864 1100/1
0/1 124955887375/268435456 1100/1 124955887375/268435456
0/1 108720679375/134217728 1100/1 108720679375/134217728
418286117425/536870912 0/1 418286117425/536870912 1100/1
0/1 42582442925/268435456 1100/1 42582442925/268435456
0/1 500882219475/536870912 1100/1 500882219475/536870912
0/1 173064707475/536870912 1100/1 173064707475/536870912
288376418275/268435456 0/1 288376418275/268435456 1100/1
0/1 298483799075/536870912 1100/1 298483799075/536870912
204043810575/268435456 0/1 204043810575/268435456 1100/1
200522524675/268435456 0/1 200522524675/268435456 1100/1
0/1 201170892175/268435456 1100/1 201170892175/268435456
0/1 43274636625/268435456 1100/1 43274636625/268435456
0/1 301585201225/536870912 1100/1 301585201225/536870912
0/1 423849428475/536870912 1100/1 423849428475/536870912
0/1 134131277225/536870912 1100/1 134131277225/536870912
9264338875/268435456 0/1 9264338875/268435456 1100/1
160828159525/268435456 0/1 160828159525/268435456 1100/1
0/1 444369016575/536870912 1100/1 444369016575/536870912
582953426825/536870912 0/1 582953426825/536870912 1100/1
529301565925/536870912 0/1 529301565925/536870912 1100/1
68083591125/268435456 0/1 68083591125/268435456 1100/1
0/1 56247840825/134217728 1100/1 56247840825/134217728
982577475/268435456 0/1 982577475/268435456 1100/1
310545264425/536870912 0/1 310545264425/536870912 1100/1
211840793725/536870912 0/1 211840793725/536870912 1100/1
0/1 368826836675/536870912 1100/1 368826836675/536870912
0/1 8222753275/8388608 1100/1 8222753275/8388608
110681974975/268435456 0/1 110681974975/268435456 1100/1
0/1 17140986225/134217728 1100/1 17140986225/134217728
63794311625/536870912 0/1 63794311625/536870912 1100/1
0/1 242208679625/536870912 1100/1 242208679625/536870912
0/1 50752883775/134217728 1100/1 50752883775/134217728
72732889625/536870912 0/1 72732889625/536870912 1100/1
0/1 313702212725/536870912 1100/1 313702212725/536870912
232177998525/536870912 0/1 232177998525/536870912 1100/1
0/1 252335563425/536870912 1100/1 252335563425/536870912
174010176175/536870912 0/1 174010176175/536870912 1100/1
0/1 84460958725/134217728 1100/1 84460958725/134217728
0/1 246138369675/536870912 1100/1 246138369675/536870912
202828767075/268435456 0/1 202828767075/268435456 1100/1
0/1 88149581025/134217728 1100/1 88149581025/134217728
513932455025/536870912 0/1 513932455025/536870912 1100/1
20097989175/268435456 0/1 20097989175/268435456 1100/1
301979504475/536870912 0/1 301979504475/536870912 1100/1
169414680875/268435456 0/1 169414680875/268435456 1100/1
843647475/4194304 0/1 843647475/4194304 1100/1
0/1 103838097275/536870912 1100/1 103838097275/536870912
0/1 101430516825/134217728 1100/1 101430516825/134217728
1229063275/536870912 0/1 1229063275/536870912 1100/1
0/1 1405167225/33554432 1100/1 1405167225/33554432
0/1 387229817975/536870912 1100/1 387229817975/536870912
0/1 359939910825/536870912 1100/1 359939910825/536870912
454536540425/536870912 0/1 454536540425/536870912 1100/1
0/1 517571228075/536870912 1100/1 517571228075/536870912
262572273975/536870912 0/1 262572273975/536870912 1100/1
0/1 28030466475/33554432 1100/1 28030466475/33554432
167776516325/268435456 0/1 167776516325/268435456 1100/1
0/1 151537854875/268435456 1100/1 151537854875/268435456
0/1 3564670175/33554432 1100/1 3564670175/33554432
0/1 73740959875/67108864 1100/1 73740959875/67108864
0/1 497829225575/536870912 1100/1 497829225575/536870912
0/1 307833228725/536870912 1100/1 307833228725/536870912
0/1 254668267975/536870912 1100/1 254668267975/536870912
0/1 84607443525/536870912 1100/1 84607443525/536870912
41658931875/134217728 0/1 41658931875/134217728 1100/1
0/1 6773806875/134217728 1100/1 6773806875/134217728
460357198675/536870912 0/1 460357198675/536870912 1100/1
0/1 124255588325/536870912 1100/1 124255588325/536870912
0/1 421829765775/536870912 1100/1 421829765775/536870912
316858785925/536870912 0/1 316858785925/536870912 1100/1
0/1 400367613525/536870912 1100/1 400367613525/536870912
83092207825/536870912 0/1 83092207825/536870912 1100/1
144161510075/134217728 0/1 144161510075/134217728 1100/1
554714086575/536870912 0/1 554714086575/536870912 1100/1
0/1 25681397225/268435456 1100/1 25681397225/268435456
0/1 44360358625/134217728 1100/1 44360358625/134217728
456828379425/536870912 0/1 456828379425/536870912 1100/1
0/1 530564606825/536870912 1100/1 530564606825/536870912
123929826625/134217728 0/1 123929826625/134217728 1100/1
0/1 192861533975/536870912 1100/1 192861533975/536870912
0/1 27456945725/536870912 1100/1 27456945725/536870912
8566774425/536870912 0/1 8566774425/536870912 1100/1
0/1 191273038825/536870912 1100/1 191273038825/536870912
0/1 232974256625/268435456 1100/1 232974256625/268435456
0/1 81582545275/268435456 1100/1 81582545275/268435456
129469086725/134217728 0/1 129469086725/134217728 1100/1
384628122175/536870912 0/1 384628122175/536870912 1100/1
247894526275/268435456 0/1 247894526275/268435456 1100/1
15256626825/16777216 0/1 15256626825/16777216 1100/1
0/1 683358225/33554432 1100/1 683358225/33554432
0/1 109647113125/536870912 1100/1 109647113125/536870912
0/1 84104064825/536870912 1100/1 84104064825/536870912
0/1 172956086325/268435456 1100/1 172956086325/268435456
246982664775/536870912 0/1 246982664775/536870912 1100/1
0/1 115026376575/134217728 1100/1 115026376575/134217728
540600328675/536870912 0/1 540600328675/536870912 1100/1
0/1 6804489175/268435456 1100/1 6804489175/268435456
0/1 67326024425/268435456 1100/1 67326024425/268435456
0/1 896275325/134217728 1100/1 896275325/134217728
518907938725/536870912 0/1 518907938725/536870912 1100/1
0/1 493351448425/536870912 1100/1 493351448425/536870912
0/1 318670825/67108864 1100/1 318670825/67108864
7684183375/67108864 0/1 7684183375/67108864 1100/1
15673460275/33554432 0/1 15673460275/33554432 1100/1
0/1 252005462775/536870912 1100/1 252005462775/536870912
0/1 40666868825/67108864 1100/1 40666868825/67108864
0/1 557189174025/536870912 1100/1 557189174025/536870912
1791546075/536870912 0/1 1791546075/536870912 1100/1
0/1 595928575/2097152 1100/1 595928575/2097152
427755337075/536870912 0/1 427755337075/536870912 1100/1
111528775325/536870912 0/1 111528775325/536870912 1100/1
36796221825/67108864 0/1 36796221825/67108864 1100/1
26943421725/268435456 0/1 26943421725/268435456 1100/1
0/1 270952017325/536870912 1100/1 270952017325/536870912
337608803125/536870912 0/1 337608803125/536870912 1100/1
5353916975/536870912 0/1 5353916975/536870912 1100/1
97594865775/268435456 0/1 97594865775/268435456 1100/1
0/1 130911568425/134217728 1100/1 130911568425/134217728
124065086475/536870912 0/1 124065086475/536870912 1100/1
0/1 8344957225/536870912 1100/1 8344957225/536870912
103527055225/536870912 0/1 103527055225/536870912 1100/1
0/1 478055596975/536870912 1100/1 478055596975/536870912
0/1 267311813175/536870912 1100/1 267311813175/536870912
0/1 168530615275/268435456 1100/1 168530615275/268435456
158309697975/268435456 0/1 158309697975/268435456 1100/1
20177538425/33554432 0/1 20177538425/33554432 1100/1
57278344475/268435456 0/1 57278344475/268435456 1100/1
80676238775/536870912 0/1 80676238775/536870912 1100/1
0/1 284665800375/536870912 1100/1 284665800375/536870912
0/1 67970508375/268435456 1100/1 67970508375/268435456
0/1 481178154875/536870912 1100/1 481178154875/536870912
57796473625/67108864 0/1 57796473625/67108864 1100/1
116248551375/536870912 0/1 116248551375/536870912 1100/1
237786874875/268435456 0/1 237786874875/268435456 1100/1
162882833025/536870912 0/1 162882833025/536870912 1100/1
0/1 429866796975/536870912 1100/1 429866796975/536870912
134626774975/134217728 0/1 134626774975/134217728 1100/1
38426648425/536870912 0/1 38426648425/536870912 1100/1
0/1 127818102775/536870912 1100/1 127818102775/536870912
12224483975/33554432 0/1 12224483975/33554432 1100/1
0/1 138241704975/268435456 1100/1 138241704975/268435456
0/1 18690083775/33554432 1100/1 18690083775/33554432
0/1 289756633925/536870912 1100/1 289756633925/536870912
363333194125/536870912 0/1 363333194125/536870912 1100/1
535015943825/536870912 0/1 535015943825/536870912 1100/1
144473396925/536870912 0/1 144473396925/536870912 1100/1
0/1 485971530275/536870912 1100/1 485971530275/536870912
134436444725/134217728 0/1 134436444725/134217728 1100/1
79550185825/268435456 0/1 79550185825/268435456 1100/1
0/1 532780298875/536870912 1100/1 532780298875/536870912
0/1 50661761975/67108864 1100/1 50661761975/67108864
170305146275/536870912 0/1 170305146275/536870912 1100/1
502604818375/536870912 0/1 502604818375/536870912 1100/1
17799047475/268435456 0/1 17799047475/268435456 1100/1
461497780975/536870912 0/1 461497780975/536870912 1100/1
222728798875/536870912 0/1 222728798875/536870912 1100/1
0/1 42541517975/134217728 1100/1 42541517975/134217728
38549877575/134217728 0/1 38549877575/134217728 1100/1
168032111225/536870912 0/1 168032111225/536870912 1100/1
0/1 158564033925/536870912 1100/1 158564033925/536870912
42389393475/134217728 0/1 42389393475/134217728 1100/1
104732937925/268435456 0/1 104732937925/268435456 1100/1
0/1 275460113225/268435456 1100/1 275460113225/268435456
398606627925/536870912 0/1 398606627925/536870912 1100/1
0/1 4131205925/8388608 1100/1 4131205925/8388608
531802118375/536870912 0/1 531802118375/536870912 1100/1
0/1 313233183175/536870912 1100/1 313233183175/536870912
0/1 215377530775/268435456 1100/1 215377530775/268435456
0/1 120313903875/134217728 1100/1 120313903875/134217728
489173273875/536870912 0/1 489173273875/536870912 1100/1
0/1 156186715575/536870912 1100/1 156186715575/536870912
0/1 38450353425/67108864 1100/1 38450353425/67108864
0/1 269438825975/536870912 1100/1 269438825975/536870912
416679776425/536870912 0/1 416679776425/536870912 1100/1
0/1 342391063575/536870912 1100/1 342391063575/536870912
40490648275/536870912 0/1 40490648275/536870912 1100/1
0/1 117509818525/536870912 1100/1 117509818525/536870912
0/1 362511652525/536870912 1100/1 362511652525/536870912
138798935275/536870912 0/1 138798935275/536870912 1100/1
146160513675/536870912 0/1 146160513675/536870912 1100/1
0/1 46740069475/67108864 1100/1 46740069475/67108864
77284459175/134217728 0/1 77284459175/134217728 1100/1
0/1 65215768475/67108864 1100/1 65215768475/67108864
410441197375/536870912 0/1 410441197375/536870912 1100/1
532446272875/536870912 0/1 532446272875/536870912 1100/1
427169337375/536870912 0/1 427169337375/536870912 1100/1
14802199775/67108864 0/1 14802199775/67108864 1100/1
0/1 6481046825/33554432 1100/1 6481046825/33554432
395250509225/536870912 0/1 395250509225/536870912 1100/1
0/1 59790162025/134217728 1100/1 59790162025/134217728
0/1 290039535775/536870912 1100/1 290039535775/536870912
57287669175/134217728 0/1 57287669175/134217728 1100/1
0/1 219770049675/268435456 1100/1 219770049675/268435456
230445193825/268435456 0/1 230445193825/268435456 1100/1
0/1 190887869975/536870912 1100/1 190887869975/536870912
0/1 80378106325/134217728 1100/1 80378106325/134217728
0/1 40966328975/536870912 1100/1 40966328975/536870912
0/1 403124524275/536870912 1100/1 403124524275/536870912
137113137425/268435456 0/1 137113137425/268435456 1100/1
536387811575/536870912 0/1 536387811575/536870912 1100/1
105057126625/134217728 0/1 105057126625/134217728 1100/1
573893329075/536870912 0/1 573893329075/536870912 1100/1
0/1 352131820425/536870912 1100/1 352131820425/536870912
0/1 256548246625/268435456 1100/1 256548246625/268435456
0/1 562768667175/536870912 1100/1 562768667175/536870912
103506094725/536870912 0/1 103506094725/536870912 1100/1
0/1 99255585275/536870912 1100/1 99255585275/536870912
0/1 274025064775/536870912 1100/1 274025064775/536870912
170269243925/268435456 0/1 170269243925/268435456 1100/1
0/1 88447522075/268435456 1100/1 88447522075/268435456
0/1 70108109225/536870912 1100/1 70108109225/536870912
341841116375/536870912 0/1 341841116375/536870912 1100/1
71585490625/536870912 0/1 71585490625/536870912 1100/1
206781337125/268435456 0/1 206781337125/268435456 1100/1
0/1 22028672875/268435456 1100/1 22028672875/268435456
0/1 269401171875/536870912 1100/1 269401171875/536870912
0/1 16006267475/33554432 1100/1 16006267475/33554432
150044483325/536870912 0/1 150044483325/536870912 1100/1
0/1 160033249475/268435456 1100/1 160033249475/268435456
0/1 49873117525/536870912 1100/1 49873117525/536870912
0/1 558217051425/536870912 1100/1 558217051425/536870912
14410495275/67108864 0/1 14410495275/67108864 1100/1
242617287825/536870912 0/1 242617287825/536870912 1100/1
0/1 220559342025/268435456 1100/1 220559342025/268435456
147312645425/134217728 0/1 147312645425/134217728 1100/1
0/1 430632298525/536870912 1100/1 430632298525/536870912
0/1 8538538525/134217728 1100/1 8538538525/134217728
92847861975/268435456 0/1 92847861975/268435456 1100/1
0/1 29459667875/268435456 1100/1 29459667875/268435456
0/1 407754740525/536870912 1100/1 407754740525/536870912
0/1 82359578125/536870912 1100/1 82359578125/536870912
0/1 325573085475/536870912 1100/1 325573085475/536870912
0/1 489320725575/536870912 1100/1 489320725575/536870912
367778874925/536870912 0/1 367778874925/536870912 1100/1
274684434475/536870912 0/1 274684434475/536870912 1100/1
0/1 271721145025/536870912 1100/1 271721145025/536870912
0/1 270945978875/536870912 1100/1 270945978875/536870912
56394395475/67108864 0/1 56394395475/67108864 1100/1
0/1 28588125775/134217728 1100/1 28588125775/134217728
0/1 109036140675/268435456 1100/1 109036140675/268435456
0/1 114374872425/134217728 1100/1 114374872425/134217728
112924785325/536870912 0/1 112924785325/536870912 1100/1
0/1 233823250925/268435456 1100/1 233823250925/268435456
54953206825/268435456 0/1 54953206825/268435456 1100/1
304104887075/536870912 0/1 304104887075/536870912 1100/1
515584293675/536870912 0/1 515584293675/536870912 1100/1
147424280575/536870912 0/1 147424280575/536870912 1100/1
0/1 215920703075/268435456 1100/1 215920703075/268435456
566909896575/536870912 0/1 566909896575/536870912 1100/1
0/1 72146039625/134217728 1100/1 72146039625/134217728
0/1 383186636525/536870912 1100/1 383186636525/536870912
0/1 488988731275/536870912 1100/1 488988731275/536870912
0/1 141212620175/268435456 1100/1 141212620175/268435456
0/1 84648871725/268435456 1100/1 84648871725/268435456
266171978875/536870912 0/1 266171978875/536870912 1100/1
146246990725/134217728 0/1 146246990725/134217728 1100/1
0/1 258783703475/268435456 1100/1 258783703475/268435456
32426641225/33554432 0/1 32426641225/33554432 1100/1
0/1 43113623575/134217728 1100/1 43113623575/134217728
5833102275/16777216 0/1 5833102275/16777216 1100/1
0/1 89103960275/134217728 1100/1 89103960275/134217728
184153237675/268435456 0/1 184153237675/268435456 1100/1
316873560025/536870912 0/1 316873560025/536870912 1100/1
0/1 123655763275/268435456 1100/1 123655763275/268435456
73741899825/67108864 0/1 73741899825/67108864 1100/1
0/1 192426427325/536870912 1100/1 192426427325/536870912
299267628825/536870912 0/1 299267628825/536870912 1100/1
335706780475/536870912 0/1 335706780475/536870912 1100/1
446227594175/536870912 0/1 446227594175/536870912 1100/1
0/1 5335628375/536870912 1100/1 5335628375/536870912
0/1 66200534675/67108864 1100/1 66200534675/67108864
0/1 284535894775/268435456 1100/1 284535894775/268435456
279873116875/268435456 0/1 279873116875/268435456 1100/1
0/1 67389337675/134217728 1100/1 67389337675/134217728
0/1 33604968925/33554432 1100/1 33604968925/33554432
439026204925/536870912 0/1 439026204925/536870912 1100/1
0/1 442061385425/536870912 1100/1 442061385425/536870912
109879073975/268435456 0/1 109879073975/268435456 1100/1
0/1 18234197025/67108864 1100/1 18234197025/67108864
