3200
26921559375/2097152 600577188125/2097152 -66228039375/1048576 100323426875/1048576
-523399281875/2097152 -231281959375/2097152 -329756309375/1048576 161541938125/2097152
122970463125/1048576 -56867941875/262144 309440906875/2097152 65766318125/524288
-217762373125/1048576 -136060209375/524288 -233592746875/2097152 -658476971875/2097152
-600583341875/2097152 608659908125/2097152 49044086875/1048576 55817381875/524288
275755253125/2097152 -488411821875/2097152 -291318424375/2097152 -19020218125/262144
-179967543125/2097152 18135879375/1048576 -21287143125/524288 -384520159375/2097152
536639355625/2097152 626343293125/2097152 595521559375/2097152 55716335625/2097152
-82309809375/262144 55761129375/262144 -54676624375/524288 -380945625/524288
619255576875/2097152 75982544375/1048576 146693188125/2097152 65541738125/1048576
49972968125/524288 37685825625/2097152 1445774375/1048576 23556023125/524288
-20324756875/65536 212637518125/2097152 -462185466875/2097152 -573520894375/2097152
-167153095625/1048576 -289316273125/2097152 542389694375/2097152 -509798523125/2097152
24770429375/131072 -156115544375/2097152 -27799486875/524288 -6263119375/32768
439417084375/2097152 -7798253125/65536 -15216560625/1048576 1411484375/524288
-9706383125/32768 95204223125/524288 135568213125/1048576 -413757246875/2097152
-209155526875/1048576 -119293326875/524288 -47926771875/1048576 -318871190625/1048576
12551293125/524288 29464196875/2097152 -256162866875/1048576 407055606875/2097152
494939029375/2097152 -330612280625/1048576 -496066029375/2097152 -17557051875/2097152
10961910625/524288 106730394375/524288 6408883125/524288 -112628516875/1048576
-72052130625/2097152 -40356385625/524288 155903968125/524288 261134700625/1048576
13042948125/1048576 490739891875/2097152 571727145625/2097152 -128839503125/2097152
7955319375/1048576 -141119233125/524288 193261066875/1048576 -169548694375/1048576
-367949174375/2097152 -369588866875/2097152 -197430161875/2097152 23460829375/524288
130771286875/1048576 378780519375/2097152 79914089375/2097152 -359871886875/2097152
2849105625/524288 3225901875/2097152 -27515669375/131072 1221548125/8192
110269923125/524288 20266211875/65536 57236594375/1048576 243725091875/2097152
-7583321875/65536 -178399065625/1048576 -578656376875/2097152 -653814164375/2097152
-48706495625/2097152 47577849375/262144 -40930019375/2097152 -17097261875/65536
14423118125/524288 100923626875/2097152 7868715625/2097152 -228717471875/2097152
595262848125/2097152 66528178125/1048576 142560473125/524288 2259173125/32768
-248551619375/1048576 615359568125/2097152 198023460625/1048576 -205386613125/1048576
-379026219375/2097152 629788008125/2097152 224843690625/2097152 -172151230625/2097152
29384479375/2097152 -546907095625/2097152 -227012913125/1048576 2489676875/16384
-278042851875/2097152 -421455841875/2097152 -647800091875/2097152 42955755625/1048576
420652129375/2097152 -376964083125/2097152 -16952376875/65536 55943174375/2097152
-218933968125/2097152 460140375625/2097152 -15226960625/262144 299860313125/1048576
79910013125/524288 32893875625/524288 10033656875/2097152 -147210526875/1048576
81455625/524288 7766975625/524288 -70370704375/262144 538299964375/2097152
160030998125/524288 -456924014375/2097152 222826568125/1048576 -287127525625/2097152
-291039519375/1048576 -26264136875/262144 -312702864375/2097152 71641579375/262144
4080315625/262144 84925269375/2097152 -413679183125/2097152 466462251875/2097152
-88704606875/524288 5476653125/524288 597877485625/2097152 -326136900625/2097152
-24485654375/524288 130751005625/2097152 -579397674375/2097152 -315071586875/1048576
10007444375/262144 -318595401875/2097152 -564962960625/2097152 305739646875/1048576
-18772480625/262144 -40204088125/1048576 -187311199375/1048576 521297298125/2097152
551976146875/2097152 -100728655625/2097152 204269798125/1048576 128226571875/2097152
-33555390625/262144 -155094428125/2097152 -13554416875/65536 203081734375/2097152
-32577809375/1048576 359974185625/2097152 -156699888125/524288 303362464375/2097152
67497325625/2097152 217223860625/2097152 -286642075625/1048576 -124890705625/2097152
-215724918125/2097152 188199666875/1048576 161392703125/524288 403377383125/2097152
-28044515625/524288 329705306875/1048576 -657300770625/2097152 -477004589375/2097152
34551495625/2097152 -89830319375/2097152 610712709375/2097152 -189284353125/2097152
2644256875/16384 315756555625/2097152 -220190339375/2097152 -147538025625/524288
-124757516875/524288 290568518125/2097152 -339588293125/2097152 27280926875/131072
-156553588125/524288 -13078775625/131072 4163773125/524288 -2174826875/524288
155129193125/2097152 -194952203125/1048576 -58465029375/262144 -10702384375/262144
56151195625/524288 -61180876875/262144 -26627169375/131072 61892783125/2097152
-93596403125/524288 951669375/32768 271188641875/2097152 -296862174375/1048576
-67009046875/524288 438059415625/2097152 -167380191875/1048576 15638676875/524288
-3852724375/131072 -131457000625/2097152 -413239124375/2097152 189647615625/1048576
-232158738125/2097152 -371002835625/2097152 -263341974375/1048576 -376581266875/2097152
-439038125625/2097152 539483125/4096 553914899375/2097152 -95744354375/1048576
351070505625/2097152 58472774375/2097152 579415839375/2097152 -336372013125/2097152
-8583701875/131072 125069423125/2097152 -434258378125/2097152 41485840625/131072
20454323125/131072 -572762573125/2097152 145628819375/2097152 -252026635625/2097152
-31846489375/131072 -137346641875/2097152 -377273771875/2097152 35846880625/524288
-1112566875/8192 194617399375/2097152 466368788125/2097152 -59195008125/524288
-198566758125/2097152 -39063963125/524288 181472448125/2097152 271733638125/2097152
-7952069375/1048576 -505472346875/2097152 288406758125/2097152 -51028503125/262144
10615341875/2097152 -636467718125/2097152 -98601294375/524288 -283132148125/1048576
591698956875/2097152 289621488125/1048576 -45570498125/262144 150628179375/2097152
-1213056875/32768 -18784466875/524288 20393814375/262144 -545100916875/2097152
-94536034375/2097152 -95765408125/524288 -236940045625/2097152 400347741875/2097152
-136010786875/524288 1132691875/8192 201035171875/2097152 541560956875/2097152
3906156875/65536 -186154175625/2097152 17616688125/2097152 364075581875/2097152
50692288125/1048576 -61362084375/2097152 -16860368125/65536 379228556875/2097152
-137286239375/1048576 -166773179375/524288 -655491721875/2097152 5745960625/262144
-55429960625/262144 -182587849375/2097152 -520497268125/2097152 583819900625/2097152
282976614375/2097152 20470469375/262144 -63509826875/1048576 174149473125/1048576
48759104375/524288 83112311875/524288 345630144375/2097152 -463493549375/2097152
-383577874375/2097152 -372411493125/2097152 -183547521875/1048576 528802383125/2097152
459557974375/2097152 194167544375/2097152 -232371926875/1048576 323296741875/2097152
234953315625/2097152 129626655625/524288 -489480196875/2097152 84753454375/1048576
-134455894375/1048576 35140536875/524288 -293501890625/2097152 -233417456875/2097152
-541816199375/2097152 328789564375/1048576 -117227018125/1048576 -122046798125/524288
-205650124375/2097152 31346576875/131072 -234071691875/1048576 531821725625/2097152
-74845211875/2097152 -26889554375/524288 -114299483125/2097152 -74154546875/1048576
84140579375/2097152 490342975625/2097152 -572287821875/2097152 -152615935625/1048576
205420118125/2097152 50307178125/2097152 291226214375/2097152 -254419326875/2097152
-276140538125/1048576 -73978996875/524288 -207789503125/2097152 52855141875/2097152
-24919074375/262144 -541617884375/2097152 -652090850625/2097152 -262504775625/2097152
296427135625/2097152 50723800625/1048576 -581914314375/2097152 -81033536875/262144
-57096104375/262144 186275363125/2097152 -442587713125/2097152 -589880406875/2097152
-146867088125/1048576 468834354375/2097152 -262940399375/2097152 485608886875/2097152
-17606799375/1048576 -515654375/4096 53731391875/2097152 19658169375/2097152
-158553003125/2097152 -41995850625/2097152 34933014375/524288 -77785308125/2097152
108752609375/524288 185497174375/1048576 -599114370625/2097152 -255183060625/2097152
-621459285625/2097152 -460532391875/2097152 229658404375/1048576 -86946363125/524288
-65967063125/1048576 -115731346875/2097152 136793608125/1048576 562190910625/2097152
-582052981875/2097152 567108846875/2097152 -623691146875/2097152 421111675625/2097152
70966548125/262144 -41124401875/131072 267603903125/2097152 153430408125/524288
-255474911875/2097152 -405139808125/2097152 543227950625/2097152 863884375/16384
-19804568125/1048576 -423891064375/2097152 319012099375/1048576 -301610036875/1048576
65735398125/524288 -49285859375/524288 415411839375/2097152 140062030625/524288
102510849375/524288 170361270625/1048576 -139727560625/524288 -267778999375/1048576
285850716875/2097152 153926134375/524288 -162670611875/2097152 13888585625/262144
121445206875/1048576 -253626708125/2097152 497027466875/2097152 430099283125/2097152
-1251886875/262144 23327325625/2097152 582327891875/2097152 -138688290625/1048576
23603963125/1048576 -3919786875/1048576 -47694563125/1048576 -161199489375/524288
10305068125/262144 18608773125/65536 33320896875/1048576 22618921875/2097152
39535088125/262144 -417656694375/2097152 -74120175625/262144 -561184044375/2097152
129894934375/1048576 41429766875/524288 594848320625/2097152 257223049375/1048576
-10684464375/262144 -593914934375/2097152 -163972221875/524288 -3777848125/16384
-138944111875/524288 71576633125/262144 -54196613125/524288 -75598084375/524288
36388933125/131072 234875478125/1048576 466769366875/2097152 -256738549375/1048576
141488955625/1048576 -393731670625/2097152 -15031431875/262144 575302879375/2097152
-45804191875/262144 103432009375/1048576 -91202686875/524288 -18376904375/2097152
-39250851875/262144 -73102773125/2097152 507184486875/2097152 -214046541875/1048576
-396119473125/2097152 -86687734375/1048576 -333033271875/2097152 -298608585625/2097152
17840086875/2097152 -485976241875/2097152 6798493125/32768 223133324375/2097152
234149736875/1048576 293345065625/2097152 70705848125/524288 140543945625/2097152
122448274375/1048576 50494706875/262144 328959926875/2097152 -269405449375/1048576
-63684749375/1048576 544519034375/2097152 131472123125/2097152 -536826363125/2097152
246832236875/2097152 150767895625/2097152 151767670625/1048576 292490631875/2097152
188607881875/2097152 54861990625/262144 371051106875/2097152 183941128125/2097152
433440614375/2097152 -371622871875/2097152 42479374375/524288 277884611875/1048576
-5223399375/32768 -104756945625/524288 -83251829375/1048576 -308677894375/2097152
-149061881875/2097152 -44983311875/262144 29657725625/262144 20733148125/1048576
-177586410625/1048576 502939591875/2097152 225053180625/2097152 -271311925625/1048576
627477030625/2097152 -430043129375/2097152 116523490625/1048576 -401263536875/2097152
-328840915625/1048576 -318799290625/1048576 64427470625/2097152 283684101875/2097152
165210284375/524288 -572433246875/2097152 -335235884375/2097152 -307408231875/2097152
16587961875/262144 -1931369375/131072 198065101875/2097152 250779924375/1048576
301905861875/2097152 -187642046875/1048576 57293701875/524288 -521643570625/2097152
-61563971875/1048576 -86008691875/524288 304237398125/2097152 272004034375/1048576
232000748125/1048576 22498856875/262144 -418038225625/2097152 109790636875/1048576
-38993906875/131072 -46538798125/1048576 637399010625/2097152 -61600679375/262144
-275751271875/1048576 -325376445625/1048576 298241221875/2097152 14485468125/65536
-177794334375/1048576 276330271875/1048576 -131612811875/1048576 -438639161875/2097152
-961634375/65536 -12271266875/2097152 -3497410625/65536 131365146875/524288
133114453125/524288 -161700426875/1048576 526111645625/2097152 519235489375/2097152
-506357161875/2097152 -602342690625/2097152 413071238125/2097152 464969993125/2097152
288251640625/1048576 73209216875/524288 169668223125/2097152 -65251664375/262144
14445344375/262144 -503204108125/2097152 -216277050625/1048576 -325076791875/2097152
-394960395625/2097152 105650126875/2097152 32219281875/131072 -250131653125/2097152
203824470625/2097152 63479783125/2097152 4769805625/65536 184333341875/2097152
-263981809375/1048576 -231307055625/2097152 10811500625/2097152 123412865625/2097152
12297328125/1048576 -100610643125/1048576 -43066600625/1048576 -19855699375/262144
56640410625/2097152 -2401516875/524288 -37062584375/1048576 -295045264375/1048576
-40263576875/262144 -191048204375/1048576 471226611875/2097152 -97655021875/2097152
163329590625/2097152 25189418125/524288 117826769375/2097152 299932989375/2097152
225627979375/1048576 505595291875/2097152 -332889149375/2097152 14711186875/131072
-50043578125/2097152 100503565625/1048576 -164406628125/1048576 -651732206875/2097152
-167200570625/524288 -139826749375/1048576 -109494476875/524288 320488425625/2097152
-4553893125/262144 321568656875/2097152 -247332768125/1048576 226167955625/1048576
107065429375/524288 -24427801875/1048576 -108227640625/2097152 -1419788125/8192
-13371819375/1048576 -367528989375/2097152 533375021875/2097152 -55236025625/262144
-99807196875/524288 -7983888125/524288 -1839816875/8192 102220194375/524288
8226603125/65536 -589870341875/2097152 234402039375/2097152 304907349375/1048576
407557796875/2097152 68127864375/2097152 107551341875/2097152 -41455060625/2097152
-200806781875/2097152 -127025716875/524288 218043719375/1048576 -266741305625/2097152
-573072784375/2097152 95221420625/524288 120200535625/524288 442055784375/2097152
12427348125/2097152 -210663784375/2097152 -160207606875/1048576 -402441761875/2097152
423020665625/2097152 649504163125/2097152 255209371875/2097152 16289471875/1048576
-217735484375/1048576 -66887233125/524288 -496918246875/2097152 -34063253125/131072
-182558404375/1048576 58775715625/2097152 601856600625/2097152 503249926875/2097152
-128166275625/2097152 -109703676875/524288 24185664375/131072 -152945740625/1048576
39315398125/2097152 -253174954375/1048576 -148765828125/2097152 150130133125/2097152
306396878125/2097152 73401016875/524288 74359565625/2097152 -170567578125/1048576
-445627669375/2097152 137893018125/2097152 247289986875/2097152 51015508125/1048576
361169990625/2097152 -123108046875/524288 627889876875/2097152 -252492566875/2097152
229078584375/1048576 -331939010625/1048576 560207994375/2097152 -150871069375/2097152
51237513125/2097152 421801471875/2097152 -329996520625/1048576 179604060625/2097152
73146850625/262144 543897594375/2097152 -142911703125/524288 121831068125/2097152
-322813736875/1048576 8660123125/65536 5768795625/2097152 -252748184375/2097152
49623408125/262144 -623251615625/2097152 -619141490625/2097152 118569494375/2097152
314136570625/2097152 -135272144375/2097152 -68112156875/1048576 -509776014375/2097152
-529255570625/2097152 368319608125/2097152 457918636875/2097152 -513764226875/2097152
-79844870625/524288 -12332505625/2097152 -530646266875/2097152 2391739375/524288
587617395625/2097152 28494971875/524288 -57155350625/524288 253544793125/1048576
19385219375/2097152 -131607811875/524288 421821071875/2097152 163859699375/1048576
27749521875/524288 -134524944375/524288 -200909984375/1048576 -55340318125/1048576
-82936991875/524288 -243825209375/1048576 309796193125/2097152 -642831638125/2097152
519110284375/2097152 238434384375/2097152 21046575625/2097152 -581787278125/2097152
4979410625/1048576 163809595625/2097152 210600293125/2097152 636206645625/2097152
333945086875/1048576 323349531875/1048576 -19534584375/524288 90050326875/2097152
76674433125/262144 -272061755625/2097152 280719663125/1048576 -268893546875/2097152
252036868125/2097152 -300437168125/2097152 20984015625/262144 -293624045625/2097152
-74652040625/524288 129177969375/524288 -149746874375/1048576 -122603835625/1048576
-55237031875/524288 287694628125/1048576 28159491875/1048576 -304445869375/1048576
5978586875/2097152 -612194028125/2097152 239802131875/1048576 124295366875/2097152
249330813125/1048576 -7722986875/65536 36224895625/131072 58907464375/524288
583502905625/2097152 212974845625/2097152 33206129375/262144 506294635625/2097152
-34853025625/2097152 -278545739375/1048576 199309599375/1048576 196615551875/1048576
358021924375/2097152 514291139375/2097152 -64578706875/262144 228924746875/1048576
39028224375/262144 -289330768125/2097152 -62847804375/524288 -85515206875/1048576
-139508159375/1048576 -32133818125/262144 -307324238125/1048576 -176263820625/2097152
-276454054375/1048576 -587548551875/2097152 -137493169375/524288 -69406368125/1048576
-208567054375/2097152 578634198125/2097152 -392610580625/2097152 53817733125/262144
296050231875/2097152 9615926875/2097152 -540588406875/2097152 641573015625/2097152
-136725034375/2097152 414612261875/2097152 -129395134375/524288 93926823125/1048576
5379725625/2097152 -37027691875/262144 -298526774375/2097152 145956023125/1048576
-10620273125/1048576 -449240851875/2097152 17992154375/524288 -98047546875/524288
156505765625/2097152 -129290089375/524288 -69667600625/262144 57398448125/524288
88655063125/1048576 530917809375/2097152 -509400073125/2097152 29385944375/131072
-441423616875/2097152 -111514223125/524288 115788311875/2097152 211389689375/1048576
-61269491875/2097152 -375846719375/2097152 4973751875/1048576 -177168734375/2097152
588780793125/2097152 97761693125/1048576 -11406035625/1048576 -624157088125/2097152
654816519375/2097152 -171321161875/1048576 13073128125/2097152 -267436363125/1048576
-321548271875/1048576 200454551875/1048576 -331271704375/2097152 -119249983125/524288
-132522363125/1048576 -512536429375/2097152 -20798854375/65536 -35687769375/131072
-175082674375/2097152 -540637785625/2097152 -88498103125/2097152 269586683125/1048576
186626901875/1048576 364031779375/2097152 -31270903125/262144 -13123529375/1048576
155613535625/1048576 -426494561875/2097152 -196315914375/1048576 -83747779375/262144
346151474375/2097152 502786529375/2097152 304678976875/2097152 -326481970625/1048576
21937020625/1048576 262302261875/2097152 31613128125/131072 -640858526875/2097152
485086579375/2097152 208676768125/1048576 281081406875/1048576 -32835689375/131072
-157869693125/2097152 -143318209375/2097152 92939783125/524288 143833056875/2097152
-49289020625/2097152 -152989201875/1048576 -43041173125/1048576 50792233125/262144
323966266875/2097152 -80319448125/2097152 -541123188125/2097152 412241678125/2097152
297684314375/2097152 -122678199375/1048576 110220920625/524288 511242781875/2097152
343780695625/2097152 23458755625/2097152 7737716875/1048576 10007578125/262144
189097816875/1048576 16626031875/1048576 -606758699375/2097152 -66751988125/524288
-654653275625/2097152 -68796004375/524288 369184341875/2097152 -110983329375/524288
-62580439375/1048576 -20243348125/1048576 -54645209375/2097152 -559046330625/2097152
-316600300625/2097152 523903559375/2097152 150275361875/2097152 645878050625/2097152
-175707851875/1048576 -184457548125/1048576 -72697530625/262144 -422987199375/2097152
-324483034375/2097152 -18980574375/1048576 -650089743125/2097152 -482111920625/2097152
71933859375/2097152 -14544778125/2097152 -168455786875/1048576 19636685625/65536
96769553125/1048576 37858254375/131072 -30844805625/2097152 -386819669375/2097152
-256617074375/2097152 -498366509375/2097152 7528098125/32768 -545512865625/2097152
338765978125/2097152 -255390043125/2097152 -610767654375/2097152 115592098125/524288
124467923125/2097152 -425209186875/2097152 -119809468125/524288 148809419375/2097152
269772818125/1048576 634682868125/2097152 500016788125/2097152 148703158125/2097152
122030828125/524288 -12532349375/65536 576025674375/2097152 -595181403125/2097152
-75097491875/524288 -3172320625/2097152 -156706131875/2097152 -262967423125/1048576
207676519375/1048576 -148975144375/524288 324209529375/2097152 601780909375/2097152
601809758125/2097152 107788569375/1048576 46516310625/2097152 72478633125/2097152
-425961534375/2097152 -61014896875/262144 25336991875/524288 -77753904375/1048576
-24127034375/524288 62242875625/2097152 177229601875/2097152 588010691875/2097152
-183235486875/2097152 515757309375/2097152 484113349375/2097152 84597411875/524288
113529834375/1048576 128738773125/524288 648237963125/2097152 -43893173125/1048576
-391580886875/2097152 -26824284375/2097152 644342743125/2097152 135948646875/1048576
622337729375/2097152 -383063045625/2097152 296976800625/1048576 278871166875/2097152
272067761875/2097152 332582373125/2097152 111273611875/524288 -106631800625/2097152
-238831875625/2097152 -270404028125/2097152 -71822428125/524288 33235826875/131072
26083118125/262144 190477543125/1048576 152110644375/1048576 -130585236875/1048576
-93152613125/1048576 77979181875/524288 -71053838125/262144 155996096875/1048576
-28656211875/131072 399906969375/2097152 -75388966875/1048576 109062798125/524288
389537234375/2097152 -273028545625/1048576 222661893125/1048576 -531149216875/2097152
122481363125/524288 -287033595625/1048576 403798575625/2097152 -33409566875/1048576
202004659375/2097152 513621720625/2097152 -558804940625/2097152 -187957088125/2097152
312717920625/1048576 377474834375/2097152 -136789685625/1048576 333771741875/1048576
35555156875/131072 -373444634375/2097152 -114610659375/524288 -579353583125/2097152
615920621875/2097152 93362178125/2097152 -469995496875/2097152 161190315625/2097152
2235418125/2097152 -334049070625/1048576 -26324483125/262144 -297304235625/2097152
153476630625/2097152 75825844375/524288 456451953125/2097152 -448082389375/2097152
5383359375/131072 -307304385625/1048576 143996118125/524288 -225675186875/2097152
-319055424375/1048576 -4072431875/32768 140052926875/1048576 -589273031875/2097152
-353740174375/2097152 -17227314375/1048576 -141896306875/2097152 265655240625/1048576
-163251451875/2097152 -47666404375/2097152 118781010625/1048576 481201875/131072
-6040141875/262144 285026721875/1048576 66524745625/2097152 -47792983125/262144
211248338125/1048576 -246904215625/1048576 -148219644375/1048576 -579698369375/2097152
-140334094375/2097152 -643395886875/2097152 617850965625/2097152 466906254375/2097152
-361285951875/2097152 -321536676875/1048576 -25324863125/262144 283280203125/1048576
384142783125/2097152 534030783125/2097152 -300820584375/1048576 2120813125/16384
264722803125/1048576 -624876928125/2097152 159526310625/2097152 -3404035625/2097152
-189731480625/2097152 47098638125/262144 -423864753125/2097152 -112876285625/2097152
-58394019375/262144 86618753125/2097152 171853494375/2097152 -177505716875/1048576
366498400625/2097152 -41463621875/1048576 -292520445625/1048576 -40747541875/2097152
-147258398125/2097152 229105205625/2097152 -59987363125/1048576 48150343125/262144
499536604375/2097152 1019888125/131072 272630081875/2097152 -104785008125/1048576
-330811618125/2097152 442920534375/2097152 201516925625/1048576 -204082190625/1048576
-250734245625/1048576 56927191875/262144 -284777006875/2097152 291393539375/1048576
63472273125/1048576 639503249375/2097152 -153857523125/1048576 -187997003125/2097152
183106349375/1048576 315538773125/1048576 -508727879375/2097152 284097205625/2097152
-399839260625/2097152 475021708125/2097152 361227263125/2097152 479380030625/2097152
-380200960625/2097152 269510448125/1048576 -332226376875/2097152 -322161198125/1048576
159831360625/1048576 146678979375/1048576 -17869699375/1048576 76986403125/1048576
-30668425625/262144 -97683599375/1048576 -4771631875/16384 153300953125/2097152
-326466764375/2097152 100117531875/524288 -237502640625/2097152 540784254375/2097152
-153757399375/524288 282011943125/2097152 96911614375/2097152 -287305044375/1048576
-43940293125/524288 -178446861875/1048576 -32573375625/1048576 339180294375/2097152
549411359375/2097152 -192125719375/2097152 -3655313125/262144 511262833125/2097152
570575396875/2097152 315550766875/2097152 574016511875/2097152 47261921875/2097152
-17678524375/1048576 146742920625/1048576 416402688125/2097152 -29747909375/1048576
-602954380625/2097152 -1573143125/2097152 -89683266875/524288 -101132056875/2097152
-305261398125/2097152 21280566875/1048576 -104122531875/1048576 -107521268125/2097152
508917288125/2097152 370919033125/2097152 396484436875/2097152 -38104569375/2097152
-178294346875/2097152 615761738125/2097152 307833798125/2097152 -109604171875/1048576
39611425625/524288 -214669744375/2097152 164225105625/2097152 78932763125/2097152
429761069375/2097152 -233749540625/1048576 19058261875/262144 -65614509375/2097152
-14608325625/524288 -572036539375/2097152 72817509375/1048576 -55773076875/1048576
-121872898125/524288 212615770625/2097152 664083125/524288 -499418125/8192
-273196010625/1048576 -317185753125/2097152 667667520625/2097152 39557556875/262144
20405725625/131072 -61479656875/262144 -368728505625/2097152 -42371293125/524288
526532006875/2097152 -421658858125/2097152 626634086875/2097152 -601444391875/2097152
-607409544375/2097152 144221181875/2097152 147684509375/1048576 -178141384375/2097152
220918819375/2097152 -92906248125/524288 125840334375/524288 -581489788125/2097152
322883863125/2097152 310479990625/2097152 -458036246875/2097152 351974010625/2097152
-23250213125/2097152 -195103700625/2097152 -347057621875/2097152 -280978146875/1048576
-69851511875/524288 621911524375/2097152 -251741570625/1048576 -52565540625/524288
625985249375/2097152 586011111875/2097152 100697774375/524288 243949998125/2097152
312192978125/1048576 -372290038125/2097152 112980236875/524288 -8670396875/524288
-327607516875/2097152 18731576875/524288 128733280625/524288 -13646168125/65536
29163994375/1048576 93146326875/2097152 -382430711875/2097152 -236500714375/2097152
-223328748125/2097152 -148693985625/1048576 -113478030625/2097152 148992384375/2097152
-345778466875/2097152 -34663754375/2097152 -161573256875/524288 30448529375/1048576
39339069375/2097152 -166039565625/524288 -47879306875/262144 251766930625/2097152
7128675625/65536 642800020625/2097152 175623006875/2097152 -556445029375/2097152
530978246875/2097152 -303537884375/1048576 222180416875/2097152 -651191620625/2097152
30509304375/2097152 380801121875/2097152 131191120625/1048576 562735335625/2097152
-309551746875/1048576 -103464749375/1048576 -489363011875/2097152 224501688125/1048576
-160205288125/1048576 617981634375/2097152 398112995625/2097152 443020604375/2097152
-224474906875/2097152 -18949976875/131072 198439029375/1048576 -24495691875/262144
-11844278125/524288 -31369246875/2097152 95432846875/1048576 92374538125/2097152
-169656956875/1048576 -380482073125/2097152 276102590625/1048576 -46656059375/2097152
-56144841875/262144 -161484840625/524288 -566172761875/2097152 444145181875/2097152
-164086654375/524288 -172064821875/2097152 321797038125/1048576 -14162964375/65536
112686458125/2097152 -529800609375/2097152 14386619375/1048576 132269084375/1048576
-593718925625/2097152 22083308125/1048576 -635175015625/2097152 166106989375/1048576
284091171875/1048576 -125479871875/524288 -324171023125/1048576 639036361875/2097152
-554891426875/2097152 -510037483125/2097152 516363361875/2097152 73282509375/2097152
-454925479375/2097152 -16008020625/1048576 -476196185625/2097152 274783780625/1048576
92166344375/2097152 431568878125/2097152 572641353125/2097152 462224503125/2097152
-65630861875/2097152 -494004890625/2097152 -152224101875/2097152 184606024375/1048576
-14923354375/65536 234657499375/1048576 -257986468125/1048576 -36745586875/1048576
205986695625/2097152 223433789375/1048576 660291164375/2097152 -329635791875/1048576
105139048125/524288 61180060625/2097152 -522574266875/2097152 -584893295625/2097152
-512592529375/2097152 579839615625/2097152 -375768915625/2097152 67598603125/1048576
-138409068125/524288 93722826875/2097152 -274604123125/1048576 180821673125/2097152
-63913823125/524288 -575209255625/2097152 37429544375/262144 459180416875/2097152
68860578125/524288 367144459375/2097152 -204268598125/2097152 573557194375/2097152
-15898323125/65536 -483798894375/2097152 567213381875/2097152 -232076483125/1048576
-85848171875/2097152 -279946548125/2097152 -167901819375/2097152 -120758620625/2097152
164373023125/2097152 99093683125/2097152 93594006875/2097152 525733603125/2097152
368669221875/2097152 325643780625/1048576 139993519375/2097152 -134533950625/524288
-223580274375/2097152 -9633356875/262144 -26181431875/1048576 432895855625/2097152
657147994375/2097152 298659888125/2097152 161037215625/2097152 -573997480625/2097152
386134338125/2097152 461400926875/2097152 -110237215625/2097152 1080459375/65536
412583534375/2097152 879316875/1048576 -73105316875/2097152 -459258248125/2097152
-366141525625/2097152 346680691875/2097152 327923576875/2097152 -183904294375/1048576
-543648826875/2097152 -627661994375/2097152 591239863125/2097152 425271083125/2097152
-317151405625/1048576 -30497646875/262144 68816323125/2097152 -20326696875/1048576
-70833930625/524288 -425193000625/2097152 -613206404375/2097152 110561868125/1048576
65134879375/1048576 -21393014375/524288 -77992913125/262144 -287899856875/2097152
111143808125/2097152 1224828125/8192 102086298125/2097152 156082849375/2097152
-509931668125/2097152 -339453364375/2097152 106740569375/1048576 67428199375/1048576
69690325625/524288 534788179375/2097152 -58232871875/524288 150376915625/524288
-296994339375/2097152 55616498125/262144 260296853125/1048576 -595303881875/2097152
289583396875/1048576 -496054361875/2097152 594901290625/2097152 -444109368125/2097152
-256181625625/2097152 -278672205625/1048576 -370793356875/2097152 -288941990625/1048576
-87777510625/1048576 669510769375/2097152 -521534754375/2097152 -39960464375/524288
-56345098125/1048576 -143838461875/1048576 -595435336875/2097152 447225910625/2097152
-35134384375/1048576 -76926631875/2097152 -27439818125/2097152 23373884375/1048576
41337044375/1048576 -236089473125/1048576 -511384249375/2097152 -3384346875/1048576
11066146875/1048576 293583224375/1048576 -294767545625/1048576 120056455625/1048576
276971590625/2097152 23064801875/262144 -80218273125/1048576 -263409119375/1048576
-113378501875/1048576 489889515625/2097152 515378843125/2097152 175064160625/1048576
-6487866875/2097152 -559250600625/2097152 10559911875/2097152 -670323476875/2097152
-220037674375/2097152 -86102990625/1048576 35478533125/131072 238081865625/1048576
-637212468125/2097152 18156793125/524288 -199643546875/1048576 -59010446875/524288
223436875/131072 224516228125/2097152 -32865866875/262144 51485039375/1048576
48101533125/262144 108800096875/1048576 -17939849375/131072 30151793125/262144
295900379375/1048576 512120165625/2097152 7694856875/2097152 32726970625/131072
-2478370625/1048576 600743101875/2097152 291924005625/2097152 -1276931875/262144
-64790714375/262144 -380539289375/2097152 70724491875/2097152 -589672925625/2097152
-262452820625/1048576 -57390704375/524288 137514006875/1048576 -523818823125/2097152
353013930625/2097152 668681768125/2097152 -65741881875/262144 552212418125/2097152
-319714846875/1048576 -2755806875/16384 -219728273125/1048576 -151593108125/524288
106881316875/524288 140391120625/1048576 -66722086875/1048576 -616704216875/2097152
-390209091875/2097152 -1232779375/32768 92599741875/524288 -286166699375/2097152
-304639639375/1048576 200823111875/1048576 3619006875/1048576 23072283125/262144
-489363300625/2097152 76636304375/262144 -52296005625/524288 -146695715625/2097152
-154891760625/1048576 235859201875/2097152 -360702461875/2097152 459067313125/2097152
-174377928125/1048576 -316628828125/1048576 152937014375/524288 -298347095625/2097152
-130884585625/2097152 -261571026875/1048576 134019403125/524288 -563403051875/2097152
