2600
-2200425508125/16777216 7239065835625/33554432 975637788125/8388608 -4545988695625/33554432
1953190451875/33554432 -744002455625/33554432 -8165642298125/33554432 -4714632170625/33554432
502590879375/16777216 -1774179428125/16777216 1580699729375/8388608 5144469175625/33554432
399700201875/16777216 266899075625/4194304 2702750188125/16777216 -5383259383125/33554432
-1701779584375/16777216 1855778640625/16777216 6226570325625/33554432 -5181407164375/33554432
3470331483125/33554432 -245304905625/1048576 -1570901775625/16777216 -586089960625/4194304
-4182998974375/33554432 -1293432489375/16777216 998546566875/33554432 -8188092469375/33554432
-6268429375/33554432 -499984428125/33554432 -47535954375/524288 1114465795625/16777216
-4500665040625/33554432 -2326488125/524288 -2198831740625/16777216 6540582286875/33554432
1958464243125/16777216 -187358868125/16777216 5785996230625/33554432 4334858701875/33554432
-534752733125/8388608 -1608255163125/33554432 -1102102714375/16777216 3342151580625/16777216
972515724375/4194304 -2781927841875/33554432 -24647959375/8388608 1003592256875/16777216
805474970625/33554432 1698247793125/8388608 302396989375/16777216 -2979609254375/16777216
4125487071875/16777216 1674563206875/16777216 7559581713125/33554432 -271510289375/16777216
-187360736875/16777216 514108148125/2097152 4582554754375/33554432 6755182305625/33554432
-4224250525625/16777216 2182358481875/33554432 7247284419375/33554432 -36699235625/262144
1314434493125/33554432 3535355451875/16777216 -5271253219375/33554432 -418434258125/2097152
3314826181875/16777216 3232960810625/33554432 -1685473456875/8388608 -7553200289375/33554432
1706265088125/33554432 -202073291875/4194304 6226417559375/33554432 1056777954375/8388608
3951988714375/33554432 -6090299190625/33554432 2799875658125/33554432 68158325625/16777216
3533914028125/16777216 -2706570416875/33554432 -7703791168125/33554432 -4961414079375/33554432
-3411287416875/33554432 -623709393125/33554432 1529354978125/8388608 1854543413125/16777216
-1372662858125/33554432 -448048826875/2097152 -4043732200625/33554432 -7076998101875/33554432
1944597533125/33554432 12639566875/1048576 -876771666875/33554432 -2311996334375/33554432
-888029260625/33554432 -497097501875/33554432 -449503006875/8388608 481263371875/8388608
5042223558125/33554432 6136853125/65536 -4066764658125/33554432 5098256076875/33554432
-5426362443125/33554432 1365695426875/33554432 -2292569101875/16777216 -3625513653125/33554432
5913756590625/33554432 7085143560625/33554432 -3897259624375/16777216 -6506867729375/33554432
573936975625/8388608 -948132940625/33554432 -37181145625/262144 6908706439375/33554432
-3706742414375/16777216 -154284820625/1048576 3738846109375/33554432 -483526948125/4194304
-314912121875/16777216 89473109375/33554432 280901473125/16777216 -1679940055625/16777216
3321855428125/33554432 -3420559146875/16777216 8630430826875/33554432 -6261331350625/33554432
3602988666875/33554432 7774589233125/33554432 2003239720625/33554432 -3083753440625/33554432
-1232451683125/33554432 1921994335625/8388608 1557383108125/33554432 -7816322190625/33554432
196319264375/2097152 -3812044868125/33554432 -175664181875/33554432 4143247281875/16777216
-1039069468125/4194304 -6139700523125/33554432 -1927021256875/16777216 3177973231875/16777216
-7544681844375/33554432 3739750324375/16777216 -1946204105625/16777216 -596065006875/33554432
-7985355373125/33554432 2622021374375/33554432 -24327769375/8388608 2683457911875/33554432
-295697553125/33554432 8339143418125/33554432 5998136389375/33554432 497364928125/4194304
-4348012816875/33554432 2173715090625/16777216 -492714584375/4194304 944390175625/33554432
8210404109375/33554432 1864403523125/33554432 -5683445178125/33554432 -3675597436875/16777216
3140649825625/16777216 535078935625/8388608 -4048775160625/16777216 1929483944375/16777216
2614162923125/16777216 2127489723125/16777216 3982778743125/33554432 1857931716875/8388608
-1958848149375/33554432 -1061362631875/4194304 4344702171875/33554432 -3230397194375/33554432
8178541206875/33554432 -175763339375/8388608 515701785625/8388608 -5303349293125/33554432
2685799406875/33554432 1245892350625/33554432 5438188283125/33554432 -400676664375/2097152
4808829341875/33554432 -807431080625/4194304 3348363728125/33554432 572616809375/33554432
1501969275625/8388608 118062936875/33554432 -5963058814375/33554432 923363504375/33554432
-8519079473125/33554432 1603573538125/33554432 5140006291875/33554432 -2232293756875/16777216
1794050659375/8388608 4217485146875/16777216 -5028332944375/33554432 3908992758125/16777216
3173253711875/33554432 3109175460625/33554432 3617177923125/16777216 -5903264696875/33554432
5262458134375/33554432 764592473125/8388608 -4561747246875/33554432 56520189375/4194304
-3993432194375/16777216 -3924336040625/16777216 4583052475625/33554432 7520422056875/33554432
-2703501295625/16777216 -5025316944375/33554432 -4491906209375/33554432 4084476865625/16777216
-7539461401875/33554432 -237283028125/2097152 -2933040280625/33554432 -5640806055625/33554432
-4906689620625/33554432 953173446875/33554432 1988859673125/33554432 6160648235625/33554432
161795375625/16777216 7725384801875/33554432 -6186136051875/33554432 4641952615625/33554432
7206072599375/33554432 -8602802950625/33554432 -722163836875/16777216 -625633653125/33554432
-3252202793125/33554432 -2963777951875/16777216 -4689170728125/33554432 62997666875/16777216
3675023226875/33554432 3465435341875/33554432 -1860293524375/8388608 4075886871875/16777216
-1924157811875/8388608 -118816904375/4194304 -6941009343125/33554432 -1758516946875/8388608
-6484592424375/33554432 7637157945625/33554432 870210891875/33554432 3644686979375/33554432
4574953946875/33554432 7797543203125/33554432 -374639874375/4194304 874890323125/4194304
425101405625/4194304 1025022854375/8388608 -2366673863125/16777216 6388639310625/33554432
5494067580625/33554432 -3254448104375/16777216 4248186093125/16777216 -2096007850625/33554432
213313400625/16777216 -8610352863125/33554432 141134491875/1048576 3570931625625/33554432
-3909001581875/33554432 -236324668125/16777216 1175744529375/33554432 -996965133125/16777216
-3432440838125/33554432 997086878125/33554432 -1792908251875/8388608 202124560625/33554432
1797361190625/16777216 1273253060625/33554432 1137376800625/33554432 3146795071875/16777216
7048996150625/33554432 -4282113931875/33554432 6223088389375/33554432 -3465832426875/33554432
5478006031875/33554432 -2551728700625/33554432 -6168062200625/33554432 826124008125/33554432
94594166875/4194304 -565648793125/33554432 -1212429749375/33554432 -5829034355625/33554432
1107655453125/8388608 -3179664076875/16777216 -8673515020625/33554432 2449769993125/16777216
-1980836121875/33554432 3681946344375/16777216 -919400698125/8388608 -1854882176875/8388608
3952854563125/16777216 2892670941875/33554432 1087901563125/8388608 2068216060625/16777216
-7572794571875/33554432 -2626911470625/16777216 -442304289375/8388608 -651933351875/4194304
1792200288125/8388608 3146650138125/16777216 -1929879550625/16777216 -110528494375/16777216
4703326298125/33554432 -730333215625/8388608 236551940625/4194304 -2364399496875/16777216
2299728234375/33554432 2800589975625/16777216 7197194281875/33554432 -884475011875/8388608
1673761366875/33554432 -2232915530625/16777216 -3631669039375/33554432 5175338374375/33554432
-51210388125/2097152 -590823845625/8388608 -89338933125/2097152 -4363555194375/33554432
1908160580625/16777216 3910609925625/33554432 5907128280625/33554432 1076595251875/8388608
-4257245321875/33554432 -1165723755625/16777216 -7662957680625/33554432 -589042585625/4194304
1712360983125/33554432 923151588125/4194304 1305033445625/16777216 5493090386875/33554432
752001696875/8388608 3753448928125/33554432 -1198396346875/8388608 -8304762301875/33554432
2048030326875/16777216 -1432070599375/16777216 4270475519375/33554432 -2120654599375/33554432
-1568720213125/8388608 3668626966875/16777216 -4343287300625/33554432 -4622958608125/33554432
-4006330063125/16777216 1690666193125/16777216 -1587915379375/16777216 -2782465034375/33554432
480360229375/4194304 -716614461875/8388608 -4862661301875/33554432 826292731875/8388608
-3137807261875/16777216 4880133886875/33554432 83887610625/1048576 -2813708600625/16777216
137689979375/8388608 3614347611875/16777216 -4039182915625/33554432 169569099375/4194304
-3033671054375/16777216 8125207504375/33554432 5703347024375/33554432 -69372330625/524288
28987115625/33554432 1466133784375/16777216 -222945311875/33554432 -3878668633125/33554432
859206733125/16777216 2927653226875/33554432 5698585888125/33554432 110239163125/33554432
156953883125/2097152 -3233638549375/33554432 2839972679375/33554432 79170885625/1048576
5572187538125/33554432 1861657143125/16777216 837820091875/4194304 -1028277030625/4194304
1999598290625/8388608 1791954555625/8388608 -1746734071875/16777216 -2358862536875/16777216
3455844738125/16777216 -2378686155625/16777216 -736563758125/4194304 -7213589248125/33554432
1744090473125/16777216 -701069825625/4194304 1272000624375/8388608 -5831369724375/33554432
3595497920625/33554432 -7574828730625/33554432 5399343161875/33554432 -1191288613125/33554432
-2088548028125/33554432 1563388896875/16777216 -4064753525625/16777216 579056148125/8388608
792880359375/4194304 5351940400625/33554432 3871438390625/16777216 -3453419766875/16777216
-2148130700625/33554432 5200937941875/33554432 -5399962563125/33554432 4060127670625/33554432
-2107895993125/16777216 -402762270625/8388608 -2180398796875/8388608 -3642383151875/33554432
-4200502466875/16777216 -8643063950625/33554432 -521675204375/2097152 253808189375/16777216
-1527614131875/16777216 -39748466875/524288 -3263846194375/16777216 1925135720625/8388608
5004582854375/33554432 -791528278125/33554432 2788126404375/16777216 -1371827153125/16777216
-613779538125/33554432 1863127443125/8388608 294484864375/2097152 -7290952849375/33554432
1814770319375/16777216 665394478125/4194304 -6810192618125/33554432 200971606875/4194304
6173591035625/33554432 1981378433125/16777216 -7840426156875/33554432 -6287305903125/33554432
2188868670625/33554432 -169219318125/33554432 -5679544121875/33554432 8274959363125/33554432
661817203125/33554432 837999524375/16777216 3001878904375/16777216 -8468768335625/33554432
13946749375/65536 6992554424375/33554432 5002334016875/33554432 1727242733125/33554432
5420114854375/33554432 1388124538125/16777216 -2996851170625/16777216 -3982291015625/16777216
6809377745625/33554432 544150384375/8388608 -6879801313125/33554432 2216601261875/33554432
75478170625/4194304 6181482620625/33554432 -1535164710625/8388608 2973316880625/33554432
-8374995191875/33554432 7317229700625/33554432 -1578147163125/8388608 -134135958125/524288
2329515654375/33554432 8181504231875/33554432 7968657848125/33554432 679939544375/16777216
-7809383083125/33554432 -922239979375/8388608 408265853125/4194304 347428420625/8388608
-816114918125/8388608 -57747178125/1048576 -8364275229375/33554432 -2116676030625/33554432
-779270708125/33554432 -1642852469375/8388608 649129121875/4194304 -517038023125/16777216
1950170161875/33554432 4023782530625/33554432 -8533867476875/33554432 -1662431411875/8388608
-1117911023125/8388608 -107660044375/1048576 5794024364375/33554432 3911661593125/33554432
-3504211823125/16777216 8542498778125/33554432 -808957654375/8388608 -726261371875/4194304
-3209214393125/33554432 -460033819375/8388608 3017055705625/33554432 2633633981875/16777216
-2505227846875/33554432 -1149245166875/8388608 200085608125/16777216 2315667241875/16777216
-78746776875/1048576 1761460715625/33554432 312332986875/2097152 560628144375/16777216
-993046916875/8388608 3363409473125/16777216 4592984036875/33554432 401810995625/33554432
3778221516875/16777216 -1406828418125/33554432 2493712723125/16777216 540778996875/2097152
802344863125/4194304 -4164152143125/33554432 -1856091323125/16777216 6304562915625/33554432
-769615445625/16777216 8201656246875/33554432 -1199372321875/16777216 1295667400625/16777216
4687599759375/33554432 -942051166875/33554432 -5473608863125/33554432 472473974375/4194304
2678788214375/33554432 2255915374375/33554432 -4012485368125/33554432 1036770921875/33554432
-404471478125/16777216 8324836576875/33554432 1679938040625/16777216 3255206004375/33554432
2402492568125/33554432 -7978335568125/33554432 -4201199835625/16777216 3584685593125/33554432
2399182638125/33554432 -93656184375/524288 -814742735625/8388608 -441740593125/8388608
-1804603100625/33554432 275839581875/2097152 1391514288125/16777216 3190763834375/16777216
4145814034375/33554432 -628591640625/33554432 -1767733248125/8388608 -5457861150625/33554432
4823810216875/33554432 -6074836974375/33554432 3222300258125/16777216 -973381946875/16777216
6690107685625/33554432 -504866951875/4194304 7595433681875/33554432 2001317345625/8388608
-4941564119375/33554432 -8187637566875/33554432 -1944609623125/16777216 1895378866875/16777216
840914010625/16777216 1794380583125/16777216 5405114381875/33554432 2449893883125/16777216
795547520625/4194304 -5388559304375/33554432 324363511875/4194304 -5643197356875/33554432
1163535351875/33554432 4090185766875/16777216 -243424553125/16777216 -4094146866875/16777216
6003783865625/33554432 -803512539375/8388608 -4162808333125/16777216 4074672265625/16777216
-4136980014375/16777216 756899170625/4194304 4104727518125/16777216 -4297493256875/16777216
-2687862799375/33554432 -717571066875/33554432 2092440618125/16777216 -848223065625/33554432
-2596315840625/33554432 152712535625/8388608 1362435871875/33554432 3753376631875/16777216
-1974646951875/33554432 306608615625/16777216 -2047595314375/33554432 -6197477268125/33554432
2628096778125/33554432 3612538840625/16777216 -265021339375/2097152 -1119477880625/33554432
638611504375/33554432 2707450175625/33554432 6842476736875/33554432 3702032335625/16777216
-6081219876875/33554432 -3435391854375/16777216 5889470461875/33554432 -8194862658125/33554432
258439195625/8388608 -1658599385625/33554432 -4383458096875/33554432 4356618118125/33554432
2722878234375/16777216 2202671404375/16777216 2335047349375/16777216 -1622463480625/8388608
705108243125/33554432 6476322425625/33554432 -704126824375/8388608 -3994943964375/33554432
-4428347031875/33554432 -2011167624375/8388608 2060830061875/33554432 -198786859375/16777216
-230313646875/4194304 8292423855625/33554432 -2064155266875/33554432 4485299381875/33554432
3219171596875/16777216 -1229851016875/8388608 4655301974375/33554432 -219058181875/8388608
-2683500454375/16777216 2259953775625/33554432 8031131200625/33554432 3282181881875/16777216
-6005545219375/33554432 7523935209375/33554432 -54936903125/33554432 1101751226875/33554432
867003466875/4194304 2093879718125/33554432 -2014713634375/16777216 2707919426875/16777216
-19679863125/16777216 -1090231130625/8388608 -1031398899375/33554432 -497000083125/16777216
4209258291875/16777216 453325981875/2097152 -6606988513125/33554432 6201550655625/33554432
3381110289375/33554432 3289204920625/16777216 -7788733704375/33554432 6054041459375/33554432
3938232585625/16777216 675794673125/16777216 8178091276875/33554432 -2117475368125/33554432
-1349693141875/16777216 4061765605625/16777216 5961921948125/33554432 200534059375/2097152
2121299691875/33554432 4614858633125/33554432 -8074571318125/33554432 2936016760625/16777216
1597561720625/8388608 3916603283125/16777216 253834871875/1048576 -7122475075625/33554432
-455612779375/33554432 -5558379393125/33554432 -2895920625/262144 428577849375/4194304
-346138349375/4194304 7452256475625/33554432 462775519375/8388608 6710344509375/33554432
-989334328125/33554432 -1167330945625/33554432 -2038571754375/16777216 -5205073306875/33554432
1564452524375/16777216 1726751853125/8388608 983939035625/4194304 1019034323125/16777216
1375832843125/8388608 209201256875/4194304 -398621364375/33554432 -1510366706875/33554432
-3741667791875/33554432 3035689158125/16777216 690663520625/33554432 1326417568125/8388608
647641791875/8388608 1645287190625/33554432 -2764727541875/33554432 -852422504375/33554432
-1948201750625/33554432 -5625528585625/33554432 920715501875/4194304 -916966399375/4194304
-3113231444375/16777216 -2000324649375/16777216 -6385871870625/33554432 -856468461875/16777216
8004514334375/33554432 5328553156875/33554432 -832011480625/33554432 657642236875/8388608
1020155443125/4194304 -1503048893125/33554432 7126636034375/33554432 6966558064375/33554432
-2134220213125/16777216 -365309758125/4194304 -1319527665625/33554432 -2435909230625/33554432
917369545625/33554432 1150828420625/33554432 -2749074973125/33554432 7990873044375/33554432
7495125048125/33554432 -6569332339375/33554432 -170637195625/8388608 -67671865625/2097152
-6847331668125/33554432 1875418504375/8388608 -2392965908125/16777216 6839350090625/33554432
-512410250625/16777216 3336840544375/16777216 2656530215625/16777216 -392168408125/16777216
-2619685176875/33554432 -1556621113125/8388608 -2531377558125/33554432 142657393125/16777216
-1443022823125/33554432 -7667560249375/33554432 -8107376801875/33554432 -8177574543125/33554432
355287911875/2097152 7356813758125/33554432 4050205924375/33554432 8548474731875/33554432
-2500926244375/16777216 -1680725629375/8388608 -4427806800625/33554432 -518590369375/16777216
5678670928125/33554432 6689976743125/33554432 1500687166875/16777216 5771648293125/33554432
8471235833125/33554432 1664930060625/8388608 -7020419664375/33554432 -271111059375/2097152
-6566746590625/33554432 147440044375/8388608 1352810590625/8388608 7581842766875/33554432
-1444073629375/8388608 4119107776875/33554432 52163093125/1048576 -8659450223125/33554432
-2433681761875/33554432 -2380127806875/33554432 -1507207203125/16777216 -5232724355625/33554432
-189322761875/8388608 -764126601875/16777216 -2762898474375/16777216 900242143125/8388608
-1658152575625/16777216 -398512716875/8388608 -3503587546875/16777216 216005489375/8388608
559687464375/8388608 -5806251433125/33554432 -171121803125/8388608 -3853530338125/16777216
-1380418755625/16777216 -1897865409375/33554432 2865072689375/33554432 40323294375/1048576
-1220806868125/8388608 -2709958184375/33554432 4927209308125/33554432 -2148822576875/33554432
-7682397555625/33554432 -3875226314375/16777216 1934399260625/8388608 6500547974375/33554432
1776147774375/16777216 3877115945625/33554432 -390281149375/2097152 8159047901875/33554432
1326830025625/33554432 6367121320625/33554432 257053379375/16777216 -6792991034375/33554432
-4137042528125/16777216 4346630689375/16777216 -2653085183125/16777216 1699826188125/16777216
372356196875/33554432 1156012950625/8388608 -7825926850625/33554432 448589350625/8388608
150972323125/1048576 1763514374375/16777216 -2177057683125/16777216 -5620073103125/33554432
-5904395615625/33554432 -1054083216875/16777216 980039653125/8388608 2765612711875/16777216
-2167464706875/33554432 362920764375/33554432 -3490915309375/33554432 -3442865993125/33554432
-118263120625/33554432 1071481799375/16777216 -760126371875/8388608 -4608442970625/33554432
-2760927674375/16777216 -3413449511875/16777216 -6805354976875/33554432 2178189901875/8388608
507876354375/16777216 2246051039375/33554432 2565836138125/16777216 -6580352894375/33554432
1993147430625/16777216 -1159335669375/8388608 -1220767315625/8388608 -2770115603125/16777216
-5913644351875/33554432 -4688873044375/33554432 -518372408125/33554432 6621880013125/33554432
1177789445625/8388608 1530381978125/8388608 123419034375/524288 -2718149338125/16777216
-2257785765625/33554432 3292325749375/16777216 1061511221875/4194304 -197494773125/16777216
6370734703125/33554432 406372370625/8388608 5267411134375/33554432 4558998803125/33554432
-743341746875/8388608 589850015625/8388608 -322384830625/8388608 848606126875/33554432
2523851971875/33554432 1196193366875/33554432 -2626612096875/16777216 -2339735799375/16777216
389578434375/8388608 2398080059375/33554432 2131557049375/16777216 -790187961875/4194304
460549643125/2097152 248493009375/4194304 595697756875/8388608 -4151899236875/33554432
8115981453125/33554432 5932737256875/33554432 -3484315924375/33554432 568413324375/16777216
5837280255625/33554432 -6499890499375/33554432 146212486875/33554432 -3037856940625/16777216
-5455371878125/33554432 -1320346519375/16777216 53465823125/2097152 -3442297844375/16777216
1951830261875/16777216 -4443924200625/33554432 1068048450625/4194304 -737720124375/8388608
1391379575625/16777216 -287214728125/2097152 -561277169375/8388608 -987080323125/16777216
746336199375/8388608 -8116079456875/33554432 -49947893125/33554432 197550104375/4194304
171218669375/16777216 -670100039375/8388608 1131373611875/16777216 -109584336875/16777216
-6549614313125/33554432 1491455460625/33554432 8565103893125/33554432 -5744051308125/33554432
644555770625/4194304 -2787911351875/33554432 -4872172605625/33554432 1721425086875/33554432
332063314375/33554432 -886429984375/4194304 4602197965625/33554432 -4743912086875/33554432
-2028382971875/33554432 3136249943125/16777216 -867162278125/4194304 -2036775089375/16777216
-3666008848125/16777216 844195941875/8388608 1885366266875/33554432 -1850136770625/33554432
-4972374265625/33554432 1479774456875/33554432 -3890998271875/33554432 1158697759375/8388608
7119819598125/33554432 -6415569850625/33554432 815818745625/4194304 792502400625/16777216
-2735643161875/33554432 -1969346039375/16777216 2765696350625/16777216 -428543919375/8388608
-514107644375/2097152 1624216644375/33554432 7985488980625/33554432 3605749720625/16777216
97389638125/8388608 823619233125/16777216 -3969438338125/33554432 -5007932028125/33554432
-5393375284375/33554432 -4802468263125/33554432 475249506875/2097152 -2453486936875/33554432
-736562750625/33554432 296775821875/16777216 3897744280625/33554432 -5482342961875/33554432
7497524084375/33554432 124560304375/16777216 -6683124865625/33554432 4763700654375/33554432
-970246980625/8388608 -626002446875/33554432 324329679375/16777216 -1610772889375/33554432
12832048125/4194304 -1020927740625/4194304 -3735720145625/16777216 3945782758125/33554432
-533634180625/8388608 -785633639375/16777216 -5670116278125/33554432 3656760274375/33554432
5935902253125/33554432 -7649063898125/33554432 203176081875/16777216 -1263343518125/8388608
3579793530625/33554432 -4774367918125/33554432 3414680059375/16777216 -3260107004375/33554432
-8125606848125/33554432 -2417509225625/33554432 -5416057424375/33554432 561410386875/33554432
-3344610904375/33554432 1220735936875/33554432 -500690750625/33554432 508182260625/2097152
-1853760049375/16777216 -1337579026875/33554432 4246835198125/16777216 2545134905625/16777216
301426441875/4194304 481619279375/2097152 -504989200625/8388608 3780612899375/33554432
-1901787818125/16777216 -2920118670625/33554432 2956379814375/33554432 -358396731875/2097152
-6816830743125/33554432 2106816928125/8388608 -1540000011875/16777216 -786494190625/16777216
5231989563125/33554432 402657783125/16777216 -8253436579375/33554432 304526178125/33554432
894491414375/8388608 5826405186875/33554432 -654779523125/33554432 1883572575625/8388608
-656661045625/8388608 -4257039483125/33554432 2884848988125/33554432 7521130053125/33554432
-1210319053125/8388608 -12258618125/131072 -255242836875/1048576 395339319375/33554432
5329966045625/33554432 8406359381875/33554432 -989762710625/16777216 3278963585625/33554432
1829529446875/16777216 395896304375/4194304 163167639375/4194304 -1745172479375/16777216
6167381260625/33554432 -1833941516875/8388608 -2476597914375/33554432 1690762393125/8388608
3503796928125/33554432 4277543879375/33554432 -5229787233125/33554432 989372385625/4194304
681088939375/8388608 -329987604375/16777216 6973535716875/33554432 -1592952586875/33554432
-4693212623125/33554432 -35853114375/524288 3746059955625/16777216 -1762069034375/33554432
-1779262493125/16777216 1919806191875/33554432 -1206366045625/33554432 -8129785665625/33554432
1295460050625/8388608 7288420709375/33554432 -8579638933125/33554432 8099765448125/33554432
528339816875/4194304 4746755901875/33554432 -6760952274375/33554432 -4678718468125/33554432
-1582297884375/8388608 -1334627734375/8388608 -1281493321875/16777216 2740949696875/33554432
-5059519424375/33554432 -236329023125/2097152 8346369841875/33554432 -1464853365625/16777216
749281950625/4194304 -65520056875/524288 2309653328125/33554432 -8048195699375/33554432
261830050625/33554432 2224881416875/16777216 1708796984375/8388608 7429325093125/33554432
-223840443125/8388608 -3134508853125/33554432 -2927720274375/16777216 -8555403975625/33554432
-3221892740625/33554432 548423094375/8388608 3916609523125/33554432 -671394303125/4194304
8262086860625/33554432 645535905625/8388608 2308044375/65536 -356803321875/33554432
1611462506875/16777216 1770525583125/8388608 -76793429375/2097152 -7301060430625/33554432
-2156907406875/16777216 907636868125/8388608 6760663316875/33554432 -715865125625/4194304
-5853913706875/33554432 -3283006000625/33554432 156764814375/8388608 1487023240625/8388608
-7451859731875/33554432 2569038314375/16777216 685715996875/16777216 -1266665716875/33554432
3408677049375/16777216 531641508125/16777216 -3807762749375/33554432 747823496875/33554432
2640450076875/33554432 -1589982265625/8388608 3896696724375/33554432 6423734224375/33554432
-3364078664375/33554432 -199423453125/16777216 -148514884375/33554432 -221639851875/16777216
1591719163125/16777216 4260794744375/33554432 -4278808665625/16777216 103262388125/524288
7105353125/65536 2568296908125/16777216 -7422350381875/33554432 5835619928125/33554432
-296178228125/16777216 307642993125/33554432 -2867967220625/16777216 1380939389375/8388608
727630076875/4194304 -950838500625/8388608 461921776875/2097152 -2298674096875/33554432
6108354191875/33554432 -4091308576875/33554432 -239997736875/8388608 1116585949375/8388608
7671717486875/33554432 -1264147746875/16777216 -4277758184375/16777216 -1298865985625/8388608
-6688314676875/33554432 356740824375/2097152 -3836234683125/33554432 -4598173913125/33554432
-4710070811875/33554432 -4593189859375/33554432 929928033125/16777216 457514370625/16777216
633872614375/8388608 161659070625/33554432 -1264416310625/33554432 291486056875/2097152
3343699994375/33554432 467098360625/2097152 8669825880625/33554432 7191234740625/33554432
-2756491505625/16777216 1141045351875/33554432 3698415556875/16777216 -136052255625/524288
4707121014375/33554432 -7281773549375/33554432 -2744031184375/33554432 2283555925625/33554432
1301880344375/16777216 -1956703896875/16777216 -2517767971875/33554432 132622888125/16777216
4581800413125/33554432 -1957456336875/16777216 6607387336875/33554432 -1257803876875/33554432
-1544537271875/8388608 -8165507163125/33554432 -766966971875/33554432 -6829865063125/33554432
-6389026986875/33554432 3047738549375/33554432 -3268685038125/33554432 -6404131524375/33554432
3498324984375/33554432 1223266256875/16777216 4338117070625/16777216 7282201070625/33554432
-980534124375/8388608 8477677463125/33554432 -226199666875/33554432 -341688465625/4194304
-7029040679375/33554432 3284338321875/33554432 -1544534574375/16777216 4623898264375/33554432
1406567865625/33554432 7305393249375/33554432 -150604016875/4194304 5603697588125/33554432
8289662720625/33554432 2523553621875/33554432 -42595044375/16777216 -2823669363125/33554432
-3237003128125/33554432 -2130623389375/16777216 7363616511875/33554432 5700080238125/33554432
-1667354154375/33554432 5216238275625/33554432 7455075655625/33554432 6632144244375/33554432
1982965099375/16777216 8342053273125/33554432 -3566410258125/33554432 243902546875/1048576
328748915625/8388608 -1252611936875/16777216 227999906875/16777216 4096361563125/33554432
-26099571875/8388608 7026579324375/33554432 -5724518336875/33554432 -5458613168125/33554432
742329729375/8388608 -2412634566875/33554432 -250641714375/8388608 -7985285368125/33554432
371055823125/2097152 -4009814648125/33554432 6369022050625/33554432 228183011875/1048576
1491592285625/16777216 924326690625/4194304 2071239990625/33554432 -63028265625/2097152
6397746314375/33554432 -3665961723125/33554432 4028158038125/33554432 -2799544304375/33554432
495950869375/16777216 -86231656875/524288 126604375625/2097152 3308215470625/16777216
-667500770625/16777216 2789398730625/16777216 -204342880625/8388608 605103386875/33554432
-701556919375/8388608 -403124743125/8388608 4567119903125/33554432 2643501274375/16777216
-525643746875/8388608 235793553125/4194304 7488736994375/33554432 4662433433125/33554432
-672122286875/16777216 7728754970625/33554432 -3755607838125/16777216 8507853095625/33554432
5458640825625/33554432 7276288898125/33554432 3901856375625/33554432 -2243853974375/16777216
-7627917399375/33554432 -4501104083125/33554432 551970810625/16777216 522341860625/33554432
-6650248336875/33554432 1782337594375/33554432 8581848851875/33554432 -1593007901875/33554432
5440104385625/33554432 -1038395824375/8388608 -1054918596875/33554432 -5750225966875/33554432
-886577420625/16777216 -2886777993125/33554432 2657154491875/16777216 -1936581895625/8388608
5783633448125/33554432 -259639989375/2097152 1065054859375/33554432 -782540695625/8388608
6399444276875/33554432 3916614040625/16777216 -6953377461875/33554432 -475123585625/2097152
-7255104211875/33554432 -3092370474375/33554432 -6766446951875/33554432 -2008697754375/33554432
8301364280625/33554432 -1374269966875/8388608 -5989667311875/33554432 -4184820859375/33554432
-688940500625/16777216 -656787324375/16777216 -7518423631875/33554432 2857261460625/33554432
2023609599375/8388608 3146790765625/33554432 3197603946875/33554432 2426387023125/16777216
-2351157160625/33554432 -359194655625/16777216 171836055625/33554432 -1034854266875/33554432
695346169375/33554432 -119064294375/4194304 -1629306128125/8388608 -6788045769375/33554432
-5732356638125/33554432 4353606570625/33554432 -2082717381875/33554432 2894076908125/16777216
-3345491004375/16777216 6835126033125/33554432 -592314474375/33554432 758490776875/33554432
7848840504375/33554432 266406440625/8388608 -6760309034375/33554432 3711903820625/16777216
408084941875/16777216 5679094143125/33554432 7377643934375/33554432 577923848125/4194304
886367779375/4194304 3154533549375/33554432 -44367480625/2097152 757396940625/16777216
271032571875/8388608 -3659553714375/16777216 -2961568861875/33554432 244648763125/1048576
6177929054375/33554432 -805264159375/4194304 3062895964375/16777216 7361573058125/33554432
-2129608251875/16777216 947201945625/16777216 2522091219375/16777216 -4178056764375/16777216
-8479378253125/33554432 -739903604375/4194304 340115758125/4194304 8444510221875/33554432
6843043179375/33554432 -771401060625/16777216 -2247998910625/16777216 -1145618264375/16777216
4806321950625/33554432 -165967319375/33554432 -723277790625/16777216 1434918671875/16777216
-2739188099375/16777216 7802694664375/33554432 -6651292886875/33554432 -1238198040625/33554432
449373933125/8388608 -4351996536875/33554432 1778249679375/16777216 3014980434375/33554432
4995255679375/33554432 1768040568125/33554432 -1383986638125/33554432 -1211215890625/16777216
1327104211875/8388608 -3292657541875/16777216 2021828908125/33554432 -1297566895625/8388608
7896815558125/33554432 -149754109375/4194304 7075837250625/33554432 -470480473125/4194304
505367208125/33554432 -3946627465625/33554432 -26211339375/8388608 -1609010349375/8388608
7184171775625/33554432 779178278125/33554432 1080906279375/4194304 -1978574853125/33554432
-239705756875/2097152 -1113854145625/33554432 -2496525045625/33554432 -286537509375/2097152
