2400
-1206761799375/8388608 -896877151875/4194304 200911951875/8388608 145486074375/4194304
-370877469375/2097152 -1904879645625/8388608 4474584375/262144 497039131875/8388608
1760203246875/8388608 958232240625/4194304 871268746875/8388608 -1869876736875/8388608
140000334375/1048576 1832690341875/8388608 165439509375/2097152 803600000625/8388608
90103156875/524288 -298217938125/8388608 54726226875/524288 573219654375/8388608
-1201033385625/8388608 -1971869289375/8388608 685384569375/4194304 524526564375/8388608
-1641808498125/8388608 -766193510625/8388608 -1842145520625/8388608 307009314375/8388608
-19198314375/4194304 -501377956875/2097152 -3517663125/262144 -233893408125/2097152
1106919375/4194304 275647884375/2097152 446890108125/8388608 380470250625/4194304
-902181429375/4194304 1324386976875/8388608 -968299378125/4194304 -119398134375/2097152
-677965876875/8388608 66284668125/4194304 1741496311875/8388608 -1142572164375/8388608
692203190625/8388608 935551861875/8388608 259961829375/2097152 -469986429375/2097152
157654325625/1048576 -241667574375/4194304 1478496470625/8388608 1049530018125/8388608
1646035914375/8388608 -725120154375/4194304 -777293911875/4194304 -680653010625/8388608
1759898098125/8388608 486817670625/8388608 -1940720578125/8388608 -537525309375/4194304
447004021875/2097152 3900253125/32768 1299681695625/8388608 -222235651875/1048576
-313900599375/8388608 -55361585625/8388608 -301603235625/2097152 144010149375/8388608
74048221875/524288 -1527518938125/8388608 907603764375/4194304 -618301505625/4194304
1017185041875/8388608 1533131851875/8388608 1345689515625/8388608 -1556784710625/8388608
-253847049375/2097152 -438603534375/4194304 542745519375/4194304 526384295625/8388608
-824835230625/8388608 255256006875/2097152 115591284375/4194304 -1431072744375/8388608
-586752969375/8388608 -582789375/32768 816644113125/8388608 -901616379375/8388608
45721876875/2097152 -1010098880625/8388608 -576891463125/4194304 -962071291875/4194304
-223834209375/1048576 -535487608125/8388608 1000578549375/4194304 297358381875/2097152
-106407965625/2097152 -903304273125/4194304 23366551875/4194304 39128004375/1048576
178259911875/1048576 758956786875/4194304 -949262495625/8388608 874447993125/4194304
-789940790625/8388608 179440100625/8388608 64087231875/524288 151232814375/2097152
-152317471875/4194304 -1465148450625/8388608 201038780625/1048576 -1323532445625/8388608
380463781875/2097152 -69331033125/2097152 215313905625/2097152 1794082486875/8388608
600781633125/4194304 73045291875/8388608 -1557283711875/8388608 19574810625/1048576
-427841323125/8388608 -148659654375/8388608 702740101875/4194304 874509841875/4194304
-1428038979375/8388608 873206203125/8388608 -2749505625/65536 935223088125/4194304
-827086644375/8388608 239756030625/4194304 1547841088125/8388608 -608822634375/4194304
1369860459375/8388608 1119372916875/8388608 1674970996875/8388608 -28529836875/4194304
929125708125/8388608 35070448125/1048576 -10564835625/65536 486807819375/8388608
-223436060625/1048576 1156059586875/8388608 -367150381875/8388608 -422037009375/4194304
-1398416578125/8388608 -176410456875/8388608 1943333713125/8388608 -39234508125/8388608
855035874375/8388608 1466874643125/8388608 -1588544986875/8388608 -1049091226875/8388608
-446442695625/4194304 -349731395625/8388608 -1787631125625/8388608 825515158125/4194304
-899078158125/8388608 960633770625/8388608 -1654774475625/8388608 641184001875/8388608
1429777951875/8388608 -925560481875/8388608 428466283125/8388608 703422440625/8388608
-11918780625/131072 489524949375/8388608 -916942378125/8388608 -373471115625/2097152
-1117946653125/8388608 548883991875/4194304 1270778214375/8388608 308395235625/2097152
-49482136875/262144 98761509375/2097152 570471114375/8388608 523209301875/8388608
-1185320533125/8388608 1079230888125/8388608 -889114603125/4194304 419885105625/4194304
-966931239375/8388608 -36657954375/262144 612155409375/8388608 -383875329375/8388608
-217307563125/1048576 48506345625/4194304 352614271875/4194304 325292338125/4194304
-200611858125/1048576 1352420625/1048576 266777176875/2097152 -958178323125/4194304
7291813125/2097152 -210261174375/2097152 407841159375/8388608 39528526875/4194304
132415963125/1048576 36883303125/524288 4793555625/2097152 1059350079375/8388608
244456250625/4194304 -428464880625/4194304 1315590601875/8388608 -866521873125/4194304
1505555960625/8388608 395895024375/4194304 -103453179375/2097152 148080418125/4194304
278968239375/4194304 1065761671875/8388608 1693711389375/8388608 -768090808125/8388608
238327636875/2097152 1901492461875/8388608 29623933125/131072 -488160883125/2097152
-692569276875/8388608 -27510853125/2097152 -220370625/1024 -793633310625/4194304
1693839298125/8388608 158730898125/1048576 -114366845625/2097152 -437631594375/4194304
-436166773125/8388608 -1004190211875/4194304 -58861858125/2097152 649693055625/4194304
614461134375/8388608 758025050625/4194304 -444819808125/4194304 543798373125/8388608
221868121875/2097152 -1248478201875/8388608 302125925625/4194304 -266367016875/2097152
841310416875/8388608 466018970625/4194304 -846907351875/4194304 118185305625/524288
492917994375/4194304 1077968000625/8388608 512126893125/8388608 -1702749238125/8388608
183201403125/4194304 -568778623125/8388608 -78088123125/524288 -27661910625/1048576
109107399375/1048576 -854473460625/8388608 412552524375/2097152 -53180503125/1048576
1478630660625/8388608 123571861875/4194304 -739454128125/4194304 -978895666875/8388608
199336783125/4194304 1212735496875/8388608 -257148601875/8388608 1073365820625/8388608
-1027688079375/8388608 -1233714376875/8388608 8085950625/8388608 -5899580625/1048576
-1114542200625/8388608 -318453875625/2097152 -1678772090625/8388608 -1555187998125/8388608
-226814675625/1048576 314170269375/4194304 -119865489375/8388608 84947791875/4194304
1190818704375/8388608 -625463915625/8388608 -187394379375/8388608 -379305714375/8388608
-86853703125/4194304 235462370625/1048576 110289129375/4194304 -831301854375/4194304
1434554300625/8388608 721502375625/8388608 -136785826875/8388608 -166594318125/8388608
-130754383125/2097152 494575359375/8388608 -108046940625/4194304 -892664915625/4194304
1707283899375/8388608 -511550615625/8388608 115830954375/4194304 275745189375/8388608
1214866764375/8388608 -1200096358125/8388608 -753078170625/4194304 1989608945625/8388608
217216021875/4194304 -484598383125/4194304 -19651580625/524288 -345640828125/4194304
408705159375/4194304 966156928125/8388608 -1425860698125/8388608 1348215924375/8388608
-15322164375/2097152 -1707212641875/8388608 -1790889931875/8388608 685878361875/8388608
-609538936875/4194304 876963039375/8388608 -594701758125/4194304 -433965121875/4194304
386221460625/2097152 -1937724121875/8388608 267462455625/2097152 164506970625/2097152
-887397631875/4194304 503156334375/8388608 291227990625/8388608 -181644928125/1048576
-474597050625/8388608 932028403125/4194304 947689145625/8388608 1943723746875/8388608
-1893270703125/8388608 -927517828125/4194304 1975150261875/8388608 -1857058520625/8388608
59871410625/4194304 454860024375/2097152 255867871875/8388608 329536389375/4194304
-1219629369375/8388608 597523171875/4194304 -3736843125/262144 -281783758125/8388608
-41166954375/1048576 943613435625/8388608 946994844375/4194304 -868590151875/8388608
-972041390625/8388608 -366708234375/4194304 -454434830625/8388608 1131209979375/8388608
-1255955158125/8388608 -132094224375/8388608 1231824598125/8388608 182656663125/4194304
-1951004825625/8388608 1699728736875/8388608 1662229783125/8388608 -1163112721875/8388608
-183285654375/8388608 -61676638125/2097152 3697126875/131072 -1573325589375/8388608
1633451908125/8388608 -356955583125/2097152 -42543245625/1048576 1600289859375/8388608
58320853125/2097152 -1016337433125/8388608 -189274299375/2097152 -205352349375/8388608
515450686875/8388608 -1392341998125/8388608 1110914990625/8388608 1339276453125/8388608
-1479069496875/8388608 1909983718125/8388608 -168924451875/1048576 -902451931875/8388608
409958105625/4194304 1023700985625/8388608 53224595625/1048576 927474774375/8388608
1438444663125/8388608 228822823125/8388608 -340133188125/4194304 -1395199370625/8388608
8493643125/65536 -1411618798125/8388608 -917905336875/4194304 -34123621875/2097152
-25000048125/8388608 -374090919375/4194304 387096493125/4194304 481312880625/8388608
1740156365625/8388608 95934508125/2097152 964125658125/8388608 72929574375/4194304
1787988388125/8388608 -212788145625/4194304 -621495613125/8388608 -1823928088125/8388608
1291263313125/8388608 -1294716369375/8388608 1034879821875/8388608 152353621875/1048576
-1191283125/65536 25932976875/4194304 -37563676875/2097152 461482134375/2097152
-1621030261875/8388608 -544494586875/4194304 149319463125/8388608 1577919290625/8388608
-45187648125/262144 -392479036875/2097152 -944888713125/8388608 -1342851159375/8388608
411815863125/4194304 -347726915625/4194304 159501178125/8388608 -317312911875/8388608
887969390625/4194304 -76953009375/524288 -708184029375/8388608 253708171875/4194304
15430063125/524288 458172451875/2097152 -536803051875/4194304 -1038154081875/8388608
552145805625/4194304 1246028945625/8388608 -989440434375/8388608 1293317529375/8388608
925092463125/8388608 -596845310625/4194304 -911547511875/8388608 -1733675960625/8388608
-667607750625/4194304 -363934006875/8388608 205367694375/4194304 1047641424375/8388608
1944946700625/8388608 440662205625/4194304 689479831875/8388608 950929479375/4194304
267883756875/2097152 770088684375/8388608 73074215625/2097152 -645874111875/4194304
8849113125/8388608 105412501875/524288 1158144099375/8388608 -361597753125/2097152
944364410625/4194304 -1626615500625/8388608 115515069375/1048576 -858065360625/8388608
1840138659375/8388608 438499426875/4194304 600634633125/4194304 -21323600625/4194304
-959033514375/8388608 954207005625/4194304 1023804309375/8388608 -994852085625/4194304
1559408446875/8388608 865644375/1048576 366545623125/4194304 -990060519375/8388608
183427224375/4194304 -3823591875/131072 -921982366875/8388608 75759433125/8388608
1987519858125/8388608 1132285145625/8388608 -72421423125/8388608 -343069168125/2097152
-1127862639375/8388608 1438434496875/8388608 411817951875/2097152 1221738425625/8388608
-1824754888125/8388608 -395792893125/8388608 575302505625/4194304 1625123705625/8388608
388536684375/2097152 724317834375/4194304 90566765625/4194304 1420814870625/8388608
-11123653125/524288 -553257650625/4194304 366453796875/8388608 -363778404375/8388608
-1648205161875/8388608 288740656875/4194304 289022499375/4194304 834561170625/8388608
-702952359375/8388608 -123690350625/8388608 -40535926875/4194304 -92346429375/8388608
664487555625/8388608 713365606875/8388608 804893390625/4194304 37011744375/2097152
418535960625/4194304 -22362594375/4194304 85910026875/4194304 899531176875/8388608
-1439478935625/8388608 -835821980625/8388608 527590685625/4194304 112325975625/524288
167876881875/2097152 1318521710625/8388608 -236186975625/8388608 -107779636875/2097152
-1615403739375/8388608 -534564556875/8388608 458230655625/8388608 -273788015625/2097152
-967400536875/4194304 338050483125/8388608 -600583805625/4194304 -227153923125/8388608
251472868125/4194304 1616319016875/8388608 -977312199375/8388608 1273407133125/8388608
1106563865625/8388608 -11199721875/2097152 -116417806875/8388608 78734004375/8388608
1989584821875/8388608 -797614081875/8388608 -1627370956875/8388608 -270139764375/8388608
-334878373125/2097152 -753091768125/8388608 -141237714375/2097152 -1392928618125/8388608
16089151875/131072 -41033289375/4194304 344405214375/2097152 -429367006875/4194304
738611844375/4194304 5879191875/2097152 -301840869375/2097152 -482389430625/4194304
309370190625/4194304 86730061875/4194304 -902949373125/8388608 -539154706875/4194304
319818834375/4194304 -140085388125/4194304 -129466059375/1048576 105085475625/1048576
-185634684375/8388608 46637660625/4194304 -365097669375/2097152 836514860625/4194304
-1758585174375/8388608 939104229375/4194304 662814650625/4194304 29344501875/1048576
1062401956875/8388608 -1017363774375/8388608 27049910625/4194304 -737190084375/8388608
132580198125/8388608 3310663125/262144 1227327973125/8388608 489541869375/8388608
560267525625/4194304 762484051875/4194304 -352440260625/4194304 -985219768125/4194304
767278794375/8388608 -280823701875/4194304 1495461680625/8388608 -259660389375/8388608
-660208685625/8388608 -1534023778125/8388608 961015940625/8388608 472304900625/8388608
-1032616119375/8388608 2859189375/8388608 -1257708886875/8388608 -43042711875/524288
-1424415913125/8388608 1252267149375/8388608 -85724731875/1048576 -366995915625/4194304
46335241875/8388608 1321792929375/8388608 -293810195625/4194304 -57012579375/1048576
-387745985625/2097152 885187903125/8388608 328083039375/8388608 -450248431875/2097152
42997363125/524288 -170351026875/1048576 192650578125/1048576 150631741875/2097152
122028384375/4194304 613560114375/8388608 -1561793225625/8388608 -1006610668125/8388608
102916884375/2097152 673377853125/8388608 -756850948125/8388608 1306853675625/8388608
-1885988803125/8388608 1599693905625/8388608 183735076875/2097152 2656344375/1048576
-405775366875/4194304 9793130625/65536 -1882691368125/8388608 -36196378125/1048576
-1043411953125/8388608 26884175625/8388608 -1308104274375/8388608 -657675196875/4194304
124264970625/1048576 -402198886875/4194304 1566819755625/8388608 184708014375/2097152
-618853048125/4194304 908469470625/8388608 1625876728125/8388608 -33305803125/524288
65567334375/8388608 1147662489375/8388608 -1289501818125/8388608 847359556875/8388608
-1206478861875/8388608 1193521456875/8388608 440087503125/8388608 1391824276875/8388608
-447070573125/4194304 298401616875/2097152 -648606114375/4194304 -1756110024375/8388608
29478459375/4194304 1028138671875/8388608 42372549375/8388608 -881996934375/8388608
-714227113125/8388608 714804530625/4194304 337862705625/2097152 813641956875/8388608
-373378509375/8388608 316626800625/8388608 640541769375/8388608 -1452204384375/8388608
916566039375/8388608 -423504954375/2097152 -861230278125/8388608 -863840994375/8388608
-278408720625/8388608 541207010625/8388608 -867594204375/8388608 -788351233125/8388608
1511691538125/8388608 -356410610625/4194304 98127729375/1048576 -1845905098125/8388608
-645699106875/4194304 -1604754905625/8388608 189116270625/4194304 486973336875/2097152
886279291875/4194304 -514229345625/4194304 -64372940625/524288 531674551875/4194304
-1820911655625/8388608 1569995364375/8388608 706890091875/8388608 -1659943921875/8388608
1418474263125/8388608 269717090625/8388608 -310217851875/8388608 -121420936875/4194304
-139346585625/2097152 507341386875/8388608 -162351256875/2097152 -97261396875/2097152
794360165625/4194304 -57445396875/262144 -109631221875/8388608 276279185625/8388608
217072633125/2097152 -254484241875/8388608 -1127370478125/8388608 -250933880625/1048576
1556023213125/8388608 1611730850625/8388608 1469671603125/8388608 -737668314375/8388608
91822726875/2097152 765218034375/8388608 292673300625/8388608 1741792884375/8388608
187050598125/1048576 607118645625/8388608 1385560351875/8388608 -74607703125/524288
-1433461730625/8388608 612376078125/4194304 -910858891875/8388608 1771257264375/8388608
1711210959375/8388608 834607033125/4194304 13582160625/1048576 18433978125/524288
29310024375/2097152 -667763221875/8388608 132537511875/4194304 103207633125/524288
-1048848523125/8388608 -132431675625/4194304 -402186718125/2097152 879663073125/4194304
212412009375/1048576 469456415625/4194304 -656834139375/8388608 -1878749105625/8388608
342544546875/4194304 -93782180625/524288 -207959345625/8388608 779897236875/4194304
-761822011875/8388608 1780984171875/8388608 208657910625/4194304 68829969375/4194304
-45007205625/8388608 316515661875/4194304 267467026875/2097152 805666370625/8388608
234688306875/8388608 -203650779375/2097152 111671701875/2097152 -1691903431875/8388608
578930086875/4194304 635245063125/4194304 -547312490625/8388608 1202693236875/8388608
198955456875/4194304 1450961784375/8388608 -1307192480625/8388608 -243189320625/8388608
816760659375/8388608 121325180625/524288 52550878125/262144 -1748088114375/8388608
1628814819375/8388608 248008250625/4194304 584705015625/8388608 44797903125/4194304
264142959375/2097152 -10801141875/4194304 179908333125/8388608 -1433920130625/8388608
-76618505625/8388608 -117922359375/4194304 1551505273125/8388608 -872067961875/8388608
1439478054375/8388608 -466909805625/8388608 -2874751875/2097152 1661701066875/8388608
-459904565625/2097152 -554057319375/4194304 423902746875/4194304 9381129375/262144
126896120625/2097152 754396471875/8388608 -1478173708125/8388608 -1958248276875/8388608
-60568205625/262144 -561870429375/4194304 -985130056875/4194304 966865828125/8388608
747423688125/8388608 940800095625/8388608 -130024145625/4194304 892404875625/4194304
-67640341875/1048576 91209864375/4194304 114830911875/2097152 486843710625/2097152
927090733125/8388608 38365876875/8388608 -3748711875/65536 -1477172851875/8388608
-45387320625/4194304 -181968946875/1048576 -39133873125/8388608 511511480625/4194304
139242748125/1048576 1818268888125/8388608 -502470883125/2097152 -815461235625/4194304
119859729375/2097152 -460370413125/2097152 497446794375/4194304 -482005325625/4194304
1133163984375/8388608 -441353945625/4194304 -1402276456875/8388608 -881239363125/8388608
-1465943311875/8388608 196602586875/2097152 6794413125/131072 -562669906875/4194304
342488135625/8388608 -504885706875/8388608 244228543125/4194304 1600494804375/8388608
-1538258368125/8388608 62239239375/524288 1873054303125/8388608 -593208939375/8388608
874796724375/4194304 1749212274375/8388608 415525111875/8388608 802261321875/4194304
-465930294375/2097152 -123485360625/1048576 -211630951875/8388608 1249089545625/8388608
234437356875/8388608 794479021875/4194304 -1028672176875/8388608 86801994375/524288
-1698466524375/8388608 -651362428125/4194304 -703953643125/4194304 -984086105625/4194304
-301783055625/4194304 50722205625/2097152 -334087996875/4194304 -1066431421875/8388608
-1648486906875/8388608 916527376875/4194304 -219921519375/1048576 1047324084375/8388608
-1470902154375/8388608 66283880625/1048576 -112208735625/1048576 399419281875/4194304
-1618877544375/8388608 -51365398125/2097152 884251460625/8388608 762190535625/4194304
213771943125/2097152 1851449169375/8388608 348794248125/4194304 -1628263696875/8388608
67807333125/8388608 30058471875/8388608 228188585625/1048576 -32097534375/2097152
-124126096875/2097152 -96519838125/8388608 22732475625/4194304 -671822349375/4194304
-694484855625/4194304 1951602391875/8388608 285160239375/4194304 1676255176875/8388608
-988436454375/8388608 -337892878125/2097152 -265853870625/8388608 -788794224375/8388608
56259849375/524288 -1728113758125/8388608 221512014375/8388608 1999989110625/8388608
1828586079375/8388608 749272393125/4194304 -295737403125/8388608 -145288246875/8388608
-1692607516875/8388608 1567187349375/8388608 -319131523125/8388608 268079405625/8388608
-751317991875/8388608 -521029025625/8388608 8884595625/262144 -924792324375/8388608
-446644693125/4194304 -437856504375/2097152 1284391033125/8388608 -193299579375/8388608
30673130625/1048576 80141109375/524288 -894476056875/4194304 359065636875/4194304
-469444036875/4194304 228666961875/4194304 907801576875/8388608 -10732993125/131072
305720225625/2097152 1429305324375/8388608 1917632941875/8388608 -329565961875/4194304
336059338125/4194304 961024940625/8388608 -597877224375/4194304 -1988386434375/8388608
-416906953125/2097152 -774311986875/8388608 -162725641875/8388608 4297621875/8388608
-60077990625/1048576 -340008185625/4194304 192212934375/4194304 345331374375/8388608
58884354375/524288 240088910625/2097152 -541948123125/8388608 1080802460625/8388608
1906056444375/8388608 -1199062209375/8388608 -333742633125/4194304 -171780665625/4194304
-51418194375/2097152 -129495268125/4194304 1884898614375/8388608 162489375/4096
443544793125/2097152 -107895695625/1048576 -655867524375/4194304 1417068564375/8388608
-6286494375/262144 -680593599375/4194304 -1943838661875/8388608 -1324339861875/8388608
-254086786875/8388608 -482418001875/2097152 1540756261875/8388608 180457153125/4194304
-322477573125/8388608 -1022806903125/8388608 450275881875/2097152 -576553625625/8388608
890753626875/4194304 920318023125/8388608 -192652666875/4194304 209405120625/8388608
-695789300625/4194304 -51293784375/1048576 -21506469375/262144 330219628125/8388608
-1864787983125/8388608 905114244375/4194304 59962854375/2097152 -113560280625/8388608
-9616580625/262144 -1382024791875/8388608 -1393090659375/8388608 67768119375/8388608
-1959987643125/8388608 18297298125/524288 619185613125/4194304 -311814736875/2097152
1544346174375/8388608 -566316410625/4194304 737077033125/4194304 -369850025625/8388608
1025184249375/8388608 152068955625/4194304 -684471879375/8388608 -63366429375/2097152
1129448874375/8388608 243214734375/4194304 1872135538125/8388608 -1003557448125/8388608
-986144446875/4194304 -181411419375/1048576 -1732312584375/8388608 674414788125/4194304
62244106875/262144 -123878885625/4194304 -392328781875/2097152 82284920625/8388608
1873955630625/8388608 -1630227076875/8388608 260029655625/4194304 -1505627878125/8388608
-13536718125/8388608 198275019375/4194304 -1487930829375/8388608 395881865625/4194304
-381999965625/8388608 1854185923125/8388608 -480430933125/8388608 -64571146875/2097152
1170750721875/8388608 -1639096875/8192 514394128125/8388608 -416407400625/2097152
-103320628125/8388608 1235279746875/8388608 -752193988125/8388608 -1050915853125/8388608
-432075238125/2097152 274796323125/8388608 -291996365625/8388608 837860596875/8388608
-1094552728125/8388608 -100174576875/524288 -883650519375/4194304 -948461773125/4194304
20742950625/262144 -669456275625/4194304 -1571719310625/8388608 1723454135625/8388608
-251488513125/1048576 873505036875/8388608 60006151875/262144 1352132671875/8388608
-785648191875/8388608 -496211769375/4194304 777665630625/4194304 1083766584375/8388608
955785763125/8388608 66824158125/8388608 40501663125/524288 372096481875/4194304
82069944375/4194304 428109384375/4194304 1656888931875/8388608 -618616419375/4194304
-390616906875/8388608 196169446875/8388608 1413966384375/8388608 -520547818125/8388608
-1021717981875/8388608 -1594827883125/8388608 -548750600625/8388608 54096009375/1048576
-191586241875/2097152 -1739651870625/8388608 -701087908125/4194304 -135054279375/8388608
1596123680625/8388608 -82425661875/8388608 183513875625/8388608 32073991875/262144
418886608125/8388608 1985709189375/8388608 -27656315625/2097152 -182076346875/4194304
132344045625/2097152 854242768125/4194304 -306507766875/4194304 288695548125/8388608
-898466420625/8388608 928693089375/8388608 1144742233125/8388608 -1903846944375/8388608
992193151875/8388608 -469855460625/2097152 -439062613125/4194304 1534274311875/8388608
1807159186875/8388608 702991906875/4194304 -354622010625/8388608 -1708916319375/8388608
-493712053125/2097152 248237008125/1048576 -34693168125/262144 -1990448848125/8388608
62277275625/4194304 504970265625/8388608 -290709095625/4194304 -712277971875/4194304
-1603059406875/8388608 -873079786875/8388608 621423369375/4194304 -763015081875/4194304
19092541875/262144 -146647010625/2097152 -879843804375/8388608 -1664196965625/8388608
254258596875/8388608 72436126875/1048576 -1865414240625/8388608 48790329375/8388608
163314811875/2097152 404571286875/8388608 499537824375/4194304 1219271596875/8388608
-1673108285625/8388608 614946114375/8388608 -1970434209375/8388608 1965082183125/8388608
444819493125/2097152 -1585091615625/8388608 896667249375/8388608 -187330801875/1048576
991121581875/4194304 779178613125/8388608 -262870666875/2097152 249739246875/1048576
-1444343071875/8388608 457080931875/8388608 -463284965625/8388608 737380910625/8388608
82465764375/8388608 478419658125/8388608 251358039375/8388608 24538464375/524288
160664941875/8388608 -195730678125/1048576 42504073125/262144 11461535625/262144
-1441670600625/8388608 -224886016875/4194304 -398312938125/4194304 116687068125/4194304
319793668125/8388608 1185705631875/8388608 -182008576875/4194304 68105368125/1048576
1787282960625/8388608 117176210625/2097152 -320879645625/8388608 1591523945625/8388608
-379543580625/2097152 -244117389375/2097152 -902016830625/8388608 517036696875/4194304
1262645064375/8388608 573442745625/4194304 31973293125/8388608 27693601875/8388608
-63770120625/1048576 -512768379375/8388608 660430374375/8388608 1542674780625/8388608
470903409375/2097152 -717210736875/8388608 154054490625/2097152 -951281664375/8388608
-237643078125/8388608 37260579375/8388608 588124966875/8388608 124124281875/2097152
1483295360625/8388608 1189796915625/8388608 -1802813019375/8388608 691072415625/4194304
-480461469375/2097152 -551944498125/4194304 496090224375/8388608 -764093023125/4194304
-187782733125/4194304 -1189924220625/8388608 380399311875/8388608 15493768125/65536
405959225625/4194304 829432884375/4194304 1276155174375/8388608 -166788785625/1048576
139221106875/1048576 184785605625/4194304 874429528125/4194304 -656923985625/8388608
-849382254375/4194304 -1014105564375/8388608 -1736551794375/8388608 -439170481875/4194304
1282164725625/8388608 -883918299375/4194304 -503947190625/4194304 -1280971306875/8388608
215458501875/2097152 465678841875/4194304 823574724375/8388608 -1272641278125/8388608
646741854375/8388608 1087681426875/8388608 -1175096814375/8388608 348923683125/4194304
1989083356875/8388608 526017635625/8388608 -676060194375/4194304 -340788410625/2097152
1016878790625/8388608 -1533190134375/8388608 -20437651875/1048576 1846241244375/8388608
-927468298125/4194304 -475876018125/4194304 -455023614375/2097152 -199191646875/2097152
-1654961529375/8388608 956779303125/8388608 -463931195625/4194304 1531244319375/8388608
-99765845625/524288 -1614974615625/8388608 -95025110625/4194304 -85057239375/8388608
-89764021875/2097152 -783059900625/8388608 982107691875/8388608 -236328500625/2097152
-1973274804375/8388608 370271195625/4194304 -1339937101875/8388608 601575061875/4194304
1501966096875/8388608 -952799840625/8388608 -1427002453125/8388608 -1090323388125/8388608
-162390361875/8388608 497267960625/4194304 175472259375/1048576 1239895445625/8388608
-1564764324375/8388608 20082819375/4194304 -550933003125/4194304 284659066875/2097152
419001474375/2097152 -759557743125/8388608 -46648108125/8388608 44586969375/8388608
-544896133125/8388608 -1378389804375/8388608 -7505679375/524288 766732108125/4194304
-507068746875/8388608 1782880284375/8388608 320623318125/4194304 -326025875625/4194304
-506238519375/8388608 -998125588125/8388608 295928386875/2097152 202784626875/4194304
1566255916875/8388608 -92768536875/8388608 -243483538125/8388608 -1431964059375/8388608
451951978125/4194304 726994456875/8388608 -158024701875/1048576 183113626875/8388608
-200677771875/1048576 -51172456875/2097152 552355951875/4194304 -862695935625/4194304
-850883885625/4194304 -1476338105625/8388608 1672325345625/8388608 830832631875/4194304
125007121875/524288 -562899425625/8388608 190081929375/1048576 332573450625/4194304
290724144375/2097152 551200978125/8388608 -545666566875/4194304 -1180126048125/8388608
-1115225709375/8388608 -2009259380625/8388608 -1593323893125/8388608 -1546969906875/8388608
-62094065625/2097152 1862086205625/8388608 30876429375/8388608 -1533765519375/8388608
600863938125/4194304 -181478608125/2097152 -273934715625/2097152 3921718125/32768
122298699375/524288 -440829279375/4194304 978984598125/8388608 -581998550625/8388608
1462359185625/8388608 196794335625/2097152 1493300101875/8388608 111128889375/4194304
-1894818875625/8388608 185097073125/8388608 -1354993411875/8388608 -770332430625/4194304
-985024678125/4194304 1884452315625/8388608 852733404375/8388608 871946165625/8388608
804077409375/8388608 -139341819375/1048576 1876340683125/8388608 -1873892615625/8388608
1492684363125/8388608 -863561746875/8388608 -1369425598125/8388608 -182824269375/2097152
-1628055238125/8388608 444858864375/2097152 -776634909375/4194304 -1645860894375/8388608
-933443825625/4194304 -750109940625/4194304 -1450002110625/8388608 -497786563125/8388608
-958434624375/4194304 194822120625/4194304 -1908890686875/8388608 -82817304375/524288
527180625/65536 -189974889375/4194304 1850852844375/8388608 704720581875/4194304
370012659375/8388608 307403998125/8388608 255815319375/2097152 121134935625/2097152
1304726683125/8388608 -214213696875/8388608 -183182300625/8388608 -845109710625/4194304
-69974638125/4194304 101979125625/524288 471587195625/4194304 1898893865625/8388608
-471269004375/2097152 6980154375/4194304 -25287605625/1048576 323554081875/8388608
-113223545625/524288 -783129699375/4194304 168894500625/4194304 -14921645625/131072
1439538661875/8388608 -100826900625/4194304 -486888290625/4194304 -67757611875/1048576
-206344018125/2097152 -772449155625/8388608 -1028704813125/8388608 -8380749375/1048576
-289173511875/8388608 -28210989375/524288 -105437578125/1048576 66780346875/8388608
-199880476875/1048576 -312928505625/8388608 -867945211875/8388608 524698569375/4194304
477219084375/2097152 222298906875/2097152 41473096875/524288 -1083780140625/8388608
-96418648125/2097152 931526874375/8388608 -171947034375/4194304 207501463125/8388608
-83324874375/8388608 -267345144375/8388608 1256019796875/8388608 -1626398386875/8388608
385039981875/4194304 391453663125/8388608 41448474375/8388608 91711104375/8388608
-21578923125/131072 -6127115625/131072 375209731875/4194304 297231676875/4194304
-1470315305625/8388608 -324027958125/2097152 -1773805944375/8388608 -1020894358125/8388608
-270577865625/8388608 -308324443125/2097152 -1882487139375/8388608 -417598779375/2097152
-358475938125/2097152 70307304375/2097152 -379963505625/2097152 1619282405625/8388608
-393295449375/8388608 1155515930625/8388608 943522329375/8388608 441586861875/4194304
-753607745625/4194304 -842767749375/4194304 -1027215140625/8388608 -653382624375/4194304
1941116953125/8388608 -882923705625/4194304 -1729842954375/8388608 -751997806875/4194304
1607467509375/8388608 2011057486875/8388608 -322770226875/2097152 1353731581875/8388608
-1226144709375/8388608 -809351829375/4194304 -215150233125/4194304 -45837343125/524288
-39965075625/262144 57341548125/2097152 243732961875/8388608 644877298125/4194304
-78872596875/524288 -439189880625/4194304 -151076266875/8388608 375612470625/2097152
-47801251875/262144 -687056814375/8388608 -857942728125/8388608 4876625625/524288
-969211201875/4194304 -1142643676875/8388608 -1492286675625/8388608 -267272690625/4194304
-940010649375/4194304 -1639089290625/8388608 -1419195305625/8388608 951584146875/4194304
-494878693125/8388608 280675693125/4194304 398673163125/2097152 1383821983125/8388608
-838773703125/8388608 1012850953125/8388608 -795935075625/4194304 514181945625/4194304
110756443125/2097152 582772558125/8388608 1026160445625/8388608 79350545625/2097152
-474270838125/2097152 134342806875/2097152 -290543341875/4194304 -171603290625/2097152
82151338125/2097152 -1485220981875/8388608 433540854375/8388608 67206868125/4194304
