2800
-999544748125/8388608 2439808415625/16777216 -882299639375/8388608 1194381768125/8388608
-1081274035625/4194304 228128674375/8388608 2537146163125/16777216 -230701874375/4194304
-492289608125/8388608 -71524525625/524288 -1787023573125/16777216 -4533450718125/16777216
-148475333125/8388608 2299949658125/16777216 472205374375/16777216 -2658602944375/16777216
-841310089375/4194304 -3315480030625/16777216 191696929375/2097152 1591223195625/16777216
-4179236919375/16777216 -3935543688125/16777216 3049285684375/16777216 -4318014885625/16777216
569965606875/16777216 -2253014798125/16777216 314908514375/4194304 1812608975625/16777216
-3085786676875/16777216 15185428125/16777216 -1510176005625/8388608 164925709375/1048576
-159987498125/16777216 2962250860625/16777216 134348528125/4194304 268729094375/4194304
-767384611875/16777216 4374633781875/16777216 192984369375/16777216 -4254010674375/16777216
-16506573125/65536 553055461875/8388608 -251582891875/16777216 238313569375/1048576
2751272173125/16777216 276561175625/1048576 507612441875/4194304 4534633420625/16777216
-768839474375/8388608 994905034375/16777216 -149021499375/16777216 -2826586875/262144
2901891199375/16777216 -783790949375/16777216 6392308125/2097152 556112904375/8388608
-3641284066875/16777216 2003321595625/16777216 1124071633125/8388608 243714585625/8388608
-335490098125/2097152 432982283125/4194304 -722099354375/16777216 4273005751875/16777216
-1583228320625/16777216 -657604005625/8388608 -628985669375/4194304 42162203125/8388608
-1244177843125/8388608 -1008465644375/4194304 -1688220541875/8388608 -1349748246875/8388608
-869129909375/4194304 2794412901875/16777216 -38458896875/16777216 -1907692941875/8388608
2045511873125/16777216 -2658828843125/16777216 365918721875/16777216 -539919296875/8388608
4573131250625/16777216 -3476043020625/16777216 -2101004408125/8388608 -4363152084375/16777216
-1760335408125/8388608 2031363683125/8388608 -4006692781875/16777216 -1861845689375/16777216
-2254261183125/16777216 30120855625/2097152 -1750243193125/16777216 1070183681875/8388608
2943452509375/16777216 533558886875/4194304 120236948125/8388608 -981463748125/4194304
-1018481410625/16777216 2111507496875/8388608 1914852200625/16777216 573158910625/16777216
-672649219375/8388608 530736486875/16777216 1946942799375/8388608 -1077330480625/16777216
4422549980625/16777216 -501559778125/2097152 2251519414375/8388608 -1220932435625/16777216
1197692409375/16777216 2205522073125/8388608 -1374843369375/8388608 30115911875/16777216
50107378125/8388608 -2250098213125/8388608 -1114434531875/8388608 1567588631875/8388608
1880187273125/16777216 602222595625/8388608 4079146631875/16777216 -1969953514375/8388608
742336818125/8388608 -4609546519375/16777216 692288253125/8388608 -3821492014375/16777216
-4386898910625/16777216 2113780423125/8388608 4047457553125/16777216 576149240625/4194304
475414795625/8388608 -780947260625/16777216 397581078125/16777216 -523543094375/2097152
-1346746629375/16777216 207690310625/1048576 -4178738668125/16777216 -2035742900625/16777216
-3750736285625/16777216 385727584375/2097152 -2131070160625/8388608 -4486111861875/16777216
443363808125/16777216 -72603619375/524288 302482236875/2097152 1352226036875/16777216
513980893125/4194304 113513728125/1048576 274748849375/4194304 891324275625/16777216
2264539283125/16777216 932584148125/8388608 -4638920015625/16777216 714170856875/16777216
1273941003125/8388608 524625635625/2097152 -2564566738125/16777216 -1266771183125/16777216
420686538125/2097152 1698306395625/8388608 4118527293125/16777216 437958574375/4194304
4181226581875/16777216 -1697595396875/8388608 420641055625/2097152 218065474375/1048576
-1381537005625/16777216 1098046333125/16777216 -4065868078125/16777216 898672630625/16777216
-546368221875/16777216 -2537961829375/16777216 708257589375/4194304 -4446838825625/16777216
674705460625/8388608 1041359790625/16777216 -1286389383125/8388608 1312344184375/8388608
-1069585313125/8388608 1416110976875/8388608 -347341185625/2097152 -4398368848125/16777216
-43955130625/4194304 791779839375/16777216 -504231905625/2097152 -125220431875/1048576
375651915625/8388608 2247664181875/16777216 3504193170625/16777216 -4633354901875/16777216
-249875154375/1048576 3086302568125/16777216 851655065625/8388608 3296529936875/16777216
-19421276875/16777216 -4018493880625/16777216 -1172586200625/16777216 1381689990625/8388608
216291586875/8388608 185074264375/4194304 4303233921875/16777216 -2624333079375/16777216
-3129851291875/16777216 144304129375/8388608 -3520929164375/16777216 -1707419984375/16777216
-4344212613125/16777216 27030556875/131072 -644411053125/4194304 -3124724728125/16777216
-59950681875/4194304 119819721875/16777216 946696970625/16777216 1895250765625/8388608
-244276659375/1048576 1143780395625/8388608 2085794475625/8388608 339069425625/2097152
-1932009340625/16777216 -4072997989375/16777216 -1069057014375/4194304 -77745915625/1048576
1066660091875/16777216 1579585704375/16777216 -2196933921875/8388608 -293592718125/8388608
-3644534105625/16777216 2050891994375/8388608 -556401243125/8388608 -1653320755625/8388608
1769706789375/16777216 938549941875/4194304 4007091834375/16777216 -351149938125/8388608
1292805801875/16777216 -2690968914375/16777216 -699989626875/4194304 -40834233125/1048576
1807780235625/16777216 714974579375/4194304 1051886443125/16777216 268063000625/4194304
-1908614273125/8388608 176245899375/8388608 -4068990165625/16777216 -5039540625/8388608
107440195625/2097152 -189003801875/8388608 3976180875625/16777216 -165595793125/4194304
-404642783125/2097152 4661942744375/16777216 -417364591875/2097152 3578139490625/16777216
77989734375/524288 -1546687865625/16777216 463222764375/2097152 -3477125238125/16777216
1495944436875/8388608 -2567748063125/16777216 1537723875625/8388608 747868183125/16777216
-73306830625/262144 -2755293384375/16777216 2154755806875/16777216 161194814375/1048576
874122939375/16777216 -195794484375/2097152 4475497009375/16777216 -534018515625/2097152
3379248149375/16777216 79622248125/1048576 -348806793125/8388608 -225415736875/8388608
-3769537288125/16777216 -571551736875/8388608 -3350383693125/16777216 -197570043125/1048576
1076065641875/8388608 -474563691875/16777216 -967392934375/16777216 3414626429375/16777216
-4455610184375/16777216 -4465987526875/16777216 -109104953125/1048576 1348947403125/8388608
-572875559375/4194304 -4639266953125/16777216 2073012081875/16777216 799063663125/8388608
-501503340625/2097152 2266175331875/8388608 -259339320625/8388608 805286733125/16777216
-3975822160625/16777216 -1503021034375/16777216 -578389608125/4194304 1690565594375/8388608
-1136529226875/8388608 -749998930625/8388608 -2106319945625/16777216 -2207227308125/8388608
-1100784794375/4194304 1902263593125/16777216 499598334375/16777216 815245283125/8388608
-3532422088125/16777216 3379036259375/16777216 -2508838031875/16777216 1729650330625/16777216
-1048560821875/8388608 -81596046875/524288 2091632300625/16777216 -1646516186875/16777216
3224383010625/16777216 2939604364375/16777216 684330898125/8388608 -2388102486875/16777216
225681098125/16777216 2250921194375/16777216 -1187607071875/8388608 209717615625/2097152
678872254375/4194304 -1402844060625/8388608 -440437169375/2097152 -4691912859375/16777216
-1880434355625/8388608 -1091898338125/16777216 942352866875/4194304 2636603081875/16777216
-61756778125/524288 -1641138253125/16777216 1259403175625/16777216 -1855402250625/16777216
294155159375/8388608 -1134698866875/4194304 309192883125/8388608 161067921875/1048576
-1564210396875/8388608 -1423092916875/16777216 4567638604375/16777216 -881054663125/8388608
-578623381875/8388608 -3838025830625/16777216 -792887746875/16777216 1593163184375/8388608
-3419549730625/16777216 -91825663125/2097152 919843150625/4194304 809430103125/4194304
1246579018125/16777216 36968798125/2097152 -881617550625/8388608 -226773229375/1048576
740956969375/8388608 135190216875/16777216 460121353125/2097152 4495061738125/16777216
-1323464734375/8388608 3638928654375/16777216 -2698227494375/16777216 -286404925625/1048576
-224953098125/16777216 -4352872505625/16777216 3702058819375/16777216 -264949260625/4194304
-944329351875/4194304 -804363616875/8388608 2173709453125/8388608 1059415441875/8388608
-200315723125/8388608 -1518108178125/8388608 -1952379489375/16777216 1943476101875/8388608
457124504375/16777216 -164693038125/4194304 -904203295625/16777216 1196054540625/16777216
1594768949375/16777216 1279499851875/16777216 429991043125/4194304 -403430978125/8388608
-3913643890625/16777216 2139082369375/8388608 -535021615625/4194304 -290735195625/1048576
644541104375/16777216 -1342716178125/8388608 1615843438125/16777216 -3810760191875/16777216
-1327388085625/8388608 -75562746875/524288 1141787163125/8388608 522052006875/4194304
1654839186875/8388608 -2939212854375/16777216 -335512883125/16777216 2834218148125/16777216
1398126445625/16777216 -1745889368125/8388608 483368335625/16777216 -456801463125/2097152
1128278265625/16777216 587569959375/8388608 -107663898125/2097152 -1478839551875/8388608
-1518465108125/16777216 -2834532299375/16777216 427500898125/16777216 2405764213125/16777216
1969467740625/8388608 10526053125/4194304 2032599541875/8388608 1872889388125/16777216
-486600655625/8388608 1005263083125/8388608 1943180623125/8388608 -3936634996875/16777216
-583140796875/2097152 4262030154375/16777216 391815948125/4194304 -2250996531875/8388608
656760479375/8388608 -4631716621875/16777216 140800830625/16777216 19977111875/131072
-1000718018125/16777216 -232540030625/16777216 1382501141875/16777216 -685592035625/16777216
1303168741875/16777216 29016623125/8388608 4401942418125/16777216 1543967446875/8388608
-2879363169375/16777216 -681848689375/16777216 -602067536875/4194304 -3751914578125/16777216
-630640749375/16777216 283127184375/1048576 740937675625/4194304 1371594870625/16777216
-312460675625/8388608 21145403125/4194304 96285039375/8388608 3174830133125/16777216
1532509400625/16777216 -1795960184375/16777216 3779142198125/16777216 1521876916875/16777216
-3880636046875/16777216 -897383493125/16777216 -104345705625/16777216 2996981981875/16777216
-1892160895625/16777216 123456458125/8388608 -160056299375/8388608 675157039375/16777216
1840004586875/16777216 -833490660625/16777216 2373863786875/16777216 1377450948125/8388608
-489695040625/16777216 -2122842631875/8388608 -1375674146875/16777216 3492033768125/16777216
-1192032909375/8388608 -1845372449375/8388608 -2134387933125/8388608 1822287796875/16777216
2102012443125/16777216 1906343613125/16777216 12429484375/2097152 -1438873891875/16777216
-1024166224375/8388608 1491609293125/8388608 138332919375/8388608 1130420808125/8388608
-1239169929375/16777216 1537212595625/16777216 1815501751875/16777216 1541442931875/16777216
355593993125/16777216 229781173125/1048576 -96980655625/1048576 -2621302595625/16777216
1410018798125/16777216 77607438125/4194304 -3578182864375/16777216 1225700625625/16777216
-4207136241875/16777216 -120157690625/4194304 301366988125/2097152 537222940625/4194304
4291253911875/16777216 4217600191875/16777216 2136289168125/8388608 665131516875/16777216
-531191766875/4194304 483931923125/16777216 2064648411875/16777216 -4653623428125/16777216
-2722451606875/16777216 3480797893125/16777216 297335206875/16777216 52925149375/2097152
687497890625/8388608 3334512794375/16777216 -1324130399375/8388608 -1253847293125/16777216
1112183183125/16777216 3944866734375/16777216 -272811371875/16777216 2963589470625/16777216
-1994401443125/8388608 -10304800625/2097152 -1673000100625/16777216 -1311528561875/16777216
2566050309375/16777216 -352539105625/16777216 -1945551680625/16777216 -1994782015625/8388608
-3960049218125/16777216 -974862503125/4194304 -4170844409375/16777216 -3791308731875/16777216
-115076950625/1048576 -2029262939375/16777216 4295370716875/16777216 -486737444375/4194304
1134792439375/8388608 -1953596981875/8388608 2310212620625/16777216 -303808264375/16777216
2677425130625/16777216 867808781875/8388608 -2389127794375/16777216 -4039533080625/16777216
-2418518816875/16777216 4418605401875/16777216 103042515625/2097152 294185688125/16777216
25950439375/4194304 1189342853125/8388608 -4027122133125/16777216 -195904253125/1048576
3724507058125/16777216 -219131171875/2097152 2107264674375/16777216 -1202116759375/8388608
1094637271875/8388608 -532424423125/2097152 2276859405625/8388608 836903239375/16777216
416883429375/16777216 41685389375/16777216 -371240839375/8388608 -1322339291875/16777216
99252890625/4194304 3611643266875/16777216 -964521683125/4194304 4290226793125/16777216
349299663125/8388608 462290469375/2097152 -3413930996875/16777216 -1234966088125/8388608
3288201118125/16777216 -30615326875/4194304 160667189375/2097152 -2639439665625/16777216
78143979375/1048576 -557954726875/4194304 752668336875/4194304 -507136783125/4194304
1989695474375/16777216 -571976698125/16777216 2259398710625/8388608 2057209056875/16777216
693432298125/8388608 1389410798125/16777216 -350318731875/2097152 401540899375/2097152
1811327424375/8388608 -861518363125/8388608 1354363600625/16777216 -421603940625/2097152
-446883985625/4194304 -1160789625625/4194304 328029375625/16777216 -50404501875/8388608
-1924658946875/8388608 37569818125/4194304 718815365625/16777216 3231168801875/16777216
766248100625/16777216 -2228870564375/8388608 -1806134990625/8388608 3712061058125/16777216
-1264361179375/16777216 -2317855369375/8388608 -911961798125/16777216 216311370625/16777216
518810726875/8388608 1532676429375/16777216 -272418540625/1048576 -2186669970625/8388608
-864110008125/16777216 139355173125/8388608 -497366366875/8388608 -39813221875/8388608
3578828990625/16777216 -241751391875/4194304 -1308772644375/8388608 -4655792614375/16777216
-2750337891875/16777216 -187527449375/8388608 3527142556875/16777216 650271050625/16777216
-1093576386875/8388608 3366402808125/16777216 297810848125/8388608 -2274454835625/16777216
1639456450625/8388608 -2019257375625/8388608 1284055670625/8388608 -133738198125/524288
-613180815625/4194304 -2395394238125/16777216 -3046586554375/16777216 1909204801875/16777216
-23863118125/262144 95889915625/4194304 -1327740308125/16777216 1204011151875/16777216
1954284373125/16777216 -3144027455625/16777216 1099810403125/8388608 38020320625/8388608
1345125560625/16777216 -279965975625/4194304 2110143791875/8388608 689497633125/16777216
-999747266875/8388608 1678414898125/16777216 2167044009375/16777216 4366551875/2097152
-2273450099375/8388608 -1055490909375/4194304 -2967210990625/16777216 -48396228125/16777216
4114638110625/16777216 -230293949375/4194304 4535081289375/16777216 -1345262804375/8388608
595202995625/16777216 -2550534223125/16777216 -834590631875/8388608 -47717779375/16777216
-598126843125/16777216 2009196345625/8388608 1934879428125/8388608 -4557298869375/16777216
1906558609375/8388608 1399837035625/16777216 4266324803125/16777216 2551336834375/16777216
35870533125/4194304 1132140436875/16777216 4302152369375/16777216 -72071505625/524288
1213769598125/16777216 947945656875/4194304 -50960608125/262144 126575719375/1048576
-254733189375/1048576 499112114375/4194304 576805298125/4194304 -1645724801875/16777216
-213131209375/16777216 4535832573125/16777216 499247861875/4194304 -1269729260625/8388608
3448745584375/16777216 -1813259013125/8388608 -493986259375/16777216 207688639375/2097152
-90224780625/8388608 662977424375/16777216 4204222071875/16777216 4051841294375/16777216
2204909293125/16777216 1100265210625/8388608 2769221875/16777216 1650571838125/16777216
-3789102025625/16777216 -3417845676875/16777216 1979817371875/8388608 1790341503125/8388608
820404563125/4194304 1481508109375/8388608 1293219423125/16777216 3102356858125/16777216
4486467645625/16777216 2737180166875/16777216 1320423908125/16777216 1142897363125/8388608
946640778125/16777216 -3950499266875/16777216 889276478125/4194304 3959701178125/16777216
-1014336386875/4194304 -4548473155625/16777216 2254542399375/8388608 -1103581110625/8388608
-168950481875/1048576 -2216305048125/8388608 2533470401875/16777216 828406324375/4194304
681825921875/16777216 -1424479371875/16777216 -579042673125/2097152 -2877498080625/16777216
-1298231545625/16777216 -1523563251875/8388608 1022309439375/4194304 -2856481499375/16777216
1078246001875/4194304 -2138926654375/8388608 -4577380005625/16777216 624996999375/8388608
4286454650625/16777216 91035984375/2097152 1123291614375/8388608 1984522999375/8388608
1782502526875/8388608 -923472431875/4194304 -1789433489375/16777216 627085466875/16777216
-1582491474375/8388608 -3153967123125/16777216 510883235625/2097152 -176224951875/16777216
1904462993125/16777216 -413746003125/2097152 -238258435625/16777216 506405694375/8388608
122668791875/524288 -1836574656875/16777216 -3497601261875/16777216 215587299375/2097152
121140709375/4194304 -1600056189375/8388608 450682141875/4194304 -2953256700625/16777216
65746725625/1048576 -2114546800625/16777216 -456358608125/2097152 -2888842228125/16777216
-1363454701875/8388608 -4095781186875/16777216 -17990205625/4194304 3317961871875/16777216
2728635511875/16777216 -131565739375/4194304 2485866569375/16777216 93511630625/2097152
-459090218125/2097152 -28437338125/8388608 -2348271638125/8388608 2875401930625/16777216
452791399375/4194304 -4053906206875/16777216 77237960625/2097152 -395106490625/4194304
7934810625/16777216 -3688460488125/16777216 162106310625/16777216 369270846875/4194304
533982386875/8388608 1924148401875/8388608 -776833876875/16777216 -387027265625/4194304
1286794560625/16777216 1683443125/1048576 -2140257109375/16777216 -895288130625/16777216
-410283125/1048576 -1132428198125/16777216 43980741875/1048576 -2109370151875/8388608
1539417753125/16777216 -667175114375/4194304 -5274688125/8388608 -464349265625/16777216
-2156601680625/8388608 4379129636875/16777216 378702419375/2097152 -83574649375/1048576
-1746747541875/16777216 -213230793125/4194304 84716874375/524288 -2172563290625/8388608
2301235400625/16777216 60801339375/16777216 675125644375/16777216 -456134161875/16777216
-1356391754375/8388608 -996800660625/4194304 -26229266875/131072 -26637594375/8388608
3553311383125/16777216 -2064859094375/16777216 -2793174129375/16777216 -2524101846875/16777216
-81398690625/8388608 1997807940625/16777216 -2095379330625/8388608 -1606299375625/16777216
-454143160625/16777216 659101034375/4194304 -1184705405625/8388608 1110271833125/4194304
312908404375/4194304 1694092920625/8388608 889486276875/16777216 1178777263125/16777216
263746625625/1048576 -4606735021875/16777216 3778789564375/16777216 847872248125/16777216
-933953488125/16777216 703043210625/8388608 -3807977280625/16777216 -54132894375/1048576
187909045625/16777216 -1555961754375/8388608 1467451181875/8388608 156765196875/2097152
-3948193326875/16777216 -903339346875/8388608 3044318886875/16777216 -1105242586875/16777216
2349103649375/16777216 18879564375/8388608 -2251045409375/8388608 -1659947008125/16777216
948286014375/4194304 -1141945284375/4194304 2126587168125/16777216 -2081192089375/8388608
149263830625/16777216 -3346438388125/16777216 1537974370625/16777216 129370495625/8388608
-1739493380625/8388608 -4531469613125/16777216 2521203558125/16777216 -493803681875/8388608
-3908444833125/16777216 -1930788125/65536 -3186772736875/16777216 -213816238125/1048576
3863558759375/16777216 -1954602593125/8388608 1836215329375/16777216 3318167426875/16777216
-261900585625/8388608 1243641940625/8388608 162187160625/1048576 -2952485160625/16777216
-162662548125/16777216 1457288669375/16777216 27630255625/262144 4279632809375/16777216
-18555385625/262144 4359106871875/16777216 3153494386875/16777216 2848486011875/16777216
-146498673125/524288 -400043126875/16777216 380297028125/16777216 -171465433125/8388608
4527582618125/16777216 3326469794375/16777216 -156389961875/1048576 201804920625/8388608
-3629399493125/16777216 1743938170625/16777216 3386902973125/16777216 159057530625/8388608
-453983726875/2097152 -342493116875/8388608 4201978221875/16777216 827517429375/4194304
-1709009798125/8388608 1760693449375/8388608 -1184358056875/16777216 -464599095625/8388608
-3916925963125/16777216 -669413863125/16777216 1101217149375/8388608 -1726619059375/8388608
3988736093125/16777216 -4253053704375/16777216 -488615833125/16777216 -4692703885625/16777216
-841296588125/16777216 64857559375/2097152 -2483670555625/16777216 1123875501875/8388608
-4678110425625/16777216 -604653161875/4194304 -1056268898125/8388608 2370044674375/16777216
42712359375/4194304 -158436184375/1048576 1387092441875/8388608 1120013435625/16777216
-93002958125/524288 -1985773908125/16777216 3118571483125/16777216 389124141875/2097152
-620970949375/4194304 4104178386875/16777216 4330899978125/16777216 1827844685625/16777216
-1973949228125/16777216 526613128125/8388608 -830151188125/8388608 -4491167795625/16777216
-2551004369375/16777216 -935078309375/16777216 4681385454375/16777216 2050250540625/16777216
-4428609224375/16777216 2968253605625/16777216 967722643125/16777216 3883875629375/16777216
-721182476875/8388608 -47612770625/16777216 3332021875/524288 -856163293125/4194304
239598524375/4194304 -546430425625/16777216 -2732700061875/16777216 690861976875/8388608
1629095234375/8388608 -794887480625/4194304 -1508657206875/8388608 2528863238125/16777216
-4668505883125/16777216 680460983125/16777216 -20053621875/8388608 -908015968125/4194304
-1835832114375/16777216 1641423214375/16777216 -327059621875/4194304 4211143125/32768
-343973695625/8388608 729553741875/8388608 582021846875/16777216 -2456421156875/16777216
2937067048125/16777216 853289460625/4194304 -3151604780625/16777216 928712124375/16777216
4022866841875/16777216 -111324215625/1048576 350147634375/16777216 3205762153125/16777216
-4007829196875/16777216 -432939644375/8388608 -1066841593125/4194304 879598400625/8388608
2874257360625/16777216 -929088076875/16777216 -1571410894375/16777216 771333040625/16777216
806436124375/8388608 -504792605625/2097152 151657725625/1048576 659073996875/8388608
-85037666875/2097152 -1344036946875/8388608 -2018504665625/16777216 1357990921875/8388608
1453051140625/8388608 -2124136875/16384 1455698453125/8388608 32118078125/8388608
3403565274375/16777216 1098752790625/16777216 65650711875/16777216 -2901090679375/16777216
3390115448125/16777216 470006823125/16777216 -760905481875/8388608 -74051245625/2097152
290895434375/1048576 172691343125/4194304 1097812078125/4194304 -2846090734375/16777216
-1780506293125/8388608 2655029689375/16777216 -12027561875/4194304 -1110905613125/4194304
-304795693125/2097152 -3840303210625/16777216 1386505649375/8388608 -225974529375/1048576
-4608026311875/16777216 -1407493163125/8388608 4093243625625/16777216 -68388936875/8388608
411033923125/4194304 -3726411058125/16777216 -793708146875/8388608 2126546734375/16777216
2231914575625/16777216 833137300625/8388608 -1281364240625/16777216 -887502240625/4194304
1938276029375/16777216 -949132970625/8388608 -97855638125/16777216 -3781862485625/16777216
-579125806875/2097152 -176328263125/1048576 -756975016875/4194304 1925180105625/16777216
-3526877475625/16777216 3877690630625/16777216 638021024375/4194304 767390701875/8388608
769803601875/8388608 -4174098385625/16777216 -4416730031875/16777216 246315199375/16777216
560243674375/8388608 -519459093125/16777216 -944377625625/4194304 -113081154375/2097152
-1136093109375/8388608 -3859448105625/16777216 -2425467358125/16777216 36488274375/8388608
-254795235625/1048576 1888822210625/16777216 687170439375/16777216 -4045712015625/16777216
2252058746875/8388608 -3335837124375/16777216 1291851133125/8388608 4270205489375/16777216
1961452591875/16777216 162228031875/16777216 -533924006875/8388608 -2189394650625/8388608
-3246996108125/16777216 -383419098125/2097152 -327067584375/2097152 -396010750625/4194304
1481788398125/8388608 -2243545031875/8388608 264959165625/8388608 4480354326875/16777216
2002496461875/8388608 -71327046875/16777216 -11923078125/524288 2247746895625/16777216
129278008125/16777216 -2667785351875/16777216 2898768866875/16777216 263298153125/1048576
-1069334590625/8388608 790784789375/8388608 -1330652168125/8388608 -802365396875/16777216
1142629735625/8388608 -4109223986875/16777216 3112222150625/16777216 -3193008914375/16777216
-949264833125/8388608 -1313523220625/16777216 -1340280134375/8388608 -396461366875/16777216
2151201049375/8388608 -200243553125/1048576 837450578125/8388608 61607135625/524288
841592364375/8388608 120756426875/16777216 -936751134375/8388608 -103818483125/2097152
-3939073683125/16777216 892074631875/4194304 -1008724346875/16777216 254482536875/2097152
3327146956875/16777216 458700090625/4194304 -1481221791875/16777216 -354508354375/4194304
2797091443125/16777216 -198937781875/1048576 95527989375/2097152 996888186875/4194304
-225965595625/4194304 1407433593125/8388608 -78068956875/4194304 4448564115625/16777216
-276752888125/8388608 -2005797294375/8388608 1000760385625/8388608 -4412094474375/16777216
-1132448401875/4194304 91400290625/8388608 663668026875/16777216 291423680625/16777216
-1022052084375/4194304 -1023955016875/16777216 -3399506936875/16777216 -1026085370625/16777216
-876688036875/4194304 -248623449375/8388608 4352268991875/16777216 333815943125/16777216
2197765766875/16777216 2143052638125/8388608 141210435625/524288 2318073629375/8388608
995354460625/4194304 4553099525625/16777216 -2351664608125/16777216 4637538495625/16777216
-3754829264375/16777216 -769121320625/8388608 -4344471455625/16777216 -2011137139375/16777216
3717780093125/16777216 -3335138445625/16777216 -2086567083125/16777216 -4010833841875/16777216
2667732563125/16777216 -893637845625/4194304 4101961486875/16777216 2269804166875/8388608
-206419653125/8388608 1271107280625/8388608 -814347401875/16777216 457410848125/2097152
-1799132654375/16777216 -1032813245625/16777216 71300263125/262144 -1200536001875/16777216
201440658125/2097152 195500554375/1048576 1730736590625/16777216 -598362664375/8388608
1827387856875/8388608 -689705716875/8388608 -3941202024375/16777216 -1252642811875/16777216
956130853125/8388608 -522378863125/2097152 -878312518125/4194304 1170937201875/16777216
-422509014375/4194304 -4018979540625/16777216 324339938125/8388608 -525499585625/16777216
-170277349375/1048576 -3553011398125/16777216 1862282585625/8388608 -2346047291875/16777216
2249462683125/16777216 111608756875/524288 -946012650625/4194304 801129231875/16777216
1129811186875/8388608 -130162729375/524288 -138500779375/2097152 51259149375/16777216
723285119375/4194304 -2166181653125/8388608 2238051178125/16777216 -1016841380625/16777216
381620841875/4194304 -2513808206875/16777216 -150336641875/1048576 4554597893125/16777216
342041328125/16777216 -488685168125/4194304 -645775738125/8388608 -55658474375/16777216
-2039800643125/16777216 -2558438938125/16777216 -2363325566875/16777216 -1005128963125/4194304
255666429375/2097152 110527956875/1048576 -15553733125/262144 1732538801875/16777216
1404615576875/8388608 -1944496964375/16777216 -2015863705625/8388608 1662890971875/8388608
2462807790625/16777216 -1902028769375/8388608 -3676806564375/16777216 522313133125/2097152
-2170886064375/8388608 385959704375/4194304 -3119053713125/16777216 389722431875/8388608
-3475228281875/16777216 1038288978125/4194304 -27598239375/131072 -914992518125/4194304
-1005955978125/16777216 -1780814520625/16777216 -564706436875/2097152 3984366850625/16777216
3163530243125/16777216 265629406875/1048576 4003011210625/16777216 4181845154375/16777216
4056242351875/16777216 -2124261540625/16777216 693240121875/16777216 -2273647201875/16777216
-1656699358125/16777216 -2240519264375/16777216 -685399500625/4194304 987205935625/16777216
186460316875/16777216 3693577663125/16777216 213782996875/2097152 4463638974375/16777216
2964033541875/16777216 -859234543125/4194304 3492461875/16777216 -460300176875/16777216
-1574251975625/16777216 2992124804375/16777216 -571171348125/16777216 418645206875/4194304
3130349245625/16777216 2238039356875/16777216 -877068346875/8388608 -1022317953125/8388608
683585161875/4194304 2151655856875/8388608 -4387316976875/16777216 51034624375/16777216
-1843083466875/16777216 2238634216875/8388608 368326371875/16777216 -1991116544375/16777216
-701764870625/8388608 -1372314251875/8388608 -55274331875/524288 -1112661064375/4194304
-1285943255625/16777216 2615339435625/16777216 167074359375/8388608 2081471153125/16777216
-819161695625/8388608 -992920928125/8388608 -2165486071875/16777216 1130007860625/4194304
1710128424375/8388608 3423511389375/16777216 -431056408125/16777216 -1377390870625/8388608
2559457394375/16777216 -27760271875/1048576 277782955625/1048576 -123784338125/8388608
-1997526855625/16777216 -4071699104375/16777216 -326368494375/4194304 -249965716875/16777216
-4333775770625/16777216 -2245947204375/8388608 -129616055625/8388608 535829170625/4194304
-806536635625/8388608 -2254183255625/8388608 -1195702379375/8388608 573698181875/2097152
1132823103125/16777216 907459415625/16777216 -1365782201875/16777216 190932765625/1048576
-1802210808125/8388608 2308501724375/16777216 -937669744375/16777216 293485294375/1048576
-526149308125/2097152 -2243572191875/8388608 4662051305625/16777216 265734240625/1048576
780713941875/16777216 627738636875/4194304 485170678125/2097152 -370138838125/2097152
-2605285318125/16777216 3020357878125/16777216 4055551626875/16777216 -660341626875/8388608
486299629375/4194304 1667839700625/16777216 -417764003125/2097152 -3018098488125/16777216
-183539164375/1048576 576314930625/4194304 4552688336875/16777216 -101381564375/524288
98962224375/8388608 498075143125/16777216 -933786074375/8388608 3061541875/16384
-380881659375/16777216 1674056514375/8388608 2262171095625/16777216 7379360625/8388608
-3746184439375/16777216 3285490543125/16777216 -2809415380625/16777216 -260277845625/8388608
-2093974841875/8388608 895202783125/8388608 -3998459504375/16777216 131315384375/8388608
4100237211875/16777216 -123430986875/4194304 -1883972050625/16777216 913003170625/8388608
-4358775806875/16777216 239050520625/1048576 1267676528125/16777216 -1183311688125/16777216
1590545674375/16777216 -4169583936875/16777216 -668933715625/4194304 505824598125/2097152
21913609375/262144 -4694425579375/16777216 -350477045625/8388608 163242375625/2097152
-1706717228125/8388608 105200939375/1048576 -16419405625/2097152 247885168125/16777216
1310496394375/16777216 765434446875/8388608 1153010814375/16777216 -2464210625625/16777216
1694901009375/16777216 3073170625/2097152 109800403125/1048576 35580295625/131072
-1713906123125/8388608 -2346367533125/16777216 3847304768125/16777216 1150701558125/16777216
1004114409375/4194304 1109671670625/16777216 -204428608125/2097152 -266921860625/1048576
-756313858125/4194304 1057539800625/16777216 -1344298309375/16777216 -1406680393125/8388608
-61696709375/8388608 290116080625/8388608 3573608486875/16777216 -219819464375/16777216
-2334507109375/8388608 -3618743506875/16777216 791993951875/4194304 -3478199668125/16777216
-1267073626875/16777216 -511764570625/2097152 1447335824375/16777216 2520715386875/16777216
-761139955625/16777216 -4551495519375/16777216 -1142826540625/8388608 -2993249153125/16777216
-3177209800625/16777216 -1757473843125/8388608 455542346875/4194304 308589815625/2097152
654032754375/8388608 -205865988125/8388608 -2820191320625/16777216 -2868875384375/16777216
