3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
512703711875/33554432 7129662990625/33554432 10914580815625/33554432 -10225473426875/33554432
-753149140625/4194304 -9107631159375/33554432 6324453039375/33554432 -4225062604375/33554432
-3275847395625/33554432 539437019375/33554432 1054609864375/33554432 -1373799569375/8388608
2791815894375/8388608 -1723520148125/33554432 2881248835625/16777216 233578523125/1048576
20752293125/2097152 5643858188125/16777216 -1299506488125/8388608 1934184721875/8388608
3814456376875/33554432 3705666704375/16777216 3091355171875/16777216 -7125717736875/33554432
-7011414603125/33554432 473692218125/8388608 1123868608125/16777216 -11234303810625/33554432
140298503125/4194304 -1649249166875/33554432 5659013645625/16777216 5324741328125/33554432
-1330244676875/8388608 2698988223125/33554432 -2624260345625/33554432 133484648125/1048576
-11085451024375/33554432 -6839386184375/33554432 2733117104375/8388608 7927158851875/33554432
4674545834375/16777216 -2672689605625/16777216 5392498844375/16777216 -5432890143125/16777216
2217185230625/16777216 183136803125/4194304 -859865238125/16777216 4748121281875/16777216
-7478611981875/33554432 8847283894375/33554432 -3925506900625/33554432 9017701541875/33554432
724723270625/4194304 -6869002734375/33554432 1916225454375/8388608 -295076533125/16777216
-4102413639375/33554432 1763037136875/16777216 4177108005625/16777216 -160874623125/4194304
-8147746644375/33554432 10801267740625/33554432 -195076540625/4194304 -858771373125/8388608
84147673125/262144 -1190325029375/33554432 -7426364883125/33554432 -3167416295625/33554432
2949117765625/33554432 -19343864375/4194304 -3570315806875/33554432 -5195776714375/16777216
4221561581875/33554432 1310817119375/16777216 -6789431068125/33554432 231267224375/2097152
-6922799425625/33554432 -3183535483125/16777216 -4413178548125/33554432 10470968663125/33554432
2227892701875/8388608 -9489220108125/33554432 -9691072625625/33554432 -5859777249375/33554432
4454154455625/16777216 10749461983125/33554432 -3161602635625/16777216 3546022934375/33554432
5779315208125/33554432 -2012425245625/16777216 -2979566699375/16777216 -4982814611875/33554432
-832388393125/4194304 3152106541875/16777216 -166870119375/8388608 7929481030625/33554432
-1543175350625/16777216 3036052046875/33554432 -4844955789375/33554432 -1478198715625/8388608
-1683389140625/8388608 2916411720625/16777216 1416816220625/16777216 836226270625/33554432
8027731255625/33554432 8480009455625/33554432 -1663482735625/16777216 197717660625/1048576
-5502762374375/16777216 61315759375/16777216 2484549861875/16777216 -5935511441875/33554432
997459689375/33554432 -8170970578125/33554432 5379360118125/16777216 8816947691875/33554432
165927065625/2097152 6540913975625/33554432 3393569038125/16777216 -235423426875/4194304
1328386173125/8388608 -9090712908125/33554432 1930508046875/33554432 1324753251875/16777216
-8571939845625/33554432 2438562460625/8388608 205567155625/33554432 4809241658125/33554432
-10199385311875/33554432 -3236779036875/16777216 -1345550733125/16777216 2542736356875/33554432
714499959375/16777216 9020769170625/33554432 4484703901875/33554432 -3222685335625/16777216
3354206090625/33554432 -2486856995625/8388608 -2780021761875/33554432 -10399370804375/33554432
1590293634375/33554432 -10556225320625/33554432 -104151764375/4194304 -11324494144375/33554432
-968994081875/33554432 -161170890625/4194304 2562576610625/8388608 6422142221875/33554432
-714179254375/8388608 -4359536981875/33554432 145068618125/524288 -925257799375/16777216
5058099749375/33554432 -4520319943125/33554432 683339490625/33554432 4904199068125/33554432
60638861875/33554432 10987338010625/33554432 -239957433125/16777216 5212425196875/33554432
-2565496318125/33554432 -89625306875/1048576 -4923884494375/33554432 4751530376875/33554432
-2990061883125/33554432 6046141725625/33554432 6052750305625/33554432 6188255563125/33554432
-7690135225625/33554432 -7151149694375/33554432 -10216421670625/33554432 -4609008709375/16777216
3275404566875/33554432 9027948653125/33554432 1554272759375/16777216 -1138145590625/8388608
-2787805934375/33554432 -1338168886875/16777216 -543855489375/2097152 -846497755625/4194304
-9888841934375/33554432 342303808125/1048576 -4583528408125/33554432 -5249198066875/16777216
-1347558263125/4194304 -3779333611875/33554432 292339915625/8388608 58313665625/4194304
1911871201875/8388608 3961830439375/16777216 -2379619316875/33554432 -80422229375/8388608
-2365753713125/8388608 -2486213481875/33554432 -2499530091875/16777216 2104007263125/8388608
2412103320625/16777216 -6759489690625/33554432 1061273949375/4194304 -7593420419375/33554432
-2248022125625/16777216 -4257951739375/33554432 -2961635269375/16777216 -3738738100625/16777216
-42030321875/131072 -3587260259375/16777216 7094191683125/33554432 4459616109375/33554432
1825316445625/16777216 127606345625/4194304 5965544725625/33554432 -1350932805625/16777216
325175628125/8388608 -1175929238125/4194304 -2305432485625/33554432 -1011497248125/8388608
727764804375/4194304 -1396458571875/4194304 2727034461875/16777216 1612833615625/33554432
8470754634375/33554432 3018510469375/16777216 3155177081875/16777216 189021841875/4194304
2695891184375/33554432 -10543913134375/33554432 -702117818125/16777216 7826420825625/33554432
125095679375/524288 -1679733375625/8388608 9290652521875/33554432 2470825251875/16777216
-1796381128125/33554432 5717941744375/33554432 -708456905625/2097152 110024031875/2097152
-11009506180625/33554432 865331991875/16777216 9544437340625/33554432 -6161953078125/33554432
1662019630625/33554432 -2722254061875/8388608 7808748433125/33554432 -6587860261875/33554432
98793789375/33554432 -1533479379375/16777216 -4734425401875/33554432 1870780438125/33554432
4865390894375/33554432 -7938500784375/33554432 7564677881875/33554432 1267125100625/4194304
910325148125/4194304 -303353833125/4194304 3835185730625/16777216 3764151230625/16777216
2010741183125/33554432 -522910256875/33554432 -7962621106875/33554432 -3270567046875/16777216
117094863125/2097152 -917022404375/33554432 681101313125/16777216 -5923000228125/33554432
7325180861875/33554432 -463850790625/4194304 -142040811875/524288 -4681198975625/33554432
2014364159375/16777216 -6972868229375/33554432 -5657281961875/33554432 -7596786865625/33554432
2290754558125/16777216 1657351451875/16777216 -3974398348125/16777216 -247947624375/2097152
-164396938125/4194304 -2389977523125/8388608 8612901961875/33554432 -62157599375/33554432
-1547938984375/33554432 -272745184375/1048576 5025328530625/16777216 243614345625/33554432
-371689583125/16777216 -1023334178125/33554432 -1107595634375/16777216 3641745429375/33554432
-5164789688125/33554432 1761870703125/8388608 8754319925625/33554432 1396316579375/8388608
-4892958923125/16777216 638741159375/8388608 359279306875/4194304 631371616875/8388608
2124593540625/16777216 4499386079375/33554432 -8309135209375/33554432 -1910256350625/8388608
2887760813125/33554432 -10085509643125/33554432 2759660628125/8388608 10307731029375/33554432
-5222937826875/33554432 -1315096869375/8388608 3824652466875/16777216 -9800329415625/33554432
-1614376450625/16777216 -5288047678125/16777216 -50596324375/16777216 1890554391875/33554432
2603559573125/16777216 4809621013125/16777216 10681969560625/33554432 -6956983450625/33554432
-4917169579375/16777216 514580044375/33554432 -4615511358125/33554432 -968787871875/8388608
-353698886875/2097152 -4111202979375/16777216 2030247386875/33554432 -9203782181875/33554432
-3166316969375/16777216 -1395544524375/33554432 3714799295625/16777216 -2670473591875/33554432
-1831006706875/8388608 4229777788125/33554432 -1387997735625/4194304 7363772689375/33554432
1213187968125/8388608 5692719205625/33554432 -3070042229375/16777216 -439203361875/16777216
1847290156875/8388608 -1673013318125/33554432 -569592023125/16777216 8886263640625/33554432
-9805733588125/33554432 -8271254258125/33554432 10716445666875/33554432 6070028446875/33554432
-5061086840625/33554432 -549499234375/16777216 -10478361665625/33554432 -2025096811875/8388608
-970136205625/8388608 -120465899375/8388608 -890228258125/33554432 1050192903125/8388608
-748676568125/33554432 1220975944375/33554432 454459268125/16777216 4450806518125/33554432
187891469375/4194304 2681020264375/16777216 5908191953125/33554432 -579797994375/16777216
-3700285354375/33554432 -163456200625/8388608 3182764490625/33554432 -7804323035625/33554432
-4400581611875/33554432 -3587692356875/33554432 -2043360124375/8388608 -1368391168125/4194304
11062688640625/33554432 -74446346875/8388608 3755950643125/16777216 -4415590625/65536
302258501875/33554432 -7909696473125/33554432 -989118426875/8388608 -2575959988125/33554432
-1176853868125/33554432 983836548125/4194304 -800411138125/8388608 2576682360625/33554432
-9327740593125/33554432 7149584376875/33554432 -2085627883125/33554432 -2483448899375/8388608
-3858104301875/33554432 179882238125/2097152 -1883669051875/16777216 4126432811875/33554432
-1862482419375/16777216 -634193425625/2097152 4230615675625/16777216 557452471875/8388608
-309591813125/1048576 1576232998125/16777216 2023812823125/16777216 -1617526210625/16777216
-8791231430625/33554432 2559787781875/33554432 3032476521875/33554432 3362794639375/16777216
-7007235599375/33554432 -4105438853125/16777216 4842063728125/16777216 9164536109375/33554432
1305722963125/16777216 -10909168483125/33554432 1062618118125/16777216 -1315542715625/8388608
-1989405694375/8388608 -1026030271875/16777216 2257670433125/16777216 -10304555599375/33554432
-2381885565625/16777216 -3544277310625/33554432 3252867050625/33554432 2738842640625/8388608
-2060481015625/33554432 -8554915408125/33554432 2202557219375/33554432 4806818159375/33554432
8230364349375/33554432 1321948358125/33554432 -2632817975625/16777216 1759135084375/33554432
9206467331875/33554432 -1427998246875/16777216 9661601021875/33554432 3268745900625/33554432
-6303298451875/33554432 -1692799958125/16777216 -3829911119375/33554432 -146344149375/524288
-4848407511875/16777216 -1453029046875/16777216 -93625683125/2097152 -4543247524375/33554432
2678165518125/16777216 277756890625/16777216 4687040388125/16777216 1038640531875/16777216
6415837920625/33554432 1184464194375/33554432 -1763169375625/16777216 -2071006693125/16777216
1013163375625/33554432 -8661504579375/33554432 -1435441505625/33554432 -5811656518125/33554432
10714188258125/33554432 -1157779506875/8388608 -2392468171875/33554432 -11253677775625/33554432
871096776875/33554432 -10424663298125/33554432 10913612049375/33554432 4981444220625/33554432
-375877426875/8388608 -1253204905625/8388608 -4642807323125/33554432 2494620066875/33554432
3059566510625/16777216 -7667519615625/33554432 10331985396875/33554432 2297068060625/16777216
5815293923125/33554432 -2865191400625/16777216 -963853494375/16777216 -408544520625/16777216
2515904375/16384 -1363311546875/16777216 7352589961875/33554432 -8556842506875/33554432
-4274721113125/33554432 1328586921875/4194304 3052019530625/33554432 -1963591066875/8388608
-3776735863125/16777216 -965164375/4096 2655253258125/8388608 -1537107243125/16777216
-4389776284375/16777216 3385655559375/33554432 4494118523125/33554432 -1952125544375/33554432
912570168125/8388608 1085533586875/4194304 1079797064375/8388608 -682377418125/8388608
-9720670263125/33554432 -191792756875/33554432 800261346875/8388608 428746066875/4194304
5010479816875/16777216 -2964455973125/33554432 1383681733125/8388608 8978228051875/33554432
5051017103125/33554432 268180748125/2097152 -6588012008125/33554432 4366562635625/33554432
-496246245625/16777216 412620291875/2097152 625850994375/2097152 11325801954375/33554432
-913802285625/16777216 634413724375/2097152 -727979386875/4194304 8187052280625/33554432
1400036009375/8388608 -4118076036875/33554432 -10757472786875/33554432 2297045769375/16777216
-251216618125/16777216 -1362492401875/16777216 -8064772236875/33554432 -3608380230625/33554432
10749327513125/33554432 2112714046875/8388608 -4475998945625/33554432 -332152385625/8388608
3533200344375/33554432 6653962190625/33554432 -256956370625/33554432 -1558803960625/8388608
-832394194375/4194304 635517428125/4194304 7333597073125/33554432 4415383469375/33554432
1359029055625/4194304 -2523603834375/8388608 9648002891875/33554432 955390575625/33554432
-3141806751875/16777216 -955662915625/4194304 -1092960568125/8388608 -1321047783125/33554432
-11187347706875/33554432 5221956183125/16777216 -3714890968125/33554432 10237547740625/33554432
-2446861903125/16777216 -7981158119375/33554432 4326243268125/33554432 -257180855625/16777216
-2882394933125/33554432 3393191978125/33554432 -1377147209375/8388608 -4043020824375/33554432
-1883911344375/16777216 -7317230578125/33554432 543934114375/16777216 6172266723125/33554432
1247791871875/16777216 -2590492523125/8388608 3345933061875/33554432 6980304645625/33554432
-48968850625/16777216 -1154061245625/16777216 -8146720354375/33554432 -8739011914375/33554432
-5444638120625/16777216 1623998344375/8388608 -612139431875/4194304 -54686588125/2097152
6402147756875/33554432 -2376678104375/16777216 3564594775625/33554432 -4109380218125/16777216
7667764160625/33554432 2558087293125/16777216 -9164639384375/33554432 9419347983125/33554432
7721479166875/33554432 -1811320961875/33554432 9513613089375/33554432 10467684369375/33554432
-153992045625/524288 1526190034375/33554432 2449042599375/33554432 1304059321875/33554432
-5300161856875/16777216 -436871493125/4194304 1878331923125/16777216 -2489742256875/8388608
5134827166875/33554432 5937296144375/33554432 4422662019375/16777216 -4562546158125/16777216
3299546691875/33554432 -5059683405625/33554432 -194659636875/16777216 370543719375/8388608
3912237189375/16777216 -2056218626875/16777216 -6839147270625/33554432 1776434475625/16777216
5704054635625/33554432 -1734245384375/16777216 -4933622498125/33554432 194107094375/33554432
4518433984375/16777216 3810377035625/16777216 1778083943125/16777216 -1767820766875/16777216
8224788816875/33554432 -3651018525625/33554432 539521743125/2097152 -7874242144375/33554432
-5600429520625/33554432 -1256722588125/16777216 2087135846875/8388608 -7992698165625/33554432
-7022217869375/33554432 5156007721875/16777216 4178883145625/33554432 3554821454375/33554432
-1865679503125/16777216 5608016578125/33554432 -2579235080625/16777216 6402832070625/33554432
2436891318125/8388608 3526618666875/16777216 -1261028921875/8388608 -10503273826875/33554432
-3052861859375/33554432 940337606875/8388608 -2121846276875/16777216 -2497002468125/33554432
-10215104383125/33554432 -3174157518125/16777216 1502768709375/8388608 5325694050625/16777216
-2368922343125/8388608 496689308125/33554432 -3188708646875/33554432 1244881705625/8388608
2405582885625/8388608 7256124248125/33554432 7488346479375/33554432 -935913059375/4194304
-9914369134375/33554432 644992208125/16777216 1385371320625/33554432 4372235726875/16777216
-1244379908125/33554432 8756848866875/33554432 10702318125/32768 510841914375/2097152
-458439329375/33554432 1824388989375/8388608 1189401440625/33554432 -1990245855625/8388608
-667804125625/16777216 3319866005625/16777216 -2108527095625/16777216 10721289434375/33554432
-703188010625/2097152 -4286819333125/33554432 9637336369375/33554432 -1125852019375/16777216
-294892359375/16777216 -5341046283125/33554432 4051049626875/33554432 -723060139375/33554432
-8752641430625/33554432 44971406875/2097152 -320682103125/2097152 291212645625/2097152
-4089848705625/33554432 1086226995625/8388608 827300718125/16777216 7981999375/32768
4623907658125/16777216 -4863089731875/33554432 -7504629334375/33554432 -3118557530625/16777216
155071566875/33554432 -5539124290625/33554432 8003411034375/33554432 -2325033103125/8388608
5002443321875/16777216 -7638414425625/33554432 805850521875/4194304 -4271406793125/33554432
-4307912210625/16777216 -3438011288125/16777216 -1903380318125/8388608 -1905389144375/16777216
2320959095625/16777216 7249382154375/33554432 -8734181428125/33554432 -4148990451875/33554432
8340876376875/33554432 -8751098128125/33554432 16689293125/4194304 4979111289375/33554432
2850032776875/8388608 -9814628838125/33554432 -4834340840625/33554432 -1338244515625/16777216
9761775158125/33554432 10268218524375/33554432 -4762339784375/33554432 1855414711875/16777216
-4443788769375/16777216 -916171554375/4194304 4937441526875/33554432 4498585974375/16777216
-3284741944375/33554432 2082157014375/8388608 227801476875/16777216 1128153266875/33554432
-5462487738125/33554432 -1953661430625/33554432 3515087545625/16777216 -121070525625/524288
4993893596875/33554432 4664654150625/33554432 11038101604375/33554432 -2093843813125/33554432
-258625451875/16777216 -3025998544375/33554432 -405534904375/33554432 -11011292434375/33554432
-266027655625/33554432 -903141266875/16777216 -2874318891875/33554432 -4355350944375/33554432
-1356709001875/16777216 1906960241875/16777216 466649288125/8388608 8201120651875/33554432
-9724501638125/33554432 10070223264375/33554432 -5207666386875/16777216 3218913333125/33554432
9311088030625/33554432 1476144201875/8388608 -5980293840625/33554432 3157536320625/33554432
852708578125/4194304 223988886875/2097152 68398171875/4194304 -4363762629375/33554432
5443294419375/33554432 4943869205625/33554432 -727921225625/8388608 -9181733840625/33554432
-469846966875/16777216 3934497754375/16777216 2927762960625/33554432 4465450148125/16777216
8523917353125/33554432 405673369375/8388608 6444664501875/33554432 964699541875/33554432
8133039051875/33554432 -288025124375/2097152 331400305625/2097152 1111933481875/16777216
8082553386875/33554432 -1892514853125/16777216 -5020528771875/33554432 5492290841875/33554432
1158691833125/33554432 -1029083153125/4194304 1708318110625/33554432 -4015679788125/33554432
-1580949180625/16777216 -6963523648125/33554432 1091253491875/16777216 -9804191603125/33554432
1641685845625/8388608 -1175833209375/4194304 157409449375/2097152 7119657300625/33554432
5574723331875/16777216 5615687020625/16777216 3331732898125/33554432 3770210901875/33554432
-5729559246875/33554432 7159421936875/33554432 -4046474438125/33554432 -1437116685625/8388608
2689255468125/16777216 -3308912119375/33554432 5485277683125/16777216 1306885996875/8388608
10686574626875/33554432 -4821682576875/16777216 -4083727303125/16777216 -529176201875/33554432
8153487969375/33554432 2494658316875/16777216 2343822608125/8388608 2051100160625/33554432
3287988285625/16777216 247754249375/8388608 -9304069644375/33554432 3988360894375/33554432
5230157918125/16777216 -2597218084375/33554432 6029760398125/33554432 -3720638816875/16777216
-3629231049375/33554432 -5227650779375/33554432 -2314211349375/16777216 -4644010158125/33554432
-7347153595625/33554432 -5301403196875/33554432 2798299864375/33554432 -1965947628125/16777216
-8495892300625/33554432 3465761748125/33554432 4759341791875/16777216 -9613815190625/33554432
630679908125/8388608 -1717705404375/8388608 308414690625/8388608 2365234256875/8388608
-8157109160625/33554432 -930262918125/8388608 -3390357100625/16777216 -4849880731875/33554432
-4968568930625/16777216 -10555062839375/33554432 9249307374375/33554432 74642250625/262144
-5517859224375/16777216 8777305455625/33554432 -393587346875/16777216 3250747830625/33554432
-3255507278125/16777216 -2254024018125/33554432 -1989852518125/16777216 3269599810625/16777216
-9480679541875/33554432 5308798940625/33554432 10472551214375/33554432 -1425640984375/8388608
-4582390640625/16777216 -1525207816875/33554432 -4646368929375/33554432 -198918646875/8388608
-2116792495625/16777216 -8220378506875/33554432 185539285625/8388608 2371684524375/8388608
3864137601875/33554432 -4560724183125/16777216 -354426231875/16777216 -1167862206875/4194304
5176514949375/33554432 -71517990625/8388608 -5367185121875/33554432 9955468950625/33554432
-6775817404375/33554432 -2882836508125/33554432 3955295639375/33554432 -158679498125/4194304
5180015568125/33554432 5641883128125/33554432 128612681875/524288 3800912434375/16777216
-4223008855625/16777216 170562370625/1048576 -4341250676875/16777216 2191413188125/16777216
-1446489295625/16777216 -1989641165625/8388608 6679202600625/33554432 -1931779009375/8388608
-1765594043125/8388608 2588315779375/8388608 667555840625/4194304 -3728916478125/16777216
789898423125/16777216 11122337666875/33554432 5984402804375/33554432 -2627704375625/16777216
-2871486883125/33554432 553196649375/33554432 -1039588388125/8388608 1268056573125/16777216
6044579255625/33554432 -4309952826875/16777216 301299191875/1048576 8782218901875/33554432
-11180150055625/33554432 63149039375/33554432 4327962711875/16777216 -5237822559375/33554432
11173409300625/33554432 -2774541748125/33554432 -4511706064375/16777216 2197805549375/33554432
1240414934375/33554432 -8013521635625/33554432 -10771270305625/33554432 -4781991295625/16777216
767121036875/8388608 1837970161875/8388608 -723615571875/4194304 3355259006875/16777216
-5062963024375/33554432 -11170470574375/33554432 -8969820191875/33554432 6223346431875/33554432
2297875369375/16777216 5168757509375/16777216 6591803263125/33554432 2197226763125/8388608
-3312021355625/16777216 -6113257045625/33554432 -11361470993125/33554432 -5118110174375/16777216
-5476904715625/33554432 -4820288428125/16777216 -2296163724375/33554432 5667791553125/16777216
98525061875/2097152 2550344005625/16777216 -3126044224375/33554432 -3910538166875/33554432
-3666026678125/16777216 -3096456701875/33554432 -4292366943125/16777216 -1791274710625/16777216
-72271940625/8388608 5502659864375/33554432 1496370058125/16777216 -1419334175625/4194304
-5542413578125/16777216 4314554981875/33554432 -257042688125/16777216 1219557018125/4194304
-7449700103125/33554432 -184896005625/1048576 -4750193125/131072 11124345664375/33554432
10021734950625/33554432 -4410944620625/33554432 4249933689375/33554432 -4911823100625/16777216
815708014375/8388608 -685718088125/4194304 11198055815625/33554432 -10247145048125/33554432
11210156436875/33554432 1411572145625/16777216 1622407101875/8388608 -2043356193125/16777216
1128853050625/33554432 -1465358700625/8388608 5175482943125/33554432 1964161098125/8388608
-240447288125/4194304 46064655625/4194304 2293320814375/33554432 -7184210996875/33554432
-10352446490625/33554432 2236678896875/8388608 11138612680625/33554432 -10342741658125/33554432
2030556085625/33554432 2865520223125/33554432 -1021159495625/4194304 2628483124375/8388608
-633477470625/33554432 2180773440625/16777216 -1778063479375/16777216 267685134375/8388608
-142267655625/33554432 2203248311875/33554432 8026237210625/33554432 2196132196875/33554432
-9929342458125/33554432 -1148783234375/33554432 1564002964375/33554432 2692912465625/8388608
9021900881875/33554432 -24484026875/524288 1116250674375/8388608 313050420625/2097152
9055890873125/33554432 -218713298125/16777216 5025211251875/16777216 383175760625/2097152
343646616875/16777216 -397656679375/2097152 596100718125/33554432 -2815277636875/8388608
-4233606336875/33554432 9874141396875/33554432 -10088876705625/33554432 4093280410625/16777216
-1766451884375/16777216 -2751590961875/16777216 -4748366294375/33554432 11153585834375/33554432
5889244666875/33554432 6579689211875/33554432 -11266498049375/33554432 154999784375/8388608
-338503160625/1048576 2617454459375/8388608 4918112633125/16777216 -9368482538125/33554432
7041259186875/33554432 14367688125/65536 1465446250625/16777216 5003879991875/16777216
7673545499375/33554432 76607833125/262144 -1160092250625/8388608 7659632444375/33554432
-2207335983125/16777216 -3133393048125/16777216 -2611100879375/33554432 -10365514369375/33554432
1971986261875/33554432 -7404169704375/33554432 763093843125/8388608 3952287446875/16777216
-261783308125/33554432 4391047480625/16777216 -1195932904375/8388608 -6755961574375/33554432
7060263826875/33554432 5362770753125/16777216 -1154741734375/16777216 9549834989375/33554432
-9265122325625/33554432 -4823747354375/16777216 -10433503106875/33554432 -5191059511875/16777216
3899549090625/16777216 -5685414411875/33554432 382963430625/2097152 9907650819375/33554432
-1492534518125/33554432 4518228836875/33554432 -274238464375/8388608 -2142977595625/16777216
-7986769946875/33554432 -2195358633125/33554432 2320570518125/16777216 -3116952220625/16777216
-465530305625/4194304 4529772941875/16777216 1054797013125/16777216 -5425693426875/33554432
-10776255980625/33554432 1876041768125/8388608 5332171135625/33554432 -11383419544375/33554432
2472339229375/16777216 55733681875/33554432 4161243244375/33554432 -3783314650625/16777216
3493901635625/33554432 1770299749375/8388608 -30173013125/16777216 4552545398125/16777216
-9626274660625/33554432 -3770431731875/16777216 -10230440210625/33554432 1342621611875/4194304
780529468125/33554432 -4861148119375/16777216 1915750516875/8388608 3698269026875/33554432
-4365299089375/33554432 8402494321875/33554432 1309052476875/33554432 9241264504375/33554432
3593754238125/33554432 1648512811875/16777216 251480861875/2097152 1744061056875/33554432
-2255254626875/16777216 -6007142833125/33554432 -89323514375/33554432 3542076150625/33554432
-766724809375/4194304 -2671300514375/8388608 48150683125/262144 350501760625/33554432
5330902425625/33554432 1558437461875/16777216 -4527465021875/16777216 2216322395625/16777216
3151815693125/16777216 9518948220625/33554432 -1831978299375/8388608 6896207345625/33554432
9150338920625/33554432 6609035908125/33554432 569054695625/33554432 -8407554754375/33554432
-2890069859375/33554432 -1195352991875/8388608 -5427112714375/33554432 -2275036931875/33554432
-4598512250625/16777216 -1465282349375/8388608 -293939041875/1048576 -6473890774375/33554432
4601133289375/16777216 -6890064714375/33554432 -4492218125/16384 2628488840625/16777216
-4406563444375/16777216 169499041875/4194304 -1551755250625/16777216 739484604375/8388608
769936385625/4194304 -4826072316875/33554432 10586781035625/33554432 6004333880625/33554432
8338722880625/33554432 -37048875625/1048576 10544851215625/33554432 -11124514835625/33554432
-4248264438125/33554432 2715978894375/33554432 3307919510625/33554432 4497015578125/33554432
684572160625/4194304 11310079015625/33554432 6793709330625/33554432 -10802438381875/33554432
-1884224611875/8388608 9693962009375/33554432 -11225843781875/33554432 -2844802981875/33554432
-1030089276875/4194304 -1252599216875/8388608 -1757038070625/16777216 5016555000625/33554432
-7208267590625/33554432 -772703496875/4194304 -587468946875/2097152 8803788395625/33554432
-2789279728125/8388608 -624294984375/4194304 2877775098125/33554432 2088339616875/8388608
9665682041875/33554432 2090599150625/16777216 4568998061875/33554432 1900333599375/33554432
-6952737551875/33554432 -1452683925625/8388608 -4496462865625/33554432 875416498125/8388608
4378588138125/33554432 2999972415625/16777216 -5332199716875/33554432 -3186563331875/16777216
-333279953125/33554432 2275688775625/33554432 2443446071875/16777216 -1360490014375/16777216
-1880327553125/33554432 -1403090186875/16777216 4516990429375/16777216 2381328305625/33554432
1450879566875/8388608 -4148701983125/16777216 2712940803125/8388608 1270855410625/8388608
-6026659375/2097152 5503130381875/33554432 5623359758125/33554432 2232308218125/33554432
3802069985625/33554432 2780379420625/16777216 3700247656875/33554432 6340486886875/33554432
10901558581875/33554432 5182852698125/16777216 8297785095625/33554432 10502828426875/33554432
1664063498125/16777216 5356400406875/33554432 -7501591455625/33554432 1848881229375/33554432
-4621894326875/33554432 4576332754375/16777216 -612120264375/2097152 -962858930625/33554432
-6963391260625/33554432 19807135625/8388608 -2617585571875/33554432 9452380088125/33554432
-1826102164375/33554432 3719872456875/33554432 -8441045051875/33554432 6992623058125/33554432
-2717597358125/33554432 4070351915625/16777216 9653291570625/33554432 1188361274375/33554432
3829353349375/16777216 -1480832079375/16777216 -4426654086875/33554432 -3410707503125/33554432
-1958432204375/33554432 -765375030625/16777216 -3674098065625/16777216 22130653125/16777216
288620358125/4194304 -3229046714375/33554432 -539184526875/2097152 63354038125/8388608
-1064692351875/33554432 -197987259375/1048576 1357994818125/16777216 2462860008125/33554432
112419268125/16777216 7326196866875/33554432 -127646741875/1048576 -35687813125/524288
7468756338125/33554432 -8936958703125/33554432 8328311613125/33554432 215200248125/33554432
151206914375/1048576 9935868269375/33554432 1225316065625/16777216 -6594814536875/33554432
-2686457926875/8388608 -10065805814375/33554432 2356523945625/16777216 1821474785625/8388608
-812497118125/8388608 -3513494603125/16777216 -948573724375/4194304 -2570891204375/16777216
-1290765215625/16777216 25208758125/33554432 -8461156413125/33554432 821719639375/4194304
-9427016895625/33554432 4297583988125/16777216 -1714088994375/8388608 -10048681820625/33554432
5390670218125/16777216 7186726911875/33554432 5365080245625/16777216 2732761379375/33554432
6378102574375/33554432 100432036875/33554432 7328664501875/33554432 -1349864079375/8388608
2426688088125/16777216 -3954232884375/16777216 6197089868125/33554432 94778431875/16777216
-271951836875/16777216 3675347969375/16777216 2774375849375/16777216 -463082836875/4194304
4414026210625/16777216 -46886350625/1048576 3527583671875/33554432 -5662500749375/33554432
4304141971875/33554432 10504440111875/33554432 1828546211875/33554432 -7369286681875/33554432
-1054273094375/4194304 -2416321998125/8388608 -3119904759375/16777216 -9637503861875/33554432
-48045601875/8388608 10832415799375/33554432 -423640414375/33554432 -1674876050625/16777216
10747243886875/33554432 1207436570625/4194304 5556861708125/16777216 -2890161064375/16777216
-1075722398125/4194304 10224545269375/33554432 3730368086875/16777216 289327026875/1048576
2088177904375/8388608 -634740464375/4194304 7596045389375/33554432 -7355160319375/33554432
2988600563125/16777216 -484597781875/2097152 1154420498125/8388608 10703140616875/33554432
5650300146875/16777216 -10589970320625/33554432 3813698644375/33554432 -9815702026875/33554432
-5095365789375/33554432 9463763691875/33554432 8503506749375/33554432 -1353478258125/16777216
403548496875/2097152 -244604298125/1048576 2182003539375/8388608 5475461585625/33554432
4719608903125/33554432 520774206875/16777216 -971448031875/8388608 -41912894375/16777216
416409251875/16777216 -713095971875/8388608 -3659528385625/33554432 -31516586875/4194304
483845043125/2097152 -2678729854375/33554432 -985934815625/16777216 -2417702780625/16777216
3699441878125/33554432 -2344435946875/16777216 -10603486531875/33554432 -1592658185625/33554432
-3417221286875/16777216 -270754824375/33554432 7983642648125/33554432 -1531871795625/33554432
5869030349375/33554432 4347984228125/33554432 4326431968125/33554432 -8467722790625/33554432
10213383133125/33554432 6246378499375/33554432 345659863125/1048576 5295638114375/16777216
-1733014903125/8388608 10454499891875/33554432 -10574570721875/33554432 2081923434375/8388608
-5906124413125/33554432 3669668885625/16777216 -2378665595625/16777216 5108384091875/16777216
-1420452180625/33554432 -6798224828125/33554432 -4659664565625/33554432 -1884898151875/33554432
-1323779151875/33554432 -1314546536875/8388608 8918059888125/33554432 -78882178125/1048576
107001793125/4194304 2650968365625/33554432 156753270625/33554432 1108681105625/8388608
