1200
200537885625/2097152 278512408125/8388608 -1285028750625/16777216 138983315625/2097152
492030703125/8388608 -23567945625/1048576 991441940625/8388608 -154586870625/2097152
301998185625/8388608 741472089375/8388608 64719575625/16777216 -1126750809375/16777216
-275560753125/16777216 924144005625/16777216 121684648125/16777216 3213590625/16777216
-1319192079375/16777216 264693943125/16777216 -58597528125/524288 1746059818125/16777216
-157712169375/2097152 104063870625/8388608 1978535135625/16777216 -627147166875/16777216
-175398245625/2097152 -193707823125/16777216 -1547313920625/16777216 -1433002479375/16777216
1517155363125/16777216 -236495945625/4194304 -1181568819375/16777216 -1573542328125/16777216
155318161875/16777216 -1064441008125/16777216 1109915971875/16777216 -263038396875/8388608
316007383125/16777216 -646770793125/16777216 -151930558125/4194304 -1862230760625/16777216
-101353344375/2097152 -1019811856875/16777216 -184314523125/8388608 -559967330625/16777216
263228488125/8388608 1893713409375/16777216 1558939423125/16777216 -1684195678125/16777216
1727630443125/16777216 -1335401004375/16777216 1603401613125/16777216 552648860625/8388608
1830958531875/16777216 -197105949375/16777216 -499703758125/8388608 -488051439375/8388608
140904275625/4194304 208927134375/8388608 207705200625/4194304 -190743046875/16777216
-1059125360625/16777216 -883777921875/8388608 -243870721875/16777216 -157475938125/16777216
-103041898125/16777216 -268153966875/8388608 223289386875/2097152 1327982506875/16777216
-875629438125/16777216 1559684791875/16777216 98040916875/4194304 1343420750625/16777216
1270941721875/16777216 156492474375/8388608 -14627428125/524288 1532545115625/16777216
-1494111110625/16777216 1480113571875/16777216 -65179978125/16777216 -299086978125/8388608
-635040545625/8388608 508612846875/8388608 975520764375/8388608 -389299981875/4194304
1284672511875/16777216 -440554273125/8388608 1480132314375/16777216 163474351875/4194304
27153710625/8388608 640846996875/8388608 -1507574705625/16777216 1976840754375/16777216
-115551193125/16777216 -283982443125/8388608 -1702087081875/16777216 572385856875/8388608
243483155625/8388608 -151378978125/2097152 1782938311875/16777216 -94032301875/16777216
-75220663125/4194304 -379146534375/16777216 -646691128125/16777216 -187816179375/2097152
1259008280625/16777216 1875112715625/16777216 -92381510625/2097152 1027984325625/16777216
403975970625/4194304 369088186875/8388608 411275904375/16777216 98450214375/4194304
756552204375/8388608 -586420970625/8388608 66042849375/8388608 -178684303125/2097152
314955789375/8388608 800632764375/8388608 1681077620625/16777216 483720448125/4194304
1466876251875/16777216 72152263125/1048576 -653226886875/16777216 -1071143465625/16777216
503983475625/8388608 219303736875/8388608 231823254375/16777216 -1776375564375/16777216
1621405224375/16777216 325540299375/4194304 -8679350625/2097152 451829176875/8388608
1568248974375/16777216 212539625625/16777216 -354004884375/8388608 -168370254375/4194304
-1931312994375/16777216 -8441596875/2097152 223589923125/4194304 101176141875/16777216
230797610625/16777216 -474264740625/4194304 1291048974375/16777216 1169742946875/16777216
-49943225625/16777216 366920270625/8388608 183067580625/16777216 -328785039375/8388608
-114393785625/1048576 -1671315249375/16777216 -481036875/16384 185171176875/4194304
6490888125/16777216 -137035411875/2097152 59240979375/1048576 -765939166875/8388608
-430777138125/4194304 91641005625/16777216 98053125/16384 -1613486360625/16777216
-961555213125/16777216 1975487454375/16777216 -1891466923125/16777216 994956823125/8388608
428206801875/8388608 -337498824375/4194304 -30154486875/4194304 -77324713125/1048576
-1667459503125/16777216 509628166875/8388608 -139452796875/4194304 337348948125/16777216
39928978125/2097152 947589375/65536 1381377035625/16777216 1905985340625/16777216
223748503125/4194304 -107442579375/2097152 46439203125/16777216 28754143125/2097152
1083568153125/16777216 -1539248638125/16777216 1859551813125/16777216 -54797053125/8388608
391099355625/8388608 -76169893125/8388608 -76950489375/1048576 1259181699375/16777216
-301998189375/8388608 33404405625/16777216 -14018878125/16777216 162661468125/2097152
1465066224375/16777216 1927623118125/16777216 -634220649375/16777216 284461813125/8388608
-942251589375/8388608 -1772849409375/16777216 1572782263125/16777216 -620820028125/8388608
250194680625/4194304 494772478125/8388608 979072546875/16777216 -152583016875/2097152
-131207701875/8388608 -466794729375/16777216 98774758125/4194304 -153822496875/8388608
-120277531875/2097152 -20797059375/1048576 939619246875/8388608 -359996818125/4194304
-751034068125/8388608 211999663125/4194304 976205885625/8388608 158334155625/16777216
-279637108125/8388608 917260989375/16777216 -55307349375/8388608 -189887364375/8388608
916954783125/8388608 -4430124375/4194304 -400855595625/8388608 -146529609375/16777216
30643903125/262144 -21028895625/2097152 -381000380625/4194304 -852809679375/8388608
257122756875/4194304 748374826875/8388608 -690913606875/16777216 -1112107475625/16777216
-429138789375/16777216 -148512215625/2097152 1478828278125/16777216 276029574375/16777216
217465546875/8388608 1826882949375/16777216 54088220625/8388608 335914486875/16777216
-1751345904375/16777216 1262318638125/16777216 -1181877140625/16777216 714256378125/16777216
112592619375/1048576 1185100554375/16777216 960518701875/8388608 -2010839098125/16777216
276647143125/4194304 689629134375/8388608 -209316249375/4194304 812276866875/8388608
-512964598125/16777216 960264815625/16777216 501358929375/16777216 996356716875/16777216
433265484375/4194304 166187664375/4194304 12241906875/262144 439716841875/16777216
619638646875/8388608 518378551875/16777216 -267392645625/4194304 20386329375/262144
608289868125/8388608 -234647203125/16777216 461882150625/8388608 1106338741875/16777216
9200533125/4194304 282873414375/4194304 999778606875/8388608 -1065448610625/16777216
-1332821510625/16777216 1085295905625/16777216 83912221875/1048576 -1170819091875/16777216
1173980026875/16777216 -461286050625/4194304 1952108896875/16777216 -27287570625/8388608
-1858436731875/16777216 -1916576600625/16777216 1974912230625/16777216 -1134351624375/16777216
1657459509375/16777216 11975476875/524288 -208878264375/8388608 -401624263125/16777216
-1213011099375/16777216 -703655499375/16777216 -539572250625/16777216 -293674513125/8388608
1095481299375/16777216 -179198049375/2097152 -746885229375/16777216 -1778643736875/16777216
-49093719375/16777216 -759672103125/16777216 -1880621671875/16777216 128739913125/4194304
1537104466875/16777216 83744844375/4194304 102857548125/8388608 6938435625/262144
-1305048511875/16777216 1697261983125/16777216 877220416875/8388608 -416474694375/8388608
-1252509328125/16777216 -50928155625/1048576 -189225316875/16777216 97635361875/16777216
74680516875/8388608 505672419375/16777216 1763263306875/16777216 -1938077705625/16777216
-150030785625/16777216 -38660690625/4194304 779101363125/8388608 -34654573125/2097152
645472918125/8388608 10305826875/262144 76297355625/4194304 -1616143085625/16777216
-26277399375/4194304 -413765214375/16777216 201293008125/4194304 100141719375/2097152
-726483009375/16777216 -244204051875/2097152 -534408898125/8388608 4739004375/524288
483760786875/8388608 15019606875/2097152 -1092306579375/16777216 -419886260625/4194304
84658520625/2097152 582768943125/8388608 234528928125/16777216 838775491875/16777216
1389477204375/16777216 -907703315625/8388608 -415767725625/8388608 1070986524375/16777216
-962996446875/16777216 -1008119124375/16777216 932592395625/8388608 -699657710625/8388608
-1769548576875/16777216 1815330898125/16777216 -814243790625/16777216 -14797880625/8388608
-1805286508125/16777216 -7141171875/1048576 -1042213370625/16777216 -625557369375/16777216
59313346875/8388608 221991264375/2097152 1932754438125/16777216 357792515625/16777216
-1164778734375/16777216 1785000688125/16777216 -47447795625/8388608 -1290438208125/16777216
-1881979160625/16777216 -1813601338125/16777216 -195545671875/16777216 659901534375/8388608
11395884375/8388608 276250644375/4194304 245673271875/4194304 1472181009375/16777216
111695038125/4194304 308740359375/4194304 -150028216875/2097152 -244354430625/4194304
-651963793125/16777216 -11005183125/131072 170071918125/2097152 1956154576875/16777216
264631554375/16777216 -1682335730625/16777216 -245054889375/4194304 -599220729375/8388608
690578593125/8388608 361189730625/16777216 295067893125/8388608 296669319375/4194304
-1598096420625/16777216 952226510625/8388608 -330358505625/4194304 -751991083125/8388608
-151242286875/16777216 -393777144375/4194304 -733862285625/8388608 -883292435625/16777216
-184288288125/2097152 -1203198838125/16777216 -123557859375/1048576 -909166970625/16777216
-27428491875/8388608 288320056875/16777216 36246894375/524288 91899414375/1048576
208048374375/8388608 124203110625/2097152 -17500813125/16777216 354854675625/4194304
-757158459375/16777216 -1860055918125/16777216 -163837891875/8388608 -255082640625/8388608
-1779559835625/16777216 328131440625/8388608 -926586144375/8388608 624375916875/16777216
-663186080625/16777216 -760573059375/16777216 984086300625/8388608 -545348735625/16777216
-815734816875/8388608 -1716443428125/16777216 -13533189375/262144 345614285625/16777216
1706767231875/16777216 566640586875/8388608 298692238125/8388608 -421270846875/4194304
1774150798125/16777216 1644713266875/16777216 -262990066875/16777216 -169779403125/8388608
-798112993125/8388608 1910464865625/16777216 -19691713125/2097152 349499491875/4194304
-1146979366875/16777216 -1204896976875/16777216 818702233125/16777216 140239153125/16777216
546778835625/16777216 -147547239375/4194304 -74492413125/2097152 -1620105931875/16777216
287113171875/16777216 -570289573125/8388608 -36435755625/8388608 -54704446875/4194304
-927568344375/16777216 -207117200625/2097152 -1314405466875/16777216 -68157339375/2097152
815823395625/16777216 876137315625/16777216 -1781758125/262144 48643183125/16777216
-105787914375/8388608 562959695625/8388608 902623479375/8388608 -1896054969375/16777216
990788735625/16777216 -96910783125/4194304 359327829375/16777216 2000878059375/16777216
-1465085345625/16777216 621688505625/8388608 1310504630625/16777216 433022105625/8388608
713356858125/8388608 229200091875/16777216 697181904375/8388608 1219692905625/16777216
229690224375/16777216 1089585744375/16777216 -406839500625/8388608 -5014036875/2097152
357901828125/16777216 463995901875/8388608 -4247038125/262144 -67855681875/2097152
177742228125/8388608 298292930625/16777216 805626444375/16777216 38164539375/524288
1125185191875/16777216 9753039375/2097152 685026583125/8388608 863084345625/16777216
-1262010421875/16777216 -259800875625/16777216 -446693484375/8388608 -124393936875/1048576
-1050675913125/16777216 -1937611123125/16777216 86506348125/8388608 -91759520625/2097152
67526754375/4194304 -505500740625/8388608 1549673878125/16777216 -19136769375/16777216
-403253049375/4194304 1506017754375/16777216 625713054375/8388608 -57919550625/4194304
