2000
1254752384375/16777216 183893121875/8388608 -1242933203125/16777216 604931153125/16777216
2431647815625/16777216 -451790503125/4194304 -1592117703125/16777216 270204071875/2097152
-388036871875/2097152 -80364165625/1048576 993503628125/16777216 -2063472009375/16777216
2692501728125/16777216 -1653483603125/16777216 3145336834375/16777216 3161470784375/16777216
-1837646490625/16777216 402971521875/4194304 -370682334375/2097152 3046341296875/16777216
-98663771875/16777216 -1145838153125/8388608 -71327734375/4194304 172474696875/4194304
-225119021875/16777216 -304704184375/4194304 -2958375978125/16777216 1494024871875/8388608
2496812753125/16777216 583759896875/16777216 781183603125/4194304 101149609375/4194304
166981196875/8388608 3328119021875/16777216 -1333331853125/8388608 1191694815625/16777216
-631210028125/8388608 594723465625/4194304 -2031743471875/16777216 69577865625/524288
99827196875/2097152 -2546382546875/16777216 383147228125/2097152 -2730735446875/16777216
-302502365625/16777216 946289453125/16777216 -1280407015625/16777216 -173406484375/16777216
-641244496875/4194304 -71150696875/2097152 65141228125/524288 -1056205078125/8388608
-832683621875/8388608 2467439153125/16777216 -341043809375/8388608 -342615915625/8388608
152941240625/1048576 818425815625/4194304 1919359528125/16777216 3214878303125/16777216
-129334065625/2097152 2152272290625/16777216 -2472981390625/16777216 -306228359375/8388608
-75460059375/524288 -2948723021875/16777216 1171732696875/16777216 -1057974653125/16777216
-830516321875/16777216 -2539192771875/16777216 229541503125/4194304 -561853478125/16777216
1345066040625/8388608 2004540203125/16777216 -1788267815625/16777216 -1623411071875/8388608
-1600197871875/16777216 100749128125/8388608 -2063422321875/16777216 1144219503125/16777216
1941590315625/16777216 3263378346875/16777216 -727712534375/16777216 -1206203125/32768
405329603125/16777216 2260702915625/16777216 688225334375/16777216 -2316832803125/16777216
-1250152303125/16777216 -553783196875/16777216 -293507934375/16777216 -1205534678125/8388608
177467784375/4194304 -202154571875/4194304 108748340625/16777216 -1549943878125/16777216
-3040198071875/16777216 1806231609375/16777216 546873096875/4194304 2957926309375/16777216
1035329346875/8388608 1050604384375/16777216 114163053125/4194304 2483017640625/16777216
-1739678284375/16777216 -1095333534375/16777216 -337769534375/2097152 83380309375/16777216
551789771875/16777216 2254991803125/16777216 592697371875/16777216 891270603125/8388608
1011164421875/16777216 -1129534246875/8388608 -1514221378125/8388608 -587418496875/4194304
-758487678125/4194304 267154415625/2097152 -1279786915625/8388608 -786650840625/8388608
898401665625/8388608 -190937253125/8388608 180487934375/16777216 -213750328125/16777216
1531773421875/16777216 -2787164903125/16777216 -895226328125/16777216 -2288671990625/16777216
-830398959375/16777216 -2509645928125/16777216 496848221875/8388608 1498512590625/8388608
-201044953125/2097152 -342249465625/8388608 -708819721875/16777216 3107934615625/16777216
1827567834375/16777216 1097858115625/16777216 25489903125/2097152 -12870459375/4194304
-806307234375/8388608 -3238781353125/16777216 -881771596875/8388608 845957746875/8388608
-295431878125/4194304 2352414040625/16777216 2714472303125/16777216 440536190625/16777216
957500390625/8388608 -106874103125/1048576 -206052965625/1048576 1369200190625/16777216
-346136434375/4194304 -15284315625/16777216 -2019678915625/16777216 823151634375/4194304
-685404634375/4194304 389186203125/16777216 2649068578125/16777216 -910596846875/16777216
68266353125/16777216 1097479246875/16777216 -57451028125/1048576 -925818996875/16777216
-300132521875/4194304 -1849932590625/16777216 -1833880890625/16777216 644134334375/8388608
-16196803125/16777216 -6460959375/8388608 -1174921403125/8388608 -1142089546875/8388608
912772546875/8388608 1511971821875/8388608 120094859375/16777216 -591011365625/4194304
-1663400140625/16777216 -284378946875/2097152 2785203890625/16777216 -50214471875/4194304
-570003571875/16777216 685130459375/8388608 47305234375/16777216 -196404403125/2097152
-48512190625/524288 -2612329109375/16777216 37072940625/8388608 -153176390625/8388608
157154071875/2097152 -2395348834375/16777216 -2321663984375/16777216 -939509778125/16777216
1360322790625/8388608 -1692734028125/16777216 2096213778125/16777216 257366496875/4194304
2796739640625/16777216 1378048834375/8388608 1487940628125/16777216 1175270978125/16777216
1590842378125/16777216 -387849609375/8388608 -361275759375/16777216 -1433680534375/16777216
158080796875/4194304 1549465146875/8388608 5574853125/2097152 -175565640625/8388608
2209340871875/16777216 -765933140625/8388608 -547169640625/4194304 -2693560990625/16777216
255370509375/2097152 1412114665625/16777216 2461206928125/16777216 1123937615625/8388608
804628896875/4194304 -50755834375/1048576 -171281865625/8388608 596397184375/4194304
150257871875/2097152 -227473990625/4194304 727735846875/4194304 -451608771875/16777216
-527310678125/8388608 1185647684375/16777216 334662571875/8388608 -289811428125/4194304
1142985971875/8388608 738434390625/16777216 -300612153125/16777216 -1428788234375/16777216
-2877231009375/16777216 -2575533421875/16777216 -1222120553125/16777216 992181996875/16777216
835456146875/8388608 963847884375/16777216 -826253328125/4194304 137226178125/4194304
-1663000515625/16777216 -1656308096875/8388608 16545321875/524288 -3071317034375/16777216
6384778125/16777216 -1981635128125/16777216 921117165625/16777216 1339077109375/8388608
2963455415625/16777216 -1384852121875/8388608 85817859375/1048576 -535349934375/8388608
1276713296875/16777216 -3319963671875/16777216 -3041992390625/16777216 -348327984375/8388608
715361890625/16777216 -297618115625/2097152 84497746875/4194304 509720703125/4194304
-667708221875/16777216 3050084528125/16777216 -3273343459375/16777216 2163616196875/16777216
-8260434375/524288 -2468468584375/16777216 137889921875/16777216 298270509375/2097152
271570871875/2097152 -477966165625/16777216 -1930725028125/16777216 2051379584375/16777216
-3096490915625/16777216 2317696840625/16777216 598657784375/4194304 -2277068690625/16777216
2397096121875/16777216 807130753125/4194304 1209032778125/16777216 385538090625/8388608
-2147850565625/16777216 -649578484375/16777216 -424587528125/8388608 -579149471875/8388608
-702388071875/4194304 -2669453846875/16777216 946085796875/16777216 255134403125/2097152
312000078125/4194304 -1086664478125/16777216 -792865625/4194304 -39922796875/4194304
-2530557609375/16777216 184285215625/16777216 701006428125/4194304 1457685734375/8388608
222385853125/16777216 594461259375/16777216 308705196875/4194304 832044521875/4194304
1268139696875/8388608 1617220421875/8388608 -737366684375/8388608 -1048890721875/16777216
946629921875/16777216 825559084375/16777216 1096203284375/16777216 -194524646875/4194304
-3165406053125/16777216 58197653125/524288 172202178125/8388608 324000446875/16777216
-343800959375/8388608 -2887975428125/16777216 -341562009375/4194304 1664669984375/16777216
3313281846875/16777216 -2542628621875/16777216 -2198640496875/16777216 1103569315625/8388608
-68401659375/4194304 -1031097865625/16777216 149109078125/16777216 274374834375/2097152
-559757140625/4194304 2425141484375/16777216 -1835935140625/16777216 -1382216490625/16777216
-700654428125/4194304 628515278125/8388608 -268674115625/4194304 -652522165625/16777216
204558209375/8388608 -154746496875/2097152 55834103125/16777216 806565359375/8388608
1114123259375/8388608 -122056040625/16777216 379268915625/2097152 -2185478528125/16777216
-1245109371875/8388608 -3065305571875/16777216 2985787921875/16777216 489694878125/4194304
-12822884375/262144 893331684375/8388608 345577746875/2097152 -2656486809375/16777216
-1951867703125/16777216 -85408678125/1048576 -469877784375/16777216 -1244821875/262144
-224384809375/8388608 1944035603125/16777216 439310521875/16777216 -1970951290625/16777216
354174709375/16777216 -770196390625/8388608 -1573582178125/8388608 1223746034375/8388608
50514659375/1048576 -132202871875/8388608 734142703125/4194304 205464359375/8388608
-310432421875/8388608 -1260410771875/8388608 660513596875/4194304 -1574983296875/16777216
142241878125/16777216 359702571875/4194304 -3152181159375/16777216 -3220495484375/16777216
71244271875/1048576 -500647084375/16777216 22384996875/262144 -77105446875/16777216
-146706009375/1048576 518053846875/4194304 -344663209375/8388608 518885753125/16777216
1333436278125/8388608 136510265625/4194304 88914015625/16777216 -2244844309375/16777216
-75799796875/8388608 -130308978125/8388608 -3056631628125/16777216 -967549246875/16777216
245082234375/16777216 1555647703125/16777216 -1028088034375/16777216 -727373390625/16777216
-389325740625/8388608 586273471875/16777216 -2582514440625/16777216 102481684375/4194304
1164691265625/16777216 -269706509375/2097152 909541253125/8388608 596651096875/4194304
-610950671875/16777216 2917721328125/16777216 1292682196875/16777216 1340803190625/16777216
3217934528125/16777216 1991077240625/16777216 311158678125/16777216 2446910103125/16777216
-834335665625/16777216 701348778125/16777216 259996771875/16777216 1519287740625/16777216
-2723528671875/16777216 2520435884375/16777216 696019859375/4194304 -194022903125/4194304
5708171875/131072 -14317971875/16777216 -39038865625/524288 -3353034234375/16777216
-374023790625/8388608 306338740625/4194304 1789458428125/16777216 515362303125/8388608
-43103971875/16777216 1471590159375/8388608 182807809375/16777216 1252788678125/16777216
-232100090625/2097152 1360530465625/16777216 1134421690625/8388608 785825146875/4194304
-877018878125/16777216 539224640625/16777216 86161678125/4194304 -2321755446875/16777216
995735415625/16777216 -1089339796875/8388608 696196246875/8388608 1373089546875/16777216
-2808964184375/16777216 -1490128371875/16777216 -1058376346875/8388608 -1000046790625/16777216
-1517439553125/16777216 -2281113296875/16777216 154941984375/1048576 389464365625/16777216
820937728125/8388608 6387078125/1048576 -1600264246875/8388608 1023155103125/8388608
277337871875/8388608 -103688853125/524288 1611876403125/8388608 764719721875/8388608
-402828040625/2097152 -32555478125/1048576 -301123640625/4194304 1016335115625/16777216
78136928125/524288 104078309375/16777216 -1588451503125/16777216 -122340715625/2097152
1312391453125/16777216 -2970776896875/16777216 -582166496875/4194304 138917709375/2097152
-2554287309375/16777216 -2228831140625/16777216 -166586540625/2097152 915284915625/8388608
-1275118665625/16777216 440757790625/8388608 -172323565625/2097152 1325675596875/8388608
1027245196875/16777216 327504109375/2097152 2576018821875/16777216 3041444609375/16777216
1542530715625/8388608 -572920628125/8388608 -1890321509375/16777216 780426821875/8388608
2213886496875/16777216 54188328125/1048576 321684128125/4194304 3147580290625/16777216
78467240625/16777216 -594771290625/8388608 2576670546875/16777216 1034771796875/16777216
-1730860228125/16777216 -176436271875/2097152 676533884375/8388608 -2336935734375/16777216
-1121668509375/16777216 2699117971875/16777216 665657109375/8388608 1026048421875/16777216
-400704109375/8388608 316552728125/8388608 -969883165625/16777216 -812185365625/4194304
-68562746875/2097152 -2678794903125/16777216 11437459375/2097152 -639638646875/8388608
320050228125/2097152 -254810028125/16777216 623332446875/4194304 -223176128125/4194304
-589461309375/4194304 2187407153125/16777216 993764828125/16777216 -609587828125/8388608
775164890625/16777216 -1432873140625/8388608 1083676271875/16777216 695952815625/16777216
-338269134375/2097152 1330001703125/16777216 964986309375/8388608 1190249921875/8388608
466941740625/16777216 236492765625/4194304 2840828615625/16777216 2299582909375/16777216
3097392390625/16777216 -1197776434375/8388608 -1152680153125/8388608 805796728125/8388608
-668320196875/8388608 1578774784375/16777216 493832828125/16777216 -298065015625/16777216
1302835140625/16777216 791205890625/16777216 300579896875/2097152 72013315625/2097152
168365534375/8388608 1885887709375/16777216 226173659375/8388608 -785622184375/4194304
-1317127665625/8388608 -1859428653125/16777216 -2795770271875/16777216 360057834375/8388608
2366687978125/16777216 2839574521875/16777216 79898246875/4194304 1985495071875/16777216
106340434375/4194304 51425440625/4194304 1213127446875/8388608 -3113756453125/16777216
-2840405590625/16777216 71476165625/524288 -715322571875/16777216 -52613803125/16777216
-1438706896875/16777216 174888628125/4194304 -356633090625/4194304 1259223115625/8388608
-28627628125/4194304 -1112421334375/8388608 365888153125/2097152 38699334375/16777216
901402465625/16777216 -724792515625/8388608 14644359375/2097152 -1857002203125/16777216
-230040328125/16777216 2945807109375/16777216 2738280684375/16777216 -3183013028125/16777216
43581021875/262144 -322863653125/8388608 203885103125/8388608 -19868284375/4194304
1595641484375/8388608 857616340625/16777216 1367960103125/8388608 1583527790625/16777216
2619535940625/16777216 -2099123428125/16777216 -581173115625/4194304 -1207096128125/8388608
-786029359375/16777216 1962798584375/16777216 64225315625/8388608 -1050319359375/16777216
-636203946875/4194304 -1948426034375/16777216 433811428125/16777216 -1263666909375/8388608
311854628125/8388608 -2952396875/131072 -93336803125/2097152 -3175347140625/16777216
1042163540625/16777216 90545890625/16777216 1443210246875/8388608 297013053125/4194304
2777732296875/16777216 697777615625/8388608 2118709240625/16777216 3224728928125/16777216
-2586276378125/16777216 -2071881121875/16777216 -649310371875/8388608 1290292721875/8388608
-826780921875/8388608 -144600134375/1048576 -34513746875/262144 874873934375/8388608
-34062471875/8388608 -801959628125/16777216 -1540435996875/8388608 -3114727159375/16777216
-1327990359375/8388608 634659375/2097152 -288361915625/8388608 -1884289821875/16777216
2463237340625/16777216 -678413315625/16777216 -1943323184375/16777216 -430762440625/8388608
768182546875/4194304 1246806540625/8388608 1208040671875/16777216 1705139059375/16777216
-2101632728125/16777216 1003273396875/8388608 -1904289478125/16777216 -728480971875/16777216
-2317993340625/16777216 -1548389240625/8388608 -1128106928125/16777216 -601912896875/4194304
295116265625/16777216 -933627034375/16777216 672818409375/8388608 1680189609375/16777216
-1222339771875/16777216 3108070284375/16777216 136746403125/4194304 1410589078125/16777216
812186671875/4194304 -2100836490625/16777216 -1481200090625/8388608 -1391833421875/16777216
-1093051259375/8388608 725563184375/16777216 2739155746875/16777216 -593042471875/8388608
639246484375/8388608 554705859375/16777216 115369834375/8388608 128107209375/8388608
2071565515625/16777216 -108738021875/16777216 803770259375/4194304 2109351946875/16777216
-3185398834375/16777216 3977646875/16777216 20715028125/262144 -160800846875/2097152
-282529021875/2097152 1543586671875/8388608 -333610878125/4194304 582526640625/4194304
2088074721875/16777216 2563890434375/16777216 1635235171875/8388608 -380167771875/2097152
2340883584375/16777216 -49985953125/1048576 -185034428125/1048576 604867771875/8388608
230666334375/4194304 1022223846875/8388608 -381995484375/2097152 2763022240625/16777216
111082753125/4194304 1080485534375/16777216 -281559309375/2097152 1427492165625/8388608
-1812108540625/16777216 -632381471875/4194304 -19626659375/4194304 1631497915625/8388608
1270847271875/8388608 1673697353125/16777216 -235669528125/2097152 2487418740625/16777216
13478928125/16777216 -1480483453125/8388608 1061166278125/16777216 1942341334375/16777216
-2315432653125/16777216 -840614621875/8388608 524192065625/4194304 -782279159375/8388608
-1766114121875/16777216 -638733890625/8388608 69475840625/4194304 606133603125/4194304
-2785607528125/16777216 2759806803125/16777216 185689709375/4194304 -197036146875/1048576
100357853125/2097152 177779903125/4194304 3279848871875/16777216 2538270446875/16777216
3332877784375/16777216 377467640625/8388608 955307178125/16777216 -756482709375/4194304
321759309375/2097152 456649278125/8388608 1093172065625/8388608 83983265625/1048576
-291627153125/2097152 2768513678125/16777216 -2124552546875/16777216 -1638383921875/8388608
-345624703125/16777216 1872273290625/16777216 1049911796875/16777216 1252077615625/16777216
669261184375/8388608 1518796209375/8388608 -934857265625/16777216 1557015709375/16777216
1561008321875/16777216 -442759040625/16777216 -261940784375/4194304 25779546875/1048576
-193716015625/2097152 -1298136115625/8388608 -785518709375/16777216 382222390625/2097152
-2838030084375/16777216 17096796875/262144 54743584375/16777216 -2872796253125/16777216
2241297765625/16777216 533541340625/8388608 -1462517040625/16777216 1149507309375/16777216
371047596875/4194304 -181914978125/16777216 -135903946875/16777216 -736833865625/16777216
-90696246875/2097152 1159620284375/8388608 -138674115625/1048576 2198552309375/16777216
-1273198371875/8388608 2237688365625/16777216 378349021875/8388608 2259998653125/16777216
-1647753234375/16777216 -81159303125/1048576 -2031876753125/16777216 -365746815625/4194304
-449874628125/16777216 -1788411559375/16777216 2866450646875/16777216 -236074584375/4194304
-938081534375/16777216 862716896875/16777216 803137784375/16777216 -606713365625/4194304
297087515625/16777216 -680407859375/8388608 -2265787490625/16777216 -39744396875/16777216
2240198903125/16777216 588303303125/4194304 534436590625/8388608 -2798549190625/16777216
517664328125/4194304 -757808121875/4194304 1645238403125/16777216 -1522014659375/8388608
1045506534375/16777216 -2743698259375/16777216 879535553125/16777216 -2073036203125/16777216
-2229287940625/16777216 -210841890625/4194304 192953065625/8388608 187830971875/8388608
1477667834375/16777216 1108633140625/8388608 628197634375/16777216 -770285628125/4194304
-1614246153125/8388608 1203013121875/8388608 -714880890625/16777216 2636244615625/16777216
-1373879703125/16777216 252479146875/8388608 1688757921875/16777216 2930009990625/16777216
179685921875/16777216 -581926103125/8388608 2378793409375/16777216 2929502603125/16777216
-53452240625/4194304 -1655714634375/8388608 -18195934375/16777216 2996067296875/16777216
-941139740625/8388608 -428400390625/4194304 532968228125/16777216 501509421875/16777216
-489460646875/8388608 -685635828125/8388608 158242203125/16777216 -5388390625/32768
-141616690625/4194304 504118440625/8388608 -1080235840625/16777216 1671519703125/16777216
-2446264959375/16777216 -303656203125/4194304 418344221875/4194304 2113934615625/16777216
240912709375/16777216 262107746875/2097152 -1923851403125/16777216 -563901884375/16777216
1989785334375/16777216 716653371875/4194304 84789853125/8388608 -1483296984375/16777216
-598191396875/4194304 197531128125/8388608 -975440484375/16777216 -604620540625/4194304
86280621875/16777216 -643240890625/8388608 -1347217165625/16777216 -923708965625/8388608
-831472278125/8388608 -471216328125/16777216 257508515625/2097152 -419228421875/2097152
-189169996875/16777216 55897353125/8388608 -304112503125/2097152 -511184621875/16777216
127913228125/2097152 445981290625/4194304 420338396875/4194304 -189216859375/1048576
687811978125/4194304 -2096219971875/16777216 2212345015625/16777216 2092652796875/16777216
-1263082384375/8388608 1204623528125/16777216 -237164303125/4194304 1404012646875/8388608
-2163340421875/16777216 1083296746875/16777216 89320003125/8388608 2535851271875/16777216
52306240625/8388608 1343157590625/16777216 30645378125/4194304 -72212515625/524288
-124118259375/1048576 244734509375/16777216 3331363959375/16777216 316764209375/16777216
-120443959375/2097152 634098390625/8388608 -873468403125/8388608 -1115291909375/16777216
-254469059375/8388608 2785398878125/16777216 -3144926253125/16777216 -3121613446875/16777216
1979535184375/16777216 -465116678125/4194304 -344813996875/16777216 2966370203125/16777216
-413468403125/2097152 -2772374290625/16777216 -314247384375/2097152 484675615625/8388608
-199185365625/8388608 311506428125/4194304 178796053125/1048576 3228166303125/16777216
522899090625/4194304 -490681178125/8388608 998703415625/16777216 526835628125/16777216
-2382239740625/16777216 -1864051009375/16777216 -1483252059375/8388608 -1495263059375/8388608
1142890159375/16777216 -815252471875/8388608 -373267078125/8388608 89816740625/1048576
-12614478125/65536 605835840625/8388608 1334825215625/16777216 45529890625/2097152
624449096875/16777216 -632423803125/4194304 -1750883340625/16777216 -1621896978125/16777216
382983153125/4194304 859858234375/16777216 1326489490625/16777216 -306644665625/2097152
-789688665625/8388608 1410984903125/8388608 557612284375/16777216 2013682121875/16777216
1227094653125/16777216 -1461729546875/8388608 1717897221875/16777216 -646801684375/16777216
2561890503125/16777216 395953184375/16777216 1659150371875/8388608 186410815625/4194304
2182505721875/16777216 2386533740625/16777216 55888865625/524288 -1499309634375/16777216
-20035115625/8388608 -965673746875/16777216 1913000284375/16777216 2892555090625/16777216
-527429928125/8388608 -2779223928125/16777216 502940009375/8388608 -392751959375/4194304
714731759375/4194304 -2633766840625/16777216 -1706628603125/16777216 -2148444578125/16777216
2014981365625/16777216 1524118003125/8388608 -760629003125/16777216 -309614534375/16777216
407372459375/16777216 -890600271875/16777216 770322346875/4194304 48202590625/8388608
3071726853125/16777216 448638046875/8388608 246729940625/4194304 420235359375/8388608
1650083590625/16777216 729541984375/8388608 -342079865625/8388608 -1911518840625/16777216
1224376709375/16777216 -1697541528125/16777216 2511093378125/16777216 2433334015625/16777216
-2329660428125/16777216 -2259064203125/16777216 875238740625/16777216 -1667258159375/8388608
-166826215625/2097152 729345221875/4194304 897838846875/16777216 -86688115625/4194304
-2921092165625/16777216 861753290625/16777216 -1373578153125/16777216 -1327049746875/16777216
-852394115625/16777216 -119349921875/16777216 2864715503125/16777216 -49529446875/1048576
2045301165625/16777216 376354659375/4194304 90168078125/2097152 48518921875/16777216
-353600203125/8388608 -2160026084375/16777216 856649546875/16777216 1268037090625/16777216
1375859721875/16777216 -119628090625/16777216 -2035273796875/16777216 186020803125/8388608
827406078125/8388608 2981683209375/16777216 438786865625/4194304 -326161828125/16777216
396940071875/4194304 832945153125/4194304 -771488346875/4194304 -1313270640625/8388608
214268696875/4194304 -2362372665625/16777216 2731587334375/16777216 -591498459375/8388608
-1321203515625/16777216 -134110109375/4194304 -73535203125/2097152 608485878125/8388608
-3259732603125/16777216 -1477533284375/8388608 343402796875/16777216 2371632590625/16777216
1711207865625/16777216 -241572746875/4194304 -559896834375/16777216 -674255628125/8388608
785828140625/8388608 -2264012690625/16777216 -570801296875/8388608 3259620821875/16777216
-2193627584375/16777216 -12210371875/131072 -2878582821875/16777216 -3012991534375/16777216
-103986509375/524288 -1719653796875/16777216 118858684375/8388608 -446665871875/8388608
783279171875/8388608 -1341652384375/16777216 -3088742509375/16777216 2736521134375/16777216
-2968449653125/16777216 -84912315625/4194304 289544415625/4194304 748604065625/8388608
-806721321875/8388608 -3327897590625/16777216 -2784186515625/16777216 1057859003125/16777216
142262871875/1048576 5270828125/262144 -2029007765625/16777216 -51398209375/524288
-110977290625/4194304 -1678534209375/16777216 4377071875/65536 571452559375/4194304
-408783846875/4194304 206850734375/1048576 2509866915625/16777216 -428656228125/4194304
-1967998865625/16777216 -209821553125/16777216 741533946875/8388608 -2083490096875/16777216
-2089586696875/16777216 396380790625/16777216 -3264534615625/16777216 -1495780859375/16777216
2178352634375/16777216 488358421875/8388608 1481122521875/8388608 14052278125/262144
-2599248665625/16777216 -235572103125/4194304 -3274836859375/16777216 -392952096875/16777216
-62736034375/8388608 235854021875/8388608 1277315946875/8388608 -607605846875/4194304
-2083820771875/16777216 -991742671875/16777216 487529909375/16777216 672083871875/16777216
-26593884375/1048576 -74011128125/524288 145808859375/4194304 379959259375/2097152
7106153125/65536 -183706503125/16777216 442788540625/4194304 -118310071875/1048576
-2948187403125/16777216 -469072196875/4194304 2249634009375/16777216 670365446875/16777216
778580471875/16777216 1150520909375/8388608 -338022190625/16777216 2232378965625/16777216
157989996875/16777216 666384303125/8388608 141652759375/2097152 -162362196875/8388608
2486476053125/16777216 -1372804621875/16777216 -2669154428125/16777216 89832446875/524288
-45417959375/524288 953855821875/16777216 -291414646875/4194304 765952153125/4194304
-784202915625/8388608 183601046875/4194304 -293672221875/2097152 517188821875/8388608
663048253125/8388608 -454350190625/16777216 -2424375853125/16777216 587966096875/16777216
-818803353125/4194304 -714167078125/8388608 -2371070903125/16777216 -1707960753125/16777216
1326347453125/8388608 640772884375/8388608 -1638071815625/16777216 727421909375/16777216
-271528715625/2097152 -953177946875/8388608 2473108540625/16777216 -117540484375/2097152
-2401721628125/16777216 297311728125/2097152 3170183603125/16777216 850079784375/8388608
-1184778328125/8388608 2406395653125/16777216 84446503125/8388608 -1552193696875/16777216
96242996875/524288 -762009421875/8388608 -1924554615625/16777216 -1092398621875/8388608
62908171875/16777216 -878565878125/8388608 923718334375/8388608 -1184549796875/16777216
-83108865625/1048576 -440418921875/16777216 -2848711746875/16777216 -534991346875/4194304
-2436123328125/16777216 -1387332253125/16777216 -756001471875/16777216 -949520403125/16777216
1576448628125/8388608 288939903125/2097152 -55485778125/2097152 341760115625/4194304
-2387882640625/16777216 -1131597528125/16777216 -557563540625/4194304 -1325046471875/8388608
3104933484375/16777216 544988371875/16777216 -955834084375/16777216 -972962540625/8388608
-1618893190625/16777216 -122620334375/1048576 -317516859375/16777216 889181978125/8388608
-1410513390625/8388608 -681221153125/8388608 -3054066415625/16777216 -1706275584375/16777216
-93787815625/4194304 -2419760109375/16777216 -490046959375/4194304 712575696875/4194304
670453290625/8388608 -1656900253125/8388608 418305584375/16777216 -730296703125/16777216
-1150578940625/8388608 -2942803915625/16777216 -1603950928125/16777216 271403821875/2097152
387797228125/8388608 -899736559375/8388608 -482195378125/4194304 -1424223459375/16777216
1845618778125/16777216 -2515778603125/16777216 -2157690509375/16777216 655052015625/8388608
949780796875/16777216 705661034375/16777216 -133576246875/1048576 -762594203125/8388608
-3170811765625/16777216 3147421546875/16777216 -954925871875/8388608 34039296875/2097152
2971269121875/16777216 640722915625/8388608 1153667465625/16777216 2104254459375/16777216
-707257328125/16777216 1562787646875/8388608 -1064285746875/16777216 818099215625/4194304
-493697703125/4194304 -1887749390625/16777216 1096221146875/16777216 -1570281521875/16777216
3204360984375/16777216 228857746875/8388608 -2263300278125/16777216 -1666106484375/8388608
823746265625/4194304 973557590625/8388608 72662653125/1048576 1951415728125/16777216
688710596875/8388608 -81206078125/8388608 1129055190625/16777216 -333436915625/8388608
1783300596875/16777216 1381000315625/8388608 1689562053125/16777216 -111451634375/8388608
44238809375/262144 -10166365625/524288 -1769452590625/16777216 -50040884375/2097152
-668228215625/8388608 -102368540625/2097152 -1861187353125/16777216 -53491809375/4194304
1308123053125/8388608 98697409375/4194304 -1642508065625/8388608 -3050235265625/16777216
180677503125/1048576 46311603125/524288 1683078603125/16777216 -592895571875/16777216
-989931071875/16777216 -649919946875/4194304 580579234375/16777216 -2364042446875/16777216
-1407767265625/8388608 932217715625/8388608 -1909601721875/16777216 1203904859375/16777216
802560028125/4194304 2828007328125/16777216 2015130090625/16777216 -147695996875/8388608
-618228515625/4194304 -2491860828125/16777216 -717224740625/16777216 -1973538428125/16777216
-907138846875/8388608 824613371875/4194304 246037784375/16777216 -2597485171875/16777216
-1021643265625/16777216 567612096875/4194304 -1619927834375/16777216 -1244672753125/8388608
223579415625/2097152 579510384375/8388608 -502549478125/4194304 -609805471875/16777216
-1182709728125/16777216 1908225303125/16777216 -85028434375/2097152 3260303465625/16777216
-538426159375/16777216 -24036809375/2097152 1494895471875/16777216 -493636478125/4194304
718643253125/16777216 1279051184375/8388608 -1725876846875/16777216 -2759762490625/16777216
-89953878125/524288 758872584375/4194304 599366896875/4194304 -80885596875/524288
87782734375/1048576 -1997564996875/16777216 -571551721875/8388608 3307763534375/16777216
1301060890625/8388608 -2924550634375/16777216 3321864478125/16777216 106593153125/16777216
110577921875/16777216 1130202309375/16777216 1007213359375/16777216 969696803125/8388608
336382096875/2097152 2315760034375/16777216 -2420685890625/16777216 -475732403125/4194304
-395692828125/4194304 -776072221875/8388608 530217471875/16777216 -58443096875/1048576
318269228125/8388608 3280564009375/16777216 -419253203125/8388608 1643989959375/8388608
-73299921875/16777216 -2153701709375/16777216 1778211678125/16777216 1744308290625/16777216
648344984375/16777216 159394790625/16777216 -1444290559375/8388608 -1477040765625/16777216
-312964821875/8388608 -463694828125/8388608 2407689046875/16777216 879746565625/8388608
-2744277078125/16777216 -472553153125/8388608 -1572100146875/16777216 -2063824803125/16777216
3216183284375/16777216 1742062334375/16777216 1636712159375/8388608 -2135276059375/16777216
-2149281321875/16777216 -1493444865625/16777216 -281716046875/2097152 -2725380134375/16777216
-1097925103125/8388608 1398565346875/16777216 3259196265625/16777216 -2951159940625/16777216
-185743428125/16777216 1592056178125/16777216 -16612090625/8388608 1667394434375/8388608
-2161628578125/16777216 -2961889990625/16777216 2827298359375/16777216 277439584375/4194304
-570308103125/16777216 -1318719521875/16777216 -2161256253125/16777216 -97689415625/16777216
14416821875/262144 -1888795165625/16777216 147589240625/2097152 1735868846875/16777216
-1544219159375/8388608 -580379603125/8388608 398222728125/4194304 179738903125/16777216
2174790346875/16777216 -3035455578125/16777216 -583258428125/16777216 51868553125/8388608
206134434375/2097152 -1120558240625/16777216 -562482415625/16777216 207588265625/8388608
2537630453125/16777216 -24451384375/1048576 -1461790678125/8388608 -1367270946875/8388608
1661559834375/8388608 -2920516484375/16777216 -50869809375/8388608 719114521875/4194304
1179931884375/16777216 -574291509375/8388608 629642815625/4194304 -575833396875/4194304
1226504484375/16777216 61682984375/524288 2659789296875/16777216 996625146875/16777216
-1005123846875/16777216 -458776528125/16777216 -539216828125/8388608 788584015625/8388608
-2176450084375/16777216 1785397384375/16777216 -1222715859375/8388608 1949486028125/16777216
180914765625/2097152 2102620965625/16777216 462344146875/16777216 1575489184375/16777216
1584241815625/16777216 868298415625/8388608 -1145504234375/16777216 604306434375/4194304
416476028125/2097152 -279494340625/2097152 563913584375/4194304 -1479920790625/8388608
16063540625/2097152 1931845534375/16777216 -3251554678125/16777216 -425928753125/16777216
