3000
-100317421875/8388608 1808753878125/8388608 -520216921875/4194304 -7481199309375/33554432
-258826059375/8388608 -246713559375/16777216 -1270762584375/33554432 -7662856059375/33554432
-1110244753125/8388608 9174393046875/33554432 1165956234375/16777216 9712900359375/33554432
-1923679021875/16777216 -1823628140625/33554432 8759971875/8388608 -7293126984375/33554432
6844242778125/33554432 -2053104759375/8388608 -1536482634375/33554432 -219002109375/33554432
-2040165684375/16777216 -9422829853125/33554432 1311937265625/33554432 4914046903125/33554432
4059073321875/33554432 -195560784375/1048576 -745582190625/33554432 -3504812953125/16777216
-1603924021875/8388608 -10160915625/131072 8437206496875/33554432 3386235271875/33554432
-1160995021875/8388608 -338222709375/2097152 -322025484375/16777216 103224365625/16777216
5888412609375/33554432 -6088998440625/33554432 -1646144671875/8388608 -3618092259375/16777216
211967934375/4194304 7069118446875/33554432 9943813734375/33554432 393126084375/33554432
4115753878125/33554432 597303871875/16777216 -946895165625/33554432 -458225334375/8388608
-1654885059375/33554432 1838648278125/33554432 -243812203125/2097152 56564615625/262144
-6209644471875/33554432 -5098739503125/33554432 2701392721875/33554432 1344764878125/16777216
-6235161665625/33554432 -5039360690625/33554432 -174705534375/1048576 4168182403125/16777216
-169571371875/4194304 -4612899309375/33554432 6854974096875/33554432 -3278516090625/16777216
35745084375/524288 9168266240625/33554432 -2640196134375/16777216 1040516934375/8388608
-13703446875/524288 -7754578378125/33554432 2900303090625/16777216 -8731142071875/33554432
-779394271875/16777216 51833896875/2097152 -1005243290625/8388608 -401458790625/2097152
4028170640625/33554432 -3372335203125/33554432 -8182556859375/33554432 -1125905334375/33554432
6083669503125/33554432 911372409375/4194304 -913538221875/33554432 -4989565434375/16777216
3905002021875/16777216 -7644139678125/33554432 1870115259375/16777216 1200278615625/16777216
-1084452159375/8388608 -2172932765625/33554432 4435288396875/16777216 1002807178125/16777216
-2187393909375/33554432 1791809859375/16777216 4078833478125/33554432 -4890233878125/33554432
-20601721875/8388608 400215290625/8388608 187699078125/4194304 2012579690625/8388608
-1392182146875/33554432 -1261406184375/8388608 -1680495946875/8388608 -2206246415625/16777216
-1111030959375/4194304 9270778059375/33554432 -3051060740625/16777216 7285062984375/33554432
-4684467684375/16777216 -561390515625/8388608 3879595509375/33554432 -3932320828125/16777216
-594116859375/8388608 -97354678125/2097152 1093647759375/16777216 4821672740625/33554432
-4055332921875/16777216 4695771421875/16777216 -9786155409375/33554432 -89783821875/8388608
-66267496875/33554432 -9547121240625/33554432 1981685259375/33554432 2957163140625/16777216
-7810042340625/33554432 1910467546875/33554432 -4682002996875/16777216 4015543584375/33554432
-5556713240625/33554432 8947136484375/33554432 1610251265625/8388608 124667503125/1048576
301528509375/1048576 901407403125/16777216 9765453028125/33554432 -8282702334375/33554432
1531564265625/8388608 -3051589078125/33554432 -3233807278125/16777216 7179286659375/33554432
6592028915625/33554432 2698887234375/16777216 -3357767746875/16777216 -596553778125/16777216
5590140328125/33554432 -3722181778125/33554432 1562060428125/8388608 -2355740896875/16777216
2450858090625/8388608 -4044808171875/16777216 -7350309346875/33554432 -292959375/2097152
2446944365625/16777216 3800319046875/33554432 -5773541409375/33554432 -365145815625/16777216
-4243124615625/33554432 7065930571875/33554432 -1480045734375/16777216 345859209375/16777216
-2153076590625/8388608 1932402796875/8388608 2972704565625/33554432 3427506103125/16777216
4143268134375/33554432 -1565995884375/33554432 -2589385884375/33554432 -284289140625/4194304
-4667207259375/33554432 -1122598603125/33554432 4210821946875/33554432 -886632065625/4194304
-3790117265625/16777216 -610985015625/2097152 -569456671875/2097152 -860415534375/16777216
-2200484634375/8388608 373492809375/8388608 -7407141628125/33554432 -1427121403125/16777216
1170274078125/16777216 -2421734353125/33554432 1952007309375/16777216 8848125815625/33554432
-6089716284375/33554432 437623228125/4194304 -4103257734375/16777216 -1118225634375/33554432
7949679796875/33554432 -7352170115625/33554432 9821959678125/33554432 7654523521875/33554432
5996288953125/33554432 -17116096875/16777216 1206922209375/16777216 -4094843334375/16777216
-2086885678125/16777216 -8210070384375/33554432 987615121875/4194304 4822064521875/33554432
1192123978125/4194304 -385712728125/16777216 -220906359375/2097152 3795833653125/16777216
-2878189040625/33554432 4922296959375/16777216 -5144875134375/33554432 1206300084375/33554432
-792947146875/8388608 -526361859375/2097152 -2252141484375/33554432 -4098117196875/33554432
-4064821584375/16777216 -129471121875/33554432 -4326973246875/33554432 3924347484375/16777216
-2124032521875/8388608 -5667698296875/33554432 -4193179753125/16777216 -12510234375/524288
-1222290215625/33554432 -2606531953125/16777216 -70641834375/33554432 3645706546875/16777216
-5627911809375/33554432 -1747542759375/8388608 1221515203125/33554432 -8174639390625/33554432
-5083322559375/33554432 -4408342378125/16777216 -1037041509375/4194304 -3918494690625/16777216
1339226390625/33554432 2329692796875/16777216 7419787396875/33554432 1121830959375/33554432
9633921028125/33554432 -7213596028125/33554432 -5853642815625/33554432 1749475903125/33554432
1072225959375/33554432 2410862090625/8388608 -1628690896875/16777216 6949281515625/33554432
9830875921875/33554432 593389846875/4194304 9155606090625/33554432 612811265625/16777216
4906282753125/16777216 2649731278125/33554432 -3411977934375/16777216 18624853125/1048576
-199851196875/33554432 -8585189446875/33554432 1556716453125/8388608 -305584715625/2097152
7099660978125/33554432 -5968223746875/33554432 8115467634375/33554432 6671187253125/33554432
5612337684375/33554432 4314195121875/33554432 398242340625/2097152 -460912415625/16777216
-8597756240625/33554432 1230223790625/33554432 -3755070909375/33554432 -1627791440625/16777216
4169938509375/33554432 -635140734375/4194304 -7200821765625/33554432 -228487246875/2097152
-4686630253125/16777216 -6897410184375/33554432 -7590121096875/33554432 817432359375/33554432
-7959059165625/33554432 -4056916453125/16777216 -1969576959375/8388608 -224709403125/33554432
267571828125/8388608 2736478715625/16777216 3623799159375/16777216 2496474965625/16777216
-204099178125/1048576 781500478125/16777216 -3430313053125/16777216 9864333103125/33554432
-7442345315625/33554432 -3255261403125/16777216 -2284668346875/16777216 5707854928125/33554432
-524188734375/16777216 3137462934375/33554432 408252234375/33554432 -2418955546875/8388608
3476111896875/33554432 -4530745265625/33554432 1674588309375/16777216 -2898458953125/16777216
6798795253125/33554432 654812859375/8388608 2667050484375/33554432 -8436871996875/33554432
1786995253125/8388608 -1093784296875/33554432 1559348521875/16777216 -4876971515625/33554432
-4451987540625/33554432 -8462183034375/33554432 -321293859375/2097152 -924144271875/4194304
4864001878125/16777216 -8565867965625/33554432 9743682515625/33554432 -1624751090625/16777216
-5197744828125/33554432 -6946114265625/33554432 -495761015625/33554432 7024492903125/33554432
-8005702096875/33554432 1017785634375/16777216 -1418208909375/33554432 3243940621875/16777216
127017984375/8388608 -2941993884375/33554432 -260701846875/1048576 3493746646875/33554432
-3063068446875/16777216 578743734375/16777216 -2430574059375/16777216 -5639862778125/33554432
4986324328125/33554432 45828403125/524288 2792051971875/33554432 -3569518603125/33554432
-2172342496875/8388608 584676103125/2097152 -203562496875/4194304 -7625690625/1048576
416493703125/2097152 -7126328878125/33554432 -2331796115625/33554432 -3490333846875/16777216
5611290965625/33554432 7354549903125/33554432 3811443403125/33554432 86462109375/16777216
3247439784375/16777216 -5115623146875/33554432 -3768978778125/33554432 2804713809375/16777216
-24797578125/33554432 4248079246875/16777216 -2114435840625/16777216 6527194565625/33554432
-4972633640625/16777216 5017917703125/33554432 -3919780396875/33554432 1063660884375/8388608
-9014426221875/33554432 -7302445603125/33554432 -2439424228125/16777216 3612785484375/16777216
-5711416471875/33554432 4266095578125/33554432 2451178134375/8388608 1897375021875/33554432
10058311640625/33554432 4385457965625/33554432 2470816584375/33554432 2341032853125/8388608
-733074403125/8388608 964064503125/4194304 -4493324690625/33554432 -2854926609375/16777216
-5684443059375/33554432 9731051409375/33554432 -746584228125/33554432 -4584151715625/16777216
-1502050865625/33554432 1449352528125/16777216 587018653125/33554432 3512868965625/16777216
1027932140625/4194304 7904381484375/33554432 -7559312446875/33554432 67867190625/8388608
-9597089428125/33554432 -2198141578125/8388608 -9603742209375/33554432 533469459375/16777216
517353665625/16777216 188328796875/33554432 379926609375/16777216 689451965625/16777216
-2303073271875/33554432 -855844209375/16777216 1372250971875/33554432 -7227593671875/33554432
-1424564896875/16777216 6771000121875/33554432 14244928125/65536 -2609039090625/16777216
-7941634921875/33554432 4191436284375/16777216 -1953118809375/33554432 -314307046875/16777216
-1557800390625/16777216 2769161840625/16777216 3697413215625/33554432 4575217340625/33554432
4558573265625/33554432 4823119434375/33554432 3092679515625/16777216 -232697390625/33554432
-2883742865625/33554432 1435736371875/33554432 -486007040625/2097152 -1056431428125/16777216
8500145296875/33554432 -3398061534375/33554432 7394180653125/33554432 -1828506103125/33554432
1282275496875/33554432 192975721875/1048576 -1036770590625/4194304 4860446146875/33554432
-1717527759375/8388608 -1306514128125/8388608 -6327737596875/33554432 -5576427965625/33554432
-478269121875/8388608 5001023615625/16777216 -383326378125/16777216 250453434375/33554432
3709414528125/33554432 -64199521875/524288 31649859375/33554432 7695109528125/33554432
-8422862109375/33554432 -3900426346875/33554432 -2489513390625/33554432 26115759375/1048576
2232616078125/33554432 -4648116159375/33554432 2626823090625/16777216 195665034375/1048576
7742311321875/33554432 443051728125/33554432 -3667329703125/33554432 4462532034375/33554432
811729228125/33554432 -4739435371875/33554432 -8883307603125/33554432 -1633627321875/33554432
-680414934375/4194304 -1022485396875/4194304 4386504290625/16777216 9359771296875/33554432
987865828125/33554432 -345912309375/2097152 363369871875/33554432 1973123803125/8388608
201641053125/4194304 -2416148971875/33554432 -1332257709375/16777216 -133501078125/8388608
6907439221875/33554432 439666790625/33554432 3020581715625/16777216 -621664059375/33554432
3605792465625/33554432 -50782209375/262144 -630993421875/16777216 -1952905115625/16777216
-290071696875/33554432 -4462885865625/33554432 5065631015625/33554432 3579311334375/16777216
2928698953125/16777216 -9219578165625/33554432 1087769034375/8388608 -1151775721875/8388608
-4665405515625/33554432 7297964765625/33554432 -8064186046875/33554432 8941604634375/33554432
4175406215625/16777216 -4718429934375/33554432 -7988902884375/33554432 -707560846875/4194304
9237313734375/33554432 -1655171953125/16777216 4242976678125/16777216 -3594994846875/33554432
9081392746875/33554432 -228282628125/1048576 4676452171875/16777216 -6859727390625/33554432
-6599529084375/33554432 711658003125/16777216 -218642709375/2097152 2127979078125/8388608
-3674800584375/16777216 284532328125/4194304 -9452084240625/33554432 2423307628125/16777216
-5369357709375/33554432 1951436428125/8388608 3608189034375/33554432 -4077363009375/33554432
-4915183659375/16777216 -713983396875/4194304 -1698934509375/16777216 -2060922103125/16777216
-5167426209375/33554432 2625229228125/16777216 -2713078884375/16777216 1343907984375/16777216
3626227996875/16777216 -985988296875/16777216 -866705540625/16777216 611438521875/33554432
212876465625/4194304 669873628125/8388608 1584506315625/8388608 4025722996875/16777216
21047596875/8388608 1831136315625/16777216 -832241540625/16777216 2245579828125/16777216
-8906096503125/33554432 -5510249296875/33554432 1321428703125/16777216 395879390625/16777216
-531851128125/4194304 794279765625/33554432 -9602528034375/33554432 -3629564615625/16777216
-4631488959375/33554432 -4221793809375/16777216 8110509834375/33554432 3653060015625/33554432
3364946240625/33554432 -452698903125/4194304 151694559375/4194304 -208388278125/2097152
36914540625/1048576 1269432459375/16777216 -40901203125/524288 432719071875/16777216
9557287265625/33554432 1671335259375/8388608 -9891227278125/33554432 -1986494034375/8388608
-7809407090625/33554432 -4197600478125/33554432 -881236059375/4194304 -3376119703125/16777216
5148651684375/33554432 -5562752690625/33554432 -1932978721875/8388608 5744005228125/33554432
4369129396875/33554432 33460846875/262144 9174518390625/33554432 -852928284375/8388608
-5928032465625/33554432 -3649909040625/16777216 -2526906103125/16777216 2102632696875/16777216
-9917665565625/33554432 -3888976228125/16777216 -8406024646875/33554432 -682416928125/33554432
-7607370928125/33554432 1400774596875/33554432 3882119803125/33554432 1788225346875/16777216
377155078125/4194304 9463515571875/33554432 1605864946875/8388608 -9418530834375/33554432
2332710121875/8388608 -3359325365625/33554432 -1379564184375/8388608 -1366285059375/8388608
812619946875/16777216 -4219509590625/33554432 4893937134375/16777216 -1182261009375/8388608
-1655413528125/16777216 6230027821875/33554432 52368609375/2097152 -420848278125/16777216
-2316122784375/16777216 -4325267709375/16777216 -1806922003125/16777216 -2314617309375/8388608
-8626486490625/33554432 8324471728125/33554432 -8855977303125/33554432 -2170364690625/16777216
1171435528125/16777216 -4395891421875/33554432 -7583909840625/33554432 -6847951734375/33554432
9331571859375/33554432 -149500528125/4194304 -5985397959375/33554432 -4220742628125/16777216
-2266147378125/8388608 780596934375/16777216 -3014386828125/33554432 -3421194759375/33554432
-69188240625/8388608 5967588890625/33554432 -9137477259375/33554432 -5099220046875/33554432
2660468915625/16777216 -7820540221875/33554432 -486141159375/16777216 -4885224009375/16777216
-3684455428125/16777216 4815803971875/33554432 -3028183134375/33554432 -720491278125/8388608
2062417115625/16777216 4114665703125/16777216 -2749232615625/16777216 -865421953125/8388608
-761999353125/4194304 2091095109375/33554432 -9213514284375/33554432 271629871875/16777216
-3496610728125/33554432 93375965625/1048576 214800740625/8388608 691493578125/16777216
-1970309334375/8388608 5120898853125/33554432 2600356471875/16777216 8825985534375/33554432
-362956059375/33554432 -1900821253125/16777216 -1319308396875/16777216 1875826003125/33554432
-4318792846875/33554432 -1471500496875/16777216 242407865625/4194304 4400311509375/33554432
1327665703125/16777216 -9618631284375/33554432 -2331058059375/33554432 4037755584375/33554432
-4253873296875/33554432 716852578125/16777216 1000612209375/8388608 7386104165625/33554432
-2420913871875/16777216 -7751526159375/33554432 1003548365625/16777216 1920516609375/16777216
3548215134375/16777216 -1153340615625/8388608 1122972965625/4194304 7128215990625/33554432
226237771875/4194304 9811367521875/33554432 -650841553125/33554432 3347062640625/33554432
1613074209375/8388608 -498587634375/16777216 -4998345534375/16777216 -576056390625/16777216
2946578990625/16777216 -1285393715625/16777216 3298643184375/33554432 9185628590625/33554432
-2786173959375/16777216 -2527666996875/33554432 -4976455809375/33554432 -3241163746875/33554432
-815550234375/16777216 360478228125/16777216 4293862640625/33554432 954999365625/8388608
561105721875/4194304 -4714459340625/16777216 6846748434375/33554432 2968429453125/33554432
-7372067728125/33554432 5771947509375/33554432 -1911912684375/16777216 1196782096875/8388608
509877665625/33554432 1187891690625/8388608 377644546875/2097152 -2493362465625/16777216
-1094236321875/8388608 69351590625/2097152 -61207940625/262144 1696467890625/8388608
4361302940625/33554432 -8816728125/262144 -4853385253125/16777216 -3188409384375/33554432
-5195990625/33554432 -6690691340625/33554432 1712305509375/8388608 36968859375/16777216
8333659771875/33554432 4022702615625/16777216 3588387290625/33554432 307013634375/33554432
282019078125/8388608 -1061744634375/16777216 -216943453125/1048576 -169452459375/16777216
-7396372584375/33554432 4969639509375/16777216 4173081140625/33554432 6202429678125/33554432
2256286715625/33554432 -991975640625/4194304 -1095328846875/4194304 -5085152915625/33554432
3244866778125/16777216 -9420613303125/33554432 867253171875/4194304 336706284375/2097152
250483715625/2097152 -465639721875/16777216 9257525146875/33554432 -5357248603125/33554432
8358803878125/33554432 -3152016290625/16777216 4777073559375/16777216 1238018784375/8388608
335612690625/2097152 5004481771875/33554432 7120797271875/33554432 -4688513109375/33554432
-7288351734375/33554432 10031701884375/33554432 108041109375/1048576 -116881828125/33554432
-6671463871875/33554432 8586595003125/33554432 -4457561878125/16777216 -2667961303125/16777216
-4933941721875/33554432 -1056584615625/8388608 2398032778125/16777216 -118361071875/2097152
1443773203125/33554432 -8868459346875/33554432 3022239384375/33554432 9627660853125/33554432
2035107121875/33554432 6891868978125/33554432 -1548542128125/16777216 7317020015625/33554432
-252301696875/8388608 -2856118640625/16777216 -8955048121875/33554432 4642282115625/33554432
-4466057934375/33554432 606647240625/33554432 7411638928125/33554432 -9674814815625/33554432
-2203926234375/33554432 -712258453125/8388608 -7232942559375/33554432 -4364076290625/33554432
-39425390625/2097152 -3156020765625/16777216 -9922969565625/33554432 4272388734375/33554432
-528698034375/2097152 3865618640625/16777216 -5208069515625/33554432 7444797440625/33554432
4402972490625/16777216 -266903484375/16777216 -1161480496875/16777216 3722095021875/16777216
-1224765140625/4194304 3620395209375/16777216 -37270940625/2097152 279868246875/33554432
-4556940234375/16777216 8729907590625/33554432 186605446875/16777216 9783782784375/33554432
-231432759375/8388608 3854972128125/16777216 1207951246875/16777216 -1176880003125/33554432
-4682492315625/33554432 -5937191090625/33554432 -1028781646875/8388608 -7724226328125/33554432
1052549765625/4194304 8913715040625/33554432 836881546875/8388608 -390982228125/8388608
110811796875/4194304 -335127721875/16777216 -432410578125/33554432 300065090625/8388608
-5790442153125/33554432 7577222109375/33554432 -389020603125/16777216 5958744234375/33554432
2318755903125/8388608 1197200240625/8388608 635591484375/4194304 3329909709375/33554432
2997648103125/33554432 2124454021875/33554432 -9649325578125/33554432 -527252334375/33554432
-4355286384375/33554432 -2494300753125/33554432 2013640696875/16777216 175326215625/4194304
-4383490621875/16777216 -716847759375/4194304 8909011903125/33554432 -9662274853125/33554432
-2597739646875/16777216 553695496875/4194304 -7470421940625/33554432 3209953603125/16777216
-2114306896875/16777216 861880134375/33554432 5767787184375/33554432 -1876770271875/8388608
-6797752490625/33554432 1032297515625/8388608 -3345431353125/16777216 -9586787221875/33554432
-4981943278125/16777216 -4703803846875/33554432 1011779896875/16777216 6594953015625/33554432
5137457259375/33554432 -8775887728125/33554432 961130015625/33554432 9601752084375/33554432
4845174084375/33554432 -813420178125/4194304 -142314009375/2097152 -2793246084375/16777216
1102194909375/8388608 7648498846875/33554432 2108368659375/33554432 -2716932234375/33554432
9182840840625/33554432 6546070134375/33554432 6099705515625/33554432 8798931309375/33554432
-8355023259375/33554432 1914877490625/16777216 523154896875/33554432 -6871615978125/33554432
-1352450971875/33554432 -3712910653125/33554432 -880586278125/4194304 -2448740259375/33554432
3809707959375/16777216 2398163690625/8388608 -153866653125/33554432 3956278940625/33554432
8546390353125/33554432 2040256865625/8388608 -5024785790625/16777216 -4154723709375/33554432
-4167188015625/16777216 -2488887271875/16777216 4849539365625/16777216 -572627821875/8388608
-2147369559375/16777216 772583878125/33554432 -2191559878125/8388608 5348235796875/33554432
2220227296875/16777216 7370932621875/33554432 60647409375/262144 -2710033940625/33554432
2471825728125/16777216 7673458153125/33554432 7515595884375/33554432 1836336665625/16777216
3625266515625/16777216 1932455990625/33554432 -1048490990625/4194304 7868108765625/33554432
-9845549409375/33554432 -65877590625/8388608 1102068234375/4194304 -7418268403125/33554432
-9541251703125/33554432 -6654907003125/33554432 7857911915625/33554432 -123564346875/2097152
-2617158703125/33554432 -3268106559375/33554432 -1719718678125/16777216 -1444993884375/33554432
-651873759375/33554432 7171384265625/33554432 143595084375/8388608 -138476390625/33554432
-3950475365625/33554432 1642329796875/33554432 -1588867940625/16777216 6470545096875/33554432
-465649603125/4194304 8589212803125/33554432 -414539109375/8388608 2583098484375/16777216
-116128509375/2097152 3568386515625/33554432 -1856538965625/33554432 -1793749490625/16777216
5146164740625/33554432 3754075490625/33554432 -9199697315625/33554432 -5569299984375/33554432
-4375010446875/16777216 7380971653125/33554432 1347938034375/33554432 -7109189521875/33554432
-516723815625/2097152 1124499178125/33554432 -9314183409375/33554432 -2781967771875/16777216
-1324422440625/8388608 -3917058384375/16777216 -221423034375/1048576 -1258098459375/4194304
16791946875/8388608 -1901419340625/8388608 -493097259375/8388608 -7513570771875/33554432
-1381020984375/16777216 -3646463484375/33554432 -3092875453125/16777216 -245404284375/1048576
-84860521875/33554432 -1941467315625/8388608 648291328125/8388608 -5828569434375/33554432
-547138359375/8388608 4818076209375/33554432 -6418794084375/33554432 -8438302978125/33554432
7803162909375/33554432 -5580277528125/33554432 -112523765625/1048576 -8271912515625/33554432
1146806221875/33554432 1214702371875/16777216 610233759375/16777216 1265926771875/33554432
-8158590815625/33554432 -6224241121875/33554432 -2070061209375/16777216 9711713034375/33554432
-7671553790625/33554432 426275840625/8388608 1881402703125/8388608 5148560015625/33554432
326226328125/16777216 8264399184375/33554432 -2835204271875/33554432 -4859948803125/33554432
3730706709375/33554432 3907252696875/33554432 -2156772590625/8388608 2072796665625/16777216
-806449415625/8388608 -9221123578125/33554432 7577190834375/33554432 -59237484375/8388608
8671705584375/33554432 -4662018909375/33554432 -1209332315625/4194304 302986828125/4194304
932871384375/16777216 -441474609375/33554432 4737671371875/33554432 -8456920490625/33554432
7153999078125/33554432 6336735159375/33554432 573790809375/8388608 302478009375/2097152
-96602353125/524288 8498740771875/33554432 611704471875/8388608 -5397713878125/33554432
125102371875/2097152 -1828776759375/8388608 -8712075346875/33554432 2327140584375/33554432
4038027384375/16777216 -3589236159375/16777216 8334247921875/33554432 4378914946875/16777216
-9761839921875/33554432 -766801884375/33554432 -1429396321875/8388608 7077783909375/33554432
122733065625/33554432 -4460202609375/16777216 -2147267053125/16777216 4378860703125/33554432
-543226734375/8388608 2101651528125/33554432 -233808328125/4194304 -1908479503125/33554432
3043044890625/33554432 7770843009375/33554432 -3379791796875/16777216 2501444146875/16777216
9973861884375/33554432 1567954059375/8388608 576508209375/2097152 1677009796875/8388608
6991224459375/33554432 -128008134375/4194304 -112874109375/33554432 2412732121875/33554432
-258598865625/2097152 263510540625/1048576 -9721581178125/33554432 3568466765625/33554432
7273089815625/33554432 4066028428125/33554432 -4398309421875/33554432 86674996875/16777216
-7393280203125/33554432 709392646875/33554432 2510441334375/8388608 8679450403125/33554432
795720346875/4194304 735264046875/4194304 734269059375/8388608 7105956346875/33554432
208343484375/4194304 -4804601428125/16777216 218308659375/8388608 -8855707546875/33554432
-36066965625/1048576 -887877459375/33554432 -49484503125/4194304 -3702070621875/33554432
-9006421584375/33554432 8506103446875/33554432 2287242853125/8388608 -5680392553125/33554432
-9152274628125/33554432 -1085167434375/8388608 -2015061665625/33554432 4788869596875/16777216
-4384405153125/33554432 -438491015625/4194304 -3251511871875/33554432 8976972553125/33554432
339221221875/16777216 5570553890625/33554432 -1479488165625/16777216 -870425446875/4194304
-271079840625/2097152 7868992490625/33554432 409631953125/8388608 -1412814365625/16777216
-151572140625/16777216 -6315539878125/33554432 3512224678125/16777216 4558329215625/33554432
5979105890625/33554432 149503209375/4194304 7227467934375/33554432 6982738959375/33554432
-3084000365625/33554432 -2290474359375/8388608 571402340625/2097152 8236794871875/33554432
-2336937196875/16777216 5709441365625/33554432 -375954496875/8388608 -3145413684375/33554432
3951077053125/33554432 2667705759375/33554432 -2145871546875/16777216 659946984375/4194304
-4726381115625/33554432 -8267893659375/33554432 6520392909375/33554432 -3488969428125/33554432
77754984375/2097152 698511253125/33554432 590996109375/4194304 -7749235265625/33554432
4559565853125/16777216 691838784375/16777216 1445182228125/33554432 8904271753125/33554432
-1525611646875/8388608 492167596875/8388608 -1045392965625/4194304 4821782878125/33554432
9250171790625/33554432 3798299334375/33554432 -1079022046875/16777216 -1156177096875/16777216
5262101428125/33554432 -3954616903125/33554432 -642918703125/16777216 -4420404665625/33554432
814136390625/16777216 2435063353125/16777216 277318621875/8388608 4872045890625/33554432
3770905828125/16777216 -1947245034375/8388608 7825725609375/33554432 951385190625/33554432
-2188662328125/16777216 -778077703125/16777216 -2281272590625/8388608 21976921875/131072
-2450043796875/8388608 616814053125/16777216 -2657372840625/33554432 -412121971875/4194304
-2026438715625/16777216 -76739334375/16777216 1751174184375/33554432 3145317946875/16777216
237049246875/4194304 8625938090625/33554432 -367223934375/4194304 2980401159375/33554432
1485551690625/33554432 298367615625/8388608 1355474578125/33554432 -170763440625/16777216
265412840625/1048576 -8343203484375/33554432 9660118396875/33554432 572640103125/16777216
-9811469503125/33554432 -1964552971875/8388608 -2320901915625/16777216 7231244596875/33554432
3247805746875/16777216 8400740053125/33554432 -1845202959375/8388608 4281631809375/16777216
-9998817834375/33554432 7865203115625/33554432 -5392156715625/33554432 758659996875/8388608
346934990625/2097152 1943571740625/8388608 -482884415625/33554432 -8148986878125/33554432
-4834824440625/33554432 5675674153125/33554432 375441796875/8388608 -2802776578125/33554432
7373074659375/33554432 1044320859375/8388608 -4129308028125/16777216 -4691719828125/16777216
-2301217490625/16777216 -3755923846875/16777216 5840834878125/33554432 -1418178759375/33554432
-1176418940625/8388608 6789326484375/33554432 442634971875/4194304 7789691709375/33554432
1830407840625/8388608 -406863421875/16777216 6622248890625/33554432 -2211903384375/8388608
1166835984375/16777216 -2051372484375/33554432 1999865540625/8388608 3411002428125/16777216
2036481571875/33554432 1913289103125/16777216 1730362959375/16777216 -548030803125/2097152
-3753526546875/16777216 28861471875/16777216 722618428125/16777216 9194518546875/33554432
3964154296875/33554432 4270953384375/16777216 -1048527984375/33554432 2384824190625/33554432
-4997618821875/16777216 7534112990625/33554432 1256905246875/33554432 4597224646875/16777216
2021793871875/33554432 4021334503125/16777216 9001176946875/33554432 -3116800209375/33554432
-2023247053125/33554432 9178968421875/33554432 -1746432196875/16777216 9001488421875/33554432
9596454890625/33554432 -1490128359375/8388608 4515062540625/16777216 185661196875/4194304
-7056601865625/33554432 -2423427459375/16777216 -6878324315625/33554432 205863796875/16777216
1069913540625/4194304 2815402190625/16777216 -486342928125/33554432 7380384159375/33554432
-776477840625/8388608 -7250606503125/33554432 4901289253125/16777216 6647163646875/33554432
-3750190209375/16777216 2189812040625/33554432 -4626156028125/16777216 -2772559359375/33554432
4048584890625/16777216 713744803125/33554432 -1349878190625/33554432 8527942434375/33554432
-4329512296875/33554432 -3573563165625/16777216 -5189878865625/33554432 -6554962490625/33554432
2745962896875/16777216 -1682679778125/16777216 -6142498096875/33554432 -8050947946875/33554432
-1605068240625/16777216 190313803125/16777216 -8449537003125/33554432 -1777564321875/16777216
1970586778125/33554432 -421751128125/8388608 -3573308878125/16777216 -502760596875/4194304
-7033334878125/33554432 6135948796875/33554432 4324221553125/33554432 1220711559375/4194304
-3395425096875/16777216 1422654459375/16777216 3710696859375/16777216 -7591910840625/33554432
-14985459375/16777216 -2726019403125/16777216 1744997653125/33554432 2626209928125/16777216
7598233940625/33554432 -4835510503125/33554432 -2751243890625/16777216 2145843140625/16777216
271078771875/16777216 -4225581703125/33554432 9600678384375/33554432 2929940915625/33554432
-9996450084375/33554432 -4660999359375/33554432 -193240828125/4194304 404952740625/8388608
-8219406178125/33554432 -5176485290625/33554432 1478066859375/33554432 658506571875/33554432
2521067090625/16777216 -4666424259375/33554432 -2491822621875/33554432 -2093001384375/16777216
-3852091528125/33554432 -2429134190625/8388608 -4798845515625/16777216 -6410825428125/33554432
219252103125/8388608 1666465021875/16777216 1624267509375/8388608 8801494959375/33554432
-8085020690625/33554432 2503910803125/8388608 7806243703125/33554432 3712765621875/33554432
-2331431840625/16777216 91743703125/16777216 1778327465625/16777216 4717761215625/33554432
-9763692984375/33554432 3732510721875/16777216 5050010840625/33554432 -9806638228125/33554432
-3591532828125/33554432 3524887603125/33554432 6426819028125/33554432 -1633753846875/33554432
-32041828125/33554432 3962451665625/33554432 -5006025909375/33554432 372996478125/4194304
2459512640625/33554432 304607278125/16777216 580740046875/33554432 -21871565625/8388608
-8844937509375/33554432 -506767771875/8388608 -12011653125/4194304 -583315490625/2097152
4462547634375/33554432 159618740625/33554432 -692856646875/8388608 9478832053125/33554432
-7753754709375/33554432 -1945155871875/16777216 -2412291346875/8388608 7104616078125/33554432
1907973890625/16777216 1879653646875/33554432 6098730759375/33554432 -24737540625/33554432
-3559865109375/16777216 5547543009375/33554432 -2965178521875/16777216 1379787065625/16777216
8856765665625/33554432 9141886528125/33554432 1401946546875/33554432 8037382790625/33554432
5892463959375/33554432 -1157681371875/33554432 113794453125/8388608 1403102803125/33554432
-126524090625/16777216 8793071540625/33554432 1846527103125/8388608 -7624051921875/33554432
3038261165625/16777216 9075496490625/33554432 -5670507421875/33554432 311203959375/4194304
461229946875/8388608 1035499509375/8388608 -2234655159375/8388608 -5258441503125/33554432
