1600
450698253125/4194304 157585206875/1048576 82633855625/524288 -139397885625/2097152
-228447859375/2097152 -9003109375/2097152 -81637735625/2097152 -92789893125/1048576
-168547816875/4194304 126498165625/4194304 33903976875/524288 -354630143125/4194304
-348003568125/4194304 19017524375/1048576 -319009381875/4194304 104199871875/2097152
211401210625/2097152 -117156945625/2097152 61704588125/1048576 222541575625/4194304
48311201875/1048576 2191238125/262144 163956653125/4194304 273120538125/2097152
-402763384375/4194304 -150469146875/4194304 -669959759375/4194304 556138209375/4194304
57251410625/524288 -199558956875/2097152 -154658011875/2097152 82176010625/4194304
51431605625/4194304 525401626875/4194304 -82772300625/2097152 28892499375/2097152
501161743125/4194304 112037076875/2097152 -32247155625/262144 -8205613125/131072
346592363125/4194304 226957908125/4194304 294304251875/4194304 -65103034375/2097152
-72207510625/2097152 141414101875/4194304 340927078125/4194304 -588120200625/4194304
303157260625/4194304 -27744224375/1048576 -163369141875/1048576 54939478125/524288
4316918125/32768 -278299969375/4194304 -12143648125/262144 -617596951875/4194304
312866269375/2097152 -282720011875/2097152 135554534375/2097152 267214904375/4194304
-514754735625/4194304 -324206328125/4194304 -20160334375/524288 513333664375/4194304
-326722471875/2097152 73407858125/4194304 305569314375/4194304 -364953158125/4194304
28337646875/1048576 47928220625/4194304 -30202641875/4194304 194883180625/2097152
595820095625/4194304 82947268125/2097152 317313433125/2097152 374408058125/4194304
585816580625/4194304 -436544373125/4194304 66758839375/2097152 12018513125/1048576
412503143125/4194304 71747275625/4194304 -151718719375/4194304 -68113415625/2097152
15278281875/1048576 199811246875/4194304 29621691875/4194304 -21592711875/1048576
239044666875/4194304 230713179375/2097152 267494915625/2097152 43297901875/4194304
-326479589375/4194304 -437720976875/4194304 -400057830625/4194304 -140680133125/2097152
-57168795625/2097152 98403013125/1048576 7611604375/2097152 296908786875/2097152
-185483436875/4194304 175128143125/2097152 90203424375/1048576 -213238914375/4194304
546670683125/4194304 152093124375/2097152 622649435625/4194304 65293075625/4194304
-318608404375/2097152 -192315681875/2097152 265237869375/2097152 32950394375/1048576
353566334375/4194304 303074036875/2097152 -9991699375/4194304 -65157771875/4194304
114159751875/4194304 -1084949375/16384 -233101949375/2097152 204848124375/2097152
82232620625/2097152 113775400625/1048576 46694728125/4194304 -108227143125/4194304
-121703615625/1048576 -151948898125/4194304 125965385625/1048576 312944396875/4194304
-402773153125/4194304 227400649375/4194304 -57787754375/1048576 -1981089375/16384
-63691595625/2097152 31469703125/524288 31058449375/2097152 -340920308125/4194304
444186540625/4194304 236395783125/2097152 502397325625/4194304 21474961875/1048576
-169400163125/2097152 -299452060625/4194304 -13255973125/4194304 125188190625/2097152
257219525625/4194304 183250474375/4194304 -15915481875/524288 -356575663125/4194304
310630173125/4194304 514192698125/4194304 -36422326875/524288 -388797409375/4194304
-55806125625/2097152 -66153516875/4194304 -203880103125/4194304 67625571875/4194304
-437573749375/4194304 165146430625/4194304 560127306875/4194304 -136060861875/2097152
374478734375/4194304 325381326875/4194304 14943804375/524288 1671814375/131072
269538293125/2097152 -85194180625/1048576 519553635625/4194304 138344444375/4194304
-639788974375/4194304 -238471785625/2097152 589263509375/4194304 386876984375/4194304
23340010625/262144 429102740625/4194304 -46370200625/4194304 -41808380625/262144
372242180625/4194304 558162200625/4194304 61691763125/1048576 341537221875/4194304
-495673684375/4194304 52953929375/4194304 420648093125/4194304 -3001494375/2097152
226068175625/2097152 -224769723125/4194304 132248870625/4194304 252494279375/4194304
307032219375/2097152 290191046875/4194304 256137396875/2097152 -244730413125/4194304
651613241875/4194304 -531085223125/4194304 -10091113125/65536 -194694664375/2097152
179293883125/2097152 -9173531875/65536 -150759898125/2097152 -1773213125/32768
612303863125/4194304 124681763125/2097152 -249658773125/4194304 -362342226875/4194304
50698456875/1048576 159013718125/4194304 -237354959375/2097152 -571296368125/4194304
328569481875/2097152 -517240345625/4194304 -256049245625/2097152 202488289375/4194304
252593389375/2097152 -46511930625/2097152 -399636363125/4194304 -485122934375/4194304
89442538125/2097152 -15022114375/131072 387254119375/4194304 302271528125/4194304
-640418718125/4194304 -66109411875/2097152 475100160625/4194304 -134034961875/2097152
16771388125/2097152 -210563604375/4194304 138591851875/1048576 -198011875/262144
-135028410625/1048576 223860063125/4194304 -394187199375/4194304 -208671489375/4194304
-148261655625/1048576 -137718471875/1048576 -317152639375/2097152 149409706875/2097152
130328825625/2097152 -243701426875/4194304 206818061875/4194304 -2318709375/131072
327629050625/4194304 -93597474375/2097152 -94640816875/4194304 646074628125/4194304
120294043125/4194304 -65035181875/4194304 -8714644375/262144 89315834375/1048576
-7706459375/2097152 -259946400625/4194304 83993293125/2097152 237506231875/2097152
54924419375/4194304 21917153125/2097152 42734954375/2097152 -593399189375/4194304
-531146910625/4194304 -14211249375/2097152 -540825298125/4194304 81380329375/1048576
105693098125/2097152 146138599375/4194304 -464242356875/4194304 -337539994375/4194304
-176319280625/4194304 -32236369375/2097152 492377980625/4194304 -155199745625/2097152
134472228125/4194304 263235668125/4194304 -9995784375/4194304 -601035581875/4194304
-130676883125/4194304 -126222365625/4194304 -24846713125/1048576 -532107706875/4194304
412128243125/4194304 -281247976875/4194304 434211903125/4194304 322688629375/2097152
145799768125/4194304 -622917711875/4194304 38527706875/1048576 44432074375/4194304
315645625/32768 -14866581875/131072 -41256479375/524288 -76185215625/524288
146029213125/2097152 -9607528125/2097152 119586458125/4194304 175416183125/4194304
642823355625/4194304 611971124375/4194304 115071791875/1048576 57258374375/1048576
-84374271875/2097152 -210999921875/4194304 -580333885625/4194304 192270791875/2097152
-8766909375/131072 53884788125/2097152 16457729375/131072 133337605625/1048576
-491953755625/4194304 -113101354375/4194304 -142450495625/1048576 -494948170625/4194304
-629565148125/4194304 -46838084375/524288 -37549106875/2097152 -70858185625/1048576
48399326875/4194304 -25449360625/1048576 92721271875/4194304 573141794375/4194304
329557050625/4194304 10882775625/2097152 76806518125/4194304 -379076956875/4194304
-539225085625/4194304 -56015739375/1048576 51586855625/524288 -359632570625/4194304
95317715625/2097152 -600244275625/4194304 411694146875/4194304 513000883125/4194304
-247931240625/4194304 20327316875/2097152 -45728713125/2097152 153690243125/1048576
-440861149375/4194304 -36906881875/4194304 162961115625/4194304 -172729126875/2097152
-294839343125/2097152 -210536656875/4194304 48031201875/1048576 152624375/524288
-222841574375/2097152 318392444375/4194304 179529133125/2097152 213143449375/2097152
149246166875/4194304 489892531875/4194304 294774838125/2097152 77388446875/1048576
144237161875/2097152 56446536875/524288 -14603310625/2097152 50760874375/524288
40783448125/1048576 15143119375/1048576 4916741875/65536 -306180304375/2097152
-594329725625/4194304 124342373125/4194304 -647554509375/4194304 163422531875/4194304
627013153125/4194304 517781539375/4194304 -642230750625/4194304 -159925625/131072
-150115551875/1048576 347535794375/4194304 268752983125/4194304 -282654958125/2097152
191367394375/2097152 617446771875/4194304 2228148125/1048576 325741183125/2097152
277650901875/4194304 261584845625/4194304 -98501475625/4194304 -461188251875/4194304
-66715926875/524288 -482367718125/4194304 -287586930625/4194304 -143146984375/2097152
-67218294375/4194304 -24484039375/524288 -100112845625/1048576 -169902768125/2097152
638631919375/4194304 -539217936875/4194304 185183664375/2097152 40143143125/2097152
89476956875/4194304 76574015625/524288 136671130625/1048576 -73690511875/524288
-87581828125/2097152 -411943125/16384 27823155625/262144 15393966875/4194304
-1744326875/131072 -665492900625/4194304 149408475625/1048576 197645446875/2097152
-316075570625/4194304 403036100625/4194304 -7400339375/524288 -611198339375/4194304
-190400329375/4194304 534316211875/4194304 -64835710625/1048576 -603570320625/4194304
-22559915625/524288 -1714848125/65536 -116067636875/2097152 187645959375/4194304
-439148211875/4194304 201220013125/2097152 387613564375/4194304 -15290464375/131072
131749620625/2097152 -153305069375/1048576 -492976194375/4194304 422127653125/4194304
578759143125/4194304 -20031563125/1048576 -129900178125/4194304 163015380625/4194304
-25983739375/262144 57059986875/1048576 489993441875/4194304 369720231875/4194304
295340374375/4194304 -446341764375/4194304 -2053171875/1048576 148411835625/1048576
64531149375/1048576 -377088408125/4194304 -352531104375/4194304 8651096875/131072
-669466079375/4194304 -63790815625/524288 -124946665625/4194304 109174233125/1048576
-2107090625/524288 -319633554375/2097152 269723774375/2097152 218828348125/4194304
76983889375/524288 99105223125/2097152 595583886875/4194304 -82423436875/1048576
-420259016875/4194304 76740823125/4194304 -117947984375/2097152 -637806921875/4194304
-39321063125/524288 -32053550625/1048576 47299834375/1048576 507321679375/4194304
-39870753125/1048576 81646566875/2097152 97722656875/1048576 57472296875/4194304
64422153125/1048576 121843593125/2097152 -34624635625/2097152 277233609375/4194304
-103070993125/4194304 -48545221875/4194304 203729274375/2097152 -373799064375/4194304
106642178125/2097152 -119190233125/2097152 32610276875/4194304 -61224334375/1048576
277007958125/4194304 -173964065625/2097152 212505161875/2097152 178306636875/4194304
6640150625/4194304 -363529466875/4194304 512360548125/4194304 -629866284375/4194304
-492398884375/4194304 -200515346875/2097152 -558967589375/4194304 129134569375/1048576
-44432469375/524288 49985413125/4194304 106063528125/1048576 -76468689375/524288
-1237444375/1048576 -419487453125/4194304 260790861875/2097152 -195338504375/2097152
-16210064375/131072 -424079409375/4194304 5731231875/2097152 -244517545625/2097152
-239701184375/2097152 -67673600625/524288 -428937374375/4194304 59388890625/4194304
457655398125/4194304 -19026734375/524288 36575535625/4194304 4739763125/65536
-1150370625/2097152 5322161875/1048576 294334151875/2097152 79422046875/2097152
-17116441875/262144 75199075625/524288 148411111875/1048576 -99780649375/4194304
-348193856875/4194304 79221843125/524288 -111978966875/1048576 -86104744375/1048576
216476760625/2097152 -53252403125/1048576 -432564563125/4194304 48551415625/2097152
8504338125/2097152 225072141875/4194304 -361472018125/4194304 -36507433125/2097152
98165613125/4194304 -281844064375/4194304 595689943125/4194304 -15013820625/524288
-151434624375/4194304 -268746884375/4194304 -584159181875/4194304 -356301755625/4194304
316679953125/2097152 592870056875/4194304 -135890726875/4194304 -393213843125/4194304
75366504375/4194304 -229294081875/4194304 -155987974375/1048576 390788019375/4194304
-334494173125/4194304 106204956875/1048576 299367449375/2097152 36683241875/262144
-657742624375/4194304 -250797964375/4194304 16345016875/262144 108155385625/1048576
-370513601875/4194304 148652764375/4194304 -47939028125/4194304 -229172978125/2097152
-390788281875/4194304 611763698125/4194304 -274234998125/2097152 97322776875/4194304
294504914375/4194304 -475578326875/4194304 -6407706875/2097152 -160069295625/4194304
-13854204375/131072 55547563125/4194304 -94725571875/1048576 127341318125/2097152
161892235625/2097152 72004700625/524288 -128326983125/4194304 -441160311875/4194304
324529260625/2097152 165621439375/4194304 165410698125/2097152 -332418450625/4194304
-3222699375/1048576 -330032315625/4194304 -131192373125/4194304 275927461875/4194304
391540954375/4194304 78737891875/4194304 -2807180625/524288 -62744028125/1048576
-47545666875/2097152 -563873970625/4194304 -502132415625/4194304 317130941875/2097152
-504592890625/4194304 -189946205625/2097152 -128669638125/2097152 385277651875/4194304
398918316875/4194304 67662344375/2097152 40107605625/524288 -257740178125/4194304
254077446875/2097152 45309200625/524288 -54849898125/2097152 13431189375/262144
-276483368125/2097152 -245967575625/4194304 105847531875/2097152 -119340440625/1048576
61144313125/524288 -586909905625/4194304 294119740625/4194304 -192589869375/2097152
-214114873125/2097152 50642646875/2097152 40660129375/4194304 395720371875/4194304
189072600625/4194304 -182831781875/4194304 -90225759375/2097152 19109521875/524288
97687309375/1048576 115918544375/4194304 -18529345625/2097152 -100247806875/1048576
226235378125/2097152 11800249375/1048576 478461585625/4194304 -12257989375/4194304
367337693125/4194304 7919425625/131072 -251626838125/4194304 -95379104375/1048576
351354819375/4194304 84272631875/1048576 -409382683125/4194304 206251138125/2097152
-232860699375/2097152 281250451875/2097152 -635857405625/4194304 1025575625/16384
310543764375/2097152 16760250625/2097152 -247982928125/4194304 -48340046875/1048576
-23193108125/2097152 409008080625/4194304 225584554375/4194304 85452370625/4194304
29802206875/4194304 -24978434375/4194304 504820480625/4194304 -467683730625/4194304
-76492521875/2097152 -665366456875/4194304 -91483736875/4194304 -81401558125/524288
364253656875/4194304 38605651875/4194304 -471498559375/4194304 -15413903125/262144
-82439228125/1048576 270328248125/4194304 154696929375/4194304 -7765748125/524288
-46940901875/524288 -200014311875/4194304 169629613125/2097152 159003035625/4194304
136535359375/1048576 89932399375/4194304 323303874375/4194304 -215970414375/4194304
49839773125/1048576 -260748425625/2097152 -31946778125/2097152 298412035625/2097152
-257559113125/4194304 -5099426875/262144 166030024375/1048576 155618853125/4194304
-407910535625/4194304 108236305625/1048576 69463895625/1048576 -232114384375/2097152
-383453950625/4194304 488173603125/4194304 534492129375/4194304 227706451875/2097152
37636213125/262144 -415873083125/4194304 123116089375/4194304 23846464375/1048576
-571238519375/4194304 -2545154375/2097152 -111426678125/1048576 -613312631875/4194304
383619731875/4194304 1537498125/262144 -23774184375/2097152 -141425786875/2097152
-72401516875/1048576 135712786875/1048576 -86570706875/1048576 -7757599375/524288
-352403609375/4194304 59760785625/2097152 -648842434375/4194304 159963576875/2097152
91268061875/2097152 1468655625/1048576 141538683125/4194304 -56957051875/524288
96254305625/2097152 -37582328125/262144 -412120766875/4194304 -12616145625/524288
-70045466875/1048576 653319999375/4194304 64724748125/1048576 -108976129375/2097152
-561300836875/4194304 -96839738125/1048576 258456456875/4194304 124741905625/2097152
259890860625/2097152 5733685625/65536 31999524375/4194304 -564846669375/4194304
-146489774375/1048576 -63073221875/2097152 334205309375/2097152 -171440988125/2097152
36059939375/4194304 510650260625/4194304 288390719375/4194304 -443282309375/4194304
366699021875/4194304 40725599375/2097152 576698023125/4194304 -164622931875/1048576
-9014569375/1048576 293423946875/4194304 443275441875/4194304 256770725625/4194304
-222556049375/2097152 -618523363125/4194304 202929833125/4194304 120582056875/4194304
-103683141875/4194304 87615949375/2097152 307745969375/2097152 368067505625/4194304
-519838556875/4194304 420347563125/4194304 7186073125/1048576 486381868125/4194304
-327657748125/4194304 548413989375/4194304 -2752663125/2097152 286192689375/2097152
-575667170625/4194304 25043543125/4194304 65983639375/2097152 44529403125/524288
-585735224375/4194304 821449375/65536 -42132906875/2097152 209107920625/2097152
125664784375/1048576 48767176875/524288 -26514188125/524288 151614324375/1048576
216585496875/2097152 416335733125/4194304 -16716960625/262144 78383453125/1048576
-206647886875/4194304 -262087930625/4194304 308453836875/4194304 636162278125/4194304
309386924375/2097152 55808754375/4194304 -100582613125/2097152 -26732123125/2097152
360732703125/4194304 67445131875/2097152 137196510625/4194304 -16968536875/4194304
127495420625/2097152 18668116875/2097152 135915798125/1048576 -235425881875/2097152
-245186874375/4194304 625784593125/4194304 -41851699375/524288 330552374375/4194304
83960974375/2097152 167445591875/1048576 -6133979375/1048576 260053563125/2097152
146163830625/4194304 661104326875/4194304 9776226875/524288 12269281875/4194304
244278868125/2097152 -666022391875/4194304 40412526875/1048576 652099464375/4194304
352354339375/4194304 -27766885625/262144 165590053125/1048576 -106183118125/1048576
-280262289375/2097152 163183054375/1048576 242629021875/4194304 164841341875/2097152
143724548125/1048576 -370091840625/4194304 -247961353125/4194304 659877376875/4194304
344672470625/4194304 -5849630625/131072 -69078699375/1048576 -140569304375/1048576
9049251875/262144 464755830625/4194304 -141721846875/4194304 546054926875/4194304
-110964273125/4194304 16439015625/1048576 -18826043125/4194304 347201350625/4194304
-34301958125/2097152 -647156138125/4194304 -408764133125/4194304 -242375628125/2097152
15116605625/524288 -27388993125/1048576 71929108125/2097152 28135884375/4194304
-640169824375/4194304 43205436875/1048576 406388338125/4194304 -462503595625/4194304
-499929323125/4194304 -176999813125/2097152 38236465625/524288 67066401875/4194304
69253544375/4194304 179782726875/4194304 214656398125/4194304 133462968125/2097152
110185545625/1048576 -331400069375/2097152 -156793638125/1048576 195663911875/4194304
10052564375/65536 -39258028125/4194304 2819563125/131072 226586164375/2097152
-151516873125/1048576 12871919375/524288 -506595725625/4194304 -643350644375/4194304
-196936140625/2097152 11105171875/131072 278274804375/4194304 -152021664375/2097152
-235126436875/4194304 7816859375/262144 288120050625/2097152 49395030625/524288
95231936875/1048576 -148818221875/1048576 -128016984375/1048576 479804565625/4194304
-139032524375/2097152 -237028933125/2097152 264311960625/4194304 127170370625/2097152
50724451875/1048576 -50672916875/4194304 160768220625/2097152 434689221875/4194304
-191506954375/2097152 -269049014375/2097152 633373771875/4194304 -5400625/16384
-253973741875/4194304 131105344375/4194304 403625220625/4194304 -590759253125/4194304
19231933125/2097152 54292218125/2097152 48061668125/2097152 -37891594375/524288
-10879716875/524288 -325399431875/4194304 202738135625/2097152 -45937269375/524288
38835021875/1048576 110557233125/4194304 91009865625/4194304 -616130888125/4194304
124252140625/4194304 180231969375/4194304 -417125196875/4194304 -664974073125/4194304
-55056018125/4194304 -157874449375/4194304 -37898359375/1048576 -143850934375/2097152
-172779965625/2097152 118647478125/4194304 62809785625/2097152 -118792763125/1048576
-179237130625/4194304 612858858125/4194304 -282705120625/4194304 364715088125/4194304
-289180149375/2097152 -322205531875/2097152 401702029375/4194304 447125626875/4194304
-312647118125/2097152 411948976875/4194304 146570098125/2097152 -47112088125/1048576
-499257851875/4194304 -366902426875/4194304 -113300740625/4194304 -78828519375/524288
209674089375/2097152 -156178434375/1048576 525740014375/4194304 -184359726875/2097152
-33424745625/262144 -666110786875/4194304 -57655179375/524288 -281480586875/2097152
-206915721875/2097152 1801329375/4194304 -68728881875/2097152 -259002263125/4194304
-91438230625/4194304 -425438571875/4194304 -5070610625/32768 667966266875/4194304
25362358125/4194304 -238517101875/2097152 -34092916875/1048576 103564971875/2097152
-67707228125/1048576 25796695625/262144 507366876875/4194304 10398828125/131072
-335461761875/4194304 -560639001875/4194304 628226863125/4194304 -300093339375/4194304
183178759375/4194304 -58368568125/524288 196432183125/2097152 -25918546875/262144
-202216954375/2097152 -68965244375/2097152 -344387433125/4194304 -608603950625/4194304
165383033125/2097152 9028974375/65536 -332876875/16384 91561534375/2097152
599632683125/4194304 36505545625/4194304 173262600625/2097152 430572484375/4194304
356080288125/4194304 14373523125/1048576 356596176875/4194304 -285721171875/2097152
107222895625/4194304 -8109178125/4194304 23176144375/262144 89891701875/1048576
-179506890625/4194304 -410583720625/4194304 -13396534375/262144 -414287333125/4194304
40338958125/262144 -191173486875/2097152 -6769271875/2097152 542125675625/4194304
47497661875/2097152 -259793178125/2097152 494013735625/4194304 48507041875/2097152
240323349375/2097152 484727448125/4194304 384285060625/4194304 107208266875/4194304
-316662531875/4194304 236297701875/2097152 -243795135625/4194304 -20105999375/262144
-321255761875/4194304 49349734375/524288 -454196211875/4194304 201294443125/2097152
60578613125/1048576 187710761875/2097152 -568619915625/4194304 -211259000625/2097152
-327923514375/4194304 151753671875/1048576 -66969918125/1048576 310181816875/4194304
-484282341875/4194304 51922720625/4194304 -99585250625/4194304 205816875/8192
-217324986875/4194304 59802110625/524288 -84966396875/2097152 -142413719375/2097152
-308990475625/2097152 557375069375/4194304 33743315625/4194304 164691619375/4194304
18420266875/4194304 257699548125/2097152 39909234375/262144 634371251875/4194304
-66395231875/4194304 662069065625/4194304 48551598125/4194304 197678960625/2097152
-49584438125/524288 179484794375/2097152 29888476875/4194304 -194926099375/4194304
-44072888125/1048576 145719520625/1048576 6752149375/131072 -88811853125/4194304
-215402834375/4194304 -331901345625/4194304 -453008844375/4194304 49997265625/4194304
-464416465625/4194304 659193346875/4194304 -28454308125/262144 98721056875/1048576
-415981116875/4194304 -652630148125/4194304 131199771875/4194304 102181821875/2097152
142684518125/1048576 119183454375/1048576 -63928564375/4194304 266061290625/2097152
-145647021875/4194304 -131618444375/1048576 -675516875/16384 -203301355625/2097152
-53264329375/1048576 -261501185625/4194304 213605144375/4194304 -16619005625/262144
86433626875/2097152 -401244451875/4194304 508708415625/4194304 -316635899375/2097152
94536843125/4194304 -107254953125/2097152 -147788148125/4194304 -99254951875/4194304
370126016875/4194304 313900924375/4194304 109925688125/2097152 -30728985625/524288
-646392803125/4194304 -94387418125/4194304 -142152583125/4194304 61567909375/2097152
30319200625/524288 -79440950625/4194304 520100801875/4194304 -74231263125/4194304
81249561875/524288 -134416424375/1048576 -199243505625/2097152 -16295590625/262144
294633784375/4194304 -48961568125/524288 154071490625/4194304 -410212363125/4194304
31470099375/4194304 100499698125/1048576 154828291875/1048576 618097286875/4194304
150216344375/2097152 -124855403125/4194304 275298660625/4194304 -246812084375/4194304
400948984375/4194304 -575914984375/4194304 569338125/16384 159465326875/1048576
63400171875/4194304 162416619375/2097152 -433323734375/4194304 180640164375/2097152
113203395625/2097152 582812313125/4194304 -667258111875/4194304 334969585625/4194304
-539654375/524288 557635121875/4194304 -4568911875/262144 606498125/16384
-64556498125/2097152 -150327269375/1048576 275048486875/4194304 384556245625/4194304
381861411875/4194304 255124074375/4194304 -80516106875/1048576 443340074375/4194304
47475334375/2097152 281587118125/2097152 -326114784375/2097152 -5123633125/4194304
-223128841875/2097152 12303804375/524288 -21711785625/4194304 463867971875/4194304
-409611420625/4194304 -594445621875/4194304 42933726875/2097152 -154468849375/4194304
159540865625/4194304 534457626875/4194304 -17373483125/262144 -82917666875/524288
-153566510625/2097152 2470948125/4194304 273764129375/4194304 59250984375/2097152
-419720485625/4194304 610008944375/4194304 -368100584375/4194304 81273640625/524288
-621894255625/4194304 -99698791875/1048576 236665040625/2097152 -606506508125/4194304
37022413125/4194304 122862611875/1048576 80322096875/1048576 557308443125/4194304
160190510625/4194304 -124632833125/4194304 88901899375/4194304 73192619375/524288
44526051875/1048576 80461751875/524288 303672671875/2097152 221110561875/4194304
130031044375/2097152 313984996875/2097152 58321198125/1048576 343832230625/4194304
-527902040625/4194304 -130364649375/1048576 100442581875/2097152 345346614375/4194304
-56851915625/4194304 542279664375/4194304 -526824044375/4194304 -666290401875/4194304
-388022216875/4194304 404724661875/4194304 219452851875/2097152 9132245625/65536
255052234375/2097152 225769158125/2097152 153666575625/1048576 426191579375/4194304
-36828545625/4194304 -359862255625/4194304 -510315215625/4194304 -501645650625/4194304
515349041875/4194304 64741000625/1048576 -94331324375/2097152 -8440473125/262144
57825548125/1048576 161144650625/4194304 286219540625/4194304 496653764375/4194304
-36754501875/1048576 -98715316875/1048576 -150001039375/4194304 513329026875/4194304
4416069375/524288 23312319375/1048576 -106617106875/1048576 476102506875/4194304
-350365713125/4194304 19642253125/2097152 33603911875/1048576 -35705419375/4194304
14293725625/4194304 82589839375/4194304 -160976789375/2097152 28462990625/262144
-30949618125/2097152 145890761875/4194304 291473195625/4194304 -27307010625/4194304
-107444918125/2097152 -437713393125/4194304 -33305479375/1048576 -333485364375/2097152
-39384935625/2097152 -459864344375/4194304 -209413674375/4194304 -126631246875/2097152
335108055625/2097152 -458051664375/4194304 607908116875/4194304 -121795115625/2097152
623928621875/4194304 -173213424375/4194304 -462501429375/4194304 -457834306875/4194304
-119381839375/4194304 -621523564375/4194304 2241686875/4194304 139975293125/4194304
-207468755625/4194304 331706396875/4194304 -203988946875/4194304 67844020625/4194304
-284530750625/4194304 -240493991875/2097152 87023774375/1048576 -18391014375/4194304
51519420625/2097152 -39249700625/1048576 166953325625/1048576 -164575720625/2097152
-657298339375/4194304 -25709603125/1048576 627154704375/4194304 -305107340625/4194304
130298948125/1048576 235144824375/4194304 -209221666875/4194304 490960319375/4194304
572392303125/4194304 -267971624375/4194304 416792248125/4194304 -76645699375/4194304
324346865625/4194304 -261626771875/4194304 5734719375/1048576 65949139375/4194304
368726339375/4194304 95758401875/2097152 238280031875/2097152 -489752149375/4194304
532826129375/4194304 367834911875/4194304 -458502996875/4194304 -464104054375/4194304
-306299333125/4194304 -203733809375/2097152 -26688838125/4194304 -41557138125/4194304
174621204375/4194304 14440128125/131072 -495057840625/4194304 -610616478125/4194304
83658844375/4194304 525079499375/4194304 -55024629375/2097152 124031163125/4194304
118130625/32768 238292806875/4194304 914425625/65536 152218774375/2097152
-363899025625/4194304 101017860625/4194304 -34180751875/4194304 -97260029375/1048576
-98531360625/4194304 -27961798125/524288 166235081875/4194304 -323601941875/2097152
443762759375/4194304 583874210625/4194304 127868344375/4194304 -661879074375/4194304
-388695550625/4194304 -384085464375/4194304 -479935906875/4194304 36427468125/4194304
-469662259375/4194304 41344923125/2097152 -52235984375/1048576 463894185625/4194304
324147518125/4194304 -277634306875/4194304 29168116875/2097152 54010504375/524288
563010284375/4194304 -3121594375/2097152 -207047814375/4194304 -154636386875/4194304
-9939676875/262144 5410149375/524288 -43637964375/524288 531849543125/4194304
295897183125/2097152 -406497459375/4194304 -9405986875/262144 -19511445625/131072
373422394375/4194304 51165685625/2097152 -4532286875/524288 151475354375/1048576
-293346459375/2097152 -27718348125/524288 -29805363125/524288 -235730441875/4194304
-198015678125/2097152 -148043488125/4194304 -575778940625/4194304 -158522781875/1048576
306401446875/2097152 66518599375/1048576 -11859053125/1048576 20880694375/1048576
-29702310625/1048576 1599924375/32768 -89014333125/4194304 279316570625/2097152
-200358626875/2097152 -246185356875/4194304 171175346875/2097152 182166361875/2097152
-237846194375/4194304 -92548175625/2097152 -481096743125/4194304 -202864558125/4194304
128726365625/4194304 -583715341875/4194304 648653724375/4194304 80586923125/524288
-19833103125/1048576 -12128159375/131072 585218210625/4194304 76647160625/524288
-426410191875/4194304 -190758868125/2097152 458915241875/4194304 -248949774375/4194304
-38176656875/524288 -149135130625/2097152 -647341080625/4194304 80188171875/524288
-142328355625/1048576 -59372028125/4194304 -35664375/131072 -328846181875/2097152
150470379375/1048576 -537671104375/4194304 484696448125/4194304 421026093125/4194304
-210294059375/2097152 263479398125/2097152 214216303125/4194304 1035855625/16384
9946101875/65536 -14948251875/4194304 -591553043125/4194304 -48103220625/4194304
-447998608125/4194304 -477908576875/4194304 -111944440625/1048576 236734139375/2097152
511805946875/4194304 -247295856875/4194304 -230535569375/2097152 -154257956875/1048576
123844006875/2097152 255930123125/4194304 106517718125/1048576 376175344375/4194304
88553566875/2097152 -274735216875/4194304 -13974235625/262144 127797130625/4194304
-231717798125/2097152 -41928306875/262144 306888409375/2097152 319202521875/4194304
113661039375/2097152 489821921875/4194304 646530998125/4194304 -606107924375/4194304
-198697323125/4194304 248831630625/4194304 -165043661875/1048576 -220053440625/2097152
-199411446875/2097152 12743089375/4194304 -111641746875/1048576 -25059854375/2097152
-27538195625/2097152 -177331074375/4194304 -128212354375/2097152 210011588125/2097152
56739193125/524288 -39853721875/2097152 -453721581875/4194304 48772069375/4194304
219550670625/4194304 189088436875/2097152 -4015435625/524288 -596961501875/4194304
-273078638125/2097152 -73529453125/2097152 -403578853125/4194304 107069634375/4194304
27095206875/1048576 -617352269375/4194304 133825144375/1048576 10034315625/131072
-878188125/8192 86872450625/2097152 -246206776875/4194304 8973383125/1048576
358759024375/4194304 310099295625/4194304 -71117361875/4194304 -123125551875/1048576
266871003125/2097152 26489944375/1048576 -552592619375/4194304 80727769375/524288
157882891875/1048576 31535363125/262144 415889240625/4194304 33949841875/262144
275627071875/2097152 -136641859375/2097152 65175999375/4194304 -307180738125/4194304
-376751860625/4194304 -666834295625/4194304 617392335625/4194304 -76945903125/524288
412296911875/4194304 434105894375/4194304 610302920625/4194304 -85964928125/1048576
-126984139375/2097152 27528441875/4194304 182789263125/4194304 63313430625/524288
-80498086875/524288 5522189375/262144 217466389375/2097152 -265069976875/2097152
122445603125/2097152 -196915396875/2097152 44501494375/4194304 47213244375/524288
140061729375/2097152 392961958125/4194304 510759763125/4194304 16840669375/524288
-100269304375/1048576 400566708125/4194304 -58445096875/1048576 -27500326875/1048576
254466591875/2097152 157274270625/1048576 15065711875/131072 -256797058125/4194304
-178846050625/2097152 -22067536875/4194304 534155096875/4194304 163073439375/4194304
328234363125/2097152 299302518125/4194304 -8413819375/65536 -521542880625/4194304
277293340625/4194304 325617138125/4194304 316595866875/2097152 68724503125/524288
