1800
1817479569375/16777216 -3153824499375/33554432 -3820530909375/33554432 -3403712503125/33554432
2908544923125/33554432 -957320634375/33554432 -4883309195625/33554432 1932225980625/16777216
-817678929375/33554432 -5403865505625/33554432 -9239754375/16777216 -2809269196875/33554432
-407348960625/8388608 -5056131729375/33554432 919180749375/8388608 -2466998690625/33554432
-473391343125/16777216 1953743540625/16777216 -617183139375/33554432 3539675784375/33554432
4112516930625/33554432 -2190671195625/33554432 5252583560625/33554432 4458256498125/33554432
-2661097798125/16777216 -5852238294375/33554432 -1505433099375/33554432 -1303628304375/33554432
5416442049375/33554432 382154821875/4194304 -9794660625/33554432 2659863954375/33554432
-1445473726875/8388608 182206265625/2097152 -594613648125/4194304 -3188474859375/33554432
-2121951538125/33554432 -34399074375/524288 -5570753304375/33554432 2098216423125/33554432
-1647680473125/16777216 -1068219478125/33554432 -2557095609375/16777216 -2282705634375/33554432
-2526759826875/16777216 424435876875/8388608 2367319224375/16777216 461038494375/33554432
-1863595839375/16777216 74228788125/16777216 69596319375/16777216 1637148301875/33554432
-1093221095625/16777216 431838230625/16777216 769244371875/16777216 667556038125/8388608
-4113775816875/33554432 -3273583899375/33554432 -10615213125/16777216 -2502986315625/16777216
2926292416875/16777216 2882947134375/33554432 -1312031683125/16777216 810341836875/33554432
-2777106943125/33554432 -541373304375/4194304 3398110734375/33554432 310637705625/33554432
68955553125/4194304 -3315632338125/33554432 -2090605235625/16777216 -411234890625/33554432
1625096075625/33554432 -1819264179375/33554432 1147523855625/33554432 555081654375/8388608
2606412043125/33554432 -1353803034375/16777216 1993235743125/33554432 4488634569375/33554432
-3802392939375/33554432 -1275138961875/8388608 143939255625/33554432 -2090409406875/16777216
5148838850625/33554432 -1715649699375/33554432 4564409619375/33554432 5496309388125/33554432
1739033150625/16777216 -3817659661875/33554432 -61759681875/2097152 -402306249375/16777216
-994357096875/8388608 -532578661875/33554432 -731824880625/16777216 4377379359375/33554432
-2294801780625/16777216 -177762414375/1048576 -2133367070625/16777216 -582136284375/8388608
202923804375/16777216 179354469375/8388608 6005888960625/33554432 -2562102849375/16777216
-4877881441875/33554432 2208442865625/33554432 5418524401875/33554432 -4313869756875/33554432
-4290112468125/33554432 289212744375/2097152 5450034774375/33554432 -228939710625/8388608
-4945627366875/33554432 5994250306875/33554432 107498109375/33554432 -4911884578125/33554432
141420560625/8388608 -2152532368125/16777216 -1073390776875/8388608 5677551804375/33554432
2065364926875/33554432 -5503621370625/33554432 509699559375/16777216 -1512878158125/16777216
-5888298931875/33554432 -543180358125/16777216 2592315871875/33554432 -78953878125/16777216
135244310625/8388608 4630287616875/33554432 -36379749375/1048576 2139875094375/33554432
-10291111875/2097152 1273087198125/33554432 1949636739375/33554432 -5769020413125/33554432
-5828469564375/33554432 -3028269245625/33554432 -4814365426875/33554432 441391865625/4194304
2437342869375/16777216 5579700609375/33554432 -208416999375/33554432 -150920004375/1048576
5746824365625/33554432 -3834792388125/33554432 -1250998430625/8388608 279975459375/4194304
109639299375/16777216 279132474375/4194304 -1675488538125/16777216 -945703175625/8388608
1466935768125/8388608 1711751630625/33554432 -48013633125/33554432 3535845148125/33554432
-4048583461875/33554432 -1339321111875/8388608 -1878062383125/33554432 3663153714375/33554432
-323452400625/8388608 1861618235625/33554432 -1760347659375/16777216 -1155802719375/33554432
4517048818125/33554432 -3229645404375/33554432 2322729770625/33554432 343034971875/2097152
-2357769774375/16777216 1775790376875/33554432 -619403765625/33554432 5683285006875/33554432
-853379825625/8388608 -3206046234375/33554432 -4631242798125/33554432 1428704116875/33554432
977862279375/16777216 -2416217225625/16777216 1360790364375/16777216 -3300085580625/33554432
-2655605401875/33554432 174240073125/1048576 -2189759821875/16777216 1367248471875/16777216
-3256403698125/33554432 3872865155625/33554432 -1213536301875/16777216 2111108000625/16777216
-30764176875/33554432 -1253052725625/33554432 194435994375/2097152 -5388954766875/33554432
576435346875/33554432 172837018125/2097152 -3756483005625/33554432 -2629001491875/33554432
774371199375/33554432 -4954026695625/33554432 -1173500150625/16777216 -331235870625/16777216
1011350368125/33554432 -3226883236875/33554432 -44013166875/16777216 -804364340625/33554432
2144028684375/16777216 -4995408673125/33554432 1155602739375/16777216 1849439041875/16777216
-573002105625/4194304 2438364391875/33554432 -311470554375/2097152 -2940167503125/16777216
-4134605990625/33554432 444869600625/4194304 -481339524375/4194304 1664764666875/16777216
2815473335625/33554432 -3837267545625/33554432 287345806875/16777216 5740125631875/33554432
-262047065625/8388608 -2732960986875/16777216 -1188066346875/8388608 -4757896366875/33554432
-1750559821875/33554432 586756704375/8388608 -111453688125/2097152 4491754723125/33554432
2349942226875/16777216 -2734085503125/33554432 -5310589798125/33554432 1721921056875/33554432
-886979469375/8388608 4349121361875/33554432 3353033143125/33554432 -4262923468125/33554432
-70720903125/1048576 3999807849375/33554432 -12286456875/2097152 1222150989375/33554432
343298323125/8388608 -1849224121875/16777216 -4982623644375/33554432 129948778125/16777216
-2511065570625/16777216 -5729153270625/33554432 386937129375/33554432 -1648996149375/16777216
3299269021875/33554432 -511449406875/8388608 -1153416785625/33554432 -111406528125/2097152
1925156233125/16777216 4876498456875/33554432 -298116275625/16777216 3015624166875/16777216
1144024936875/33554432 -208478154375/2097152 5581324029375/33554432 -4315796994375/33554432
-179187845625/8388608 32492548125/524288 -76513618125/2097152 -505748008125/8388608
-962133879375/16777216 260874421875/33554432 -749114904375/16777216 -3215829841875/33554432
3690330204375/33554432 -259814570625/16777216 -497512569375/4194304 -2078330090625/16777216
1187185595625/33554432 1374999429375/16777216 1277354975625/16777216 4894078393125/33554432
-3362631395625/33554432 -1641067981875/16777216 335200888125/33554432 -2630443156875/16777216
1683418010625/16777216 -1289721796875/16777216 -1316283834375/16777216 4059099421875/33554432
-222630215625/33554432 -5811025820625/33554432 -992365464375/33554432 925511000625/33554432
2710634473125/16777216 -469150588125/16777216 2215351805625/16777216 218467198125/8388608
4876295248125/33554432 -2078363311875/16777216 -321804185625/33554432 2931810226875/33554432
2807627743125/16777216 34421236875/33554432 -270409550625/4194304 1205351128125/33554432
-3065682819375/33554432 5029368440625/33554432 4761756781875/33554432 -2100186230625/16777216
-392396608125/33554432 -5892402785625/33554432 -2529852328125/33554432 3458747953125/33554432
-1038035548125/16777216 3141941428125/33554432 -2740937945625/16777216 1332434469375/33554432
-591352846875/8388608 -5464962658125/33554432 -1263849609375/33554432 651535340625/16777216
555220918125/16777216 1689633590625/33554432 3222446911875/33554432 -5312710794375/33554432
-1826024450625/33554432 306138954375/4194304 -52615423125/2097152 -1360480640625/8388608
52226521875/16777216 36392765625/33554432 -398145324375/16777216 639393193125/4194304
-2775930294375/33554432 3989693806875/33554432 -828077101875/8388608 59732488125/33554432
4267429509375/33554432 -3955789198125/33554432 -295140571875/33554432 283297100625/2097152
-5967084763125/33554432 -619453119375/33554432 -56842734375/33554432 3016773826875/16777216
-1541651349375/33554432 724429085625/33554432 901670754375/33554432 -4439023059375/33554432
-55665725625/8388608 -64038414375/1048576 1295134048125/8388608 -299036773125/33554432
-1928212768125/16777216 -2016821030625/33554432 -2167992151875/16777216 765685411875/8388608
3135522954375/33554432 3295324850625/33554432 -1144367893125/8388608 -246659045625/33554432
9739771875/131072 -1042166964375/33554432 16650984375/131072 3730469405625/33554432
3777037981875/33554432 2906078956875/33554432 2626494058125/16777216 3817395478125/33554432
-3157209995625/33554432 -4534889630625/33554432 -5937307858125/33554432 3631475075625/33554432
5890167725625/33554432 1640151388125/16777216 18141226875/524288 -1694563970625/33554432
-2562442565625/33554432 -101268680625/4194304 -814225775625/33554432 -137442414375/8388608
-1440756039375/33554432 -60051234375/1048576 -17293618125/4194304 -3599771394375/33554432
1569683334375/33554432 5264089666875/33554432 4604985725625/33554432 -34675273125/262144
2335956485625/16777216 646498209375/33554432 -191383216875/33554432 -41296055625/524288
-92508170625/4194304 -3801269165625/33554432 -1662700179375/16777216 -644741915625/4194304
-2399559283125/33554432 475663539375/16777216 -625733454375/16777216 5060454823125/33554432
3428466643125/33554432 -1908710026875/16777216 -5843900221875/33554432 -295212481875/8388608
1780611474375/33554432 -609822264375/8388608 901110931875/33554432 2418226869375/33554432
2472134776875/16777216 965460931875/16777216 -3114314904375/33554432 -2448511700625/16777216
-3594081571875/33554432 5847596915625/33554432 -1579987535625/16777216 -1569784381875/33554432
2082420523125/16777216 1065659416875/33554432 -5125812395625/33554432 -533701659375/16777216
1428458585625/8388608 531866086875/4194304 1561450685625/33554432 -2964211745625/16777216
2418239604375/16777216 1038384129375/33554432 -194723285625/33554432 1952294090625/33554432
2872482575625/16777216 5678120278125/33554432 -339676408125/2097152 -1527712813125/16777216
1949816593125/16777216 2188389313125/33554432 -5536091975625/33554432 509022163125/16777216
1888784094375/16777216 3196525696875/33554432 -262501363125/16777216 -476446415625/8388608
-712633786875/4194304 1320454276875/33554432 -4565738525625/33554432 -2392675835625/16777216
-45836544375/4194304 -51257964375/524288 1131538415625/33554432 -2259687931875/16777216
2925989341875/33554432 -707309825625/16777216 -602208579375/4194304 -3042997149375/33554432
-2731405303125/33554432 -1698633961875/33554432 368921334375/33554432 -2209106379375/16777216
5554411565625/33554432 -1918850866875/16777216 -401919519375/4194304 -1316927266875/33554432
-4383355224375/33554432 -1234036333125/16777216 4469375908125/33554432 -1161491180625/8388608
1312518403125/33554432 -196389106875/8388608 5890063078125/33554432 291466985625/8388608
-1328463376875/16777216 -1826987203125/33554432 1663069483125/16777216 2004618920625/16777216
-4217673324375/33554432 366814873125/8388608 -873638735625/8388608 -1034887843125/8388608
-1554584765625/33554432 -563561409375/16777216 103089166875/4194304 1655535223125/16777216
520229390625/33554432 -3645459376875/33554432 670035538125/8388608 112071054375/4194304
2922895603125/16777216 -1398830855625/8388608 -57806150625/1048576 647406613125/33554432
-220683234375/8388608 2068775139375/16777216 593600698125/4194304 -1377194765625/16777216
1620912110625/16777216 -748434864375/33554432 3672415501875/33554432 -706033906875/4194304
-1511385283125/16777216 1338333046875/16777216 1301138836875/16777216 -109875493125/33554432
470779059375/16777216 529010285625/4194304 -419128813125/8388608 -3663940865625/33554432
5344419369375/33554432 3324370820625/33554432 -2976766340625/16777216 1141176560625/33554432
-4165794703125/33554432 -5539660093125/33554432 1052019016875/8388608 14313909375/1048576
2655631006875/16777216 -1325772534375/8388608 -1405701298125/33554432 23077738125/524288
-1144703041875/16777216 -3460574986875/33554432 400366625625/8388608 2458482609375/33554432
-561903654375/4194304 -1767922520625/33554432 -1710160734375/16777216 -3272960075625/33554432
-326628421875/4194304 -321223089375/16777216 302321379375/4194304 4765727266875/33554432
3157330156875/33554432 3249500625/262144 -217243220625/4194304 -2239355615625/16777216
353996105625/16777216 -280839313125/2097152 569325515625/8388608 -2139165286875/16777216
-256237036875/33554432 -3116877238125/33554432 881810139375/16777216 2970007880625/16777216
2740868319375/16777216 -465924099375/8388608 -1345900066875/33554432 2494500080625/16777216
546586126875/33554432 4984381918125/33554432 1925939930625/33554432 -1407499093125/8388608
-2596868915625/16777216 306029840625/4194304 1335650911875/16777216 -471927526875/4194304
-1398179120625/16777216 -1334100830625/8388608 952850964375/16777216 1790405004375/33554432
-1054063288125/16777216 -3472405025625/33554432 1238977580625/8388608 -18978991875/1048576
-2501805189375/16777216 -210267511875/8388608 -131384289375/16777216 -569556219375/33554432
-281661024375/4194304 1568443854375/16777216 227596246875/2097152 43667195625/2097152
-998386925625/16777216 1637800801875/16777216 323179115625/8388608 -64110740625/16777216
2064483736875/33554432 2177053666875/16777216 456201826875/4194304 2414406954375/16777216
-4661697189375/33554432 5230428631875/33554432 1116272525625/8388608 133909239375/16777216
334963783125/8388608 -752751230625/4194304 2733259708125/33554432 1570589904375/33554432
4099576865625/33554432 -2217436340625/16777216 1740808423125/16777216 2440354156875/33554432
-2220368000625/16777216 -482802676875/16777216 662340414375/16777216 -1056942883125/8388608
-1273646255625/33554432 -1061496984375/33554432 1225024914375/16777216 -1953879980625/16777216
2548027490625/33554432 237084181875/33554432 -1518111556875/33554432 -1397452865625/16777216
-979748803125/8388608 -676072726875/33554432 -72010636875/16777216 -24610089375/4194304
32210274375/2097152 1501619428125/16777216 -2775445565625/16777216 -5976505535625/33554432
1078467316875/8388608 1269236649375/33554432 1323834395625/16777216 2291262384375/16777216
-5529785225625/33554432 -4419007171875/33554432 103039993125/16777216 -2950724683125/16777216
2033596591875/16777216 293651994375/8388608 3463723125/1048576 1965460708125/33554432
-1550004935625/33554432 5916013520625/33554432 -313898731875/33554432 5971304581875/33554432
-230347963125/2097152 -451513760625/4194304 575907496875/33554432 -695892695625/8388608
-279889599375/8388608 1655356606875/33554432 3028169941875/33554432 564342609375/16777216
1267990149375/8388608 -3930966781875/33554432 -1779126373125/33554432 -399311724375/16777216
2795691740625/33554432 -5081695734375/33554432 502855891875/4194304 -1421982894375/16777216
3140970395625/33554432 -205875253125/33554432 -103810426875/2097152 -3604190608125/33554432
2152045344375/33554432 2694007715625/16777216 1122874318125/16777216 -2827166146875/16777216
4171096940625/33554432 -423642403125/8388608 -88980350625/524288 -860689591875/33554432
-677438195625/33554432 603756961875/4194304 605290494375/8388608 -1834725223125/16777216
666773218125/8388608 1232672135625/8388608 -412078078125/4194304 472726378125/33554432
-190019548125/33554432 160232473125/1048576 4135133008125/33554432 -3792247239375/33554432
279742753125/4194304 338681986875/33554432 1773003504375/16777216 -944399885625/33554432
3596135360625/33554432 5960460819375/33554432 -157844446875/1048576 416431636875/8388608
-4277759540625/33554432 -4167176349375/33554432 377098588125/8388608 -2863290054375/16777216
-2613217550625/33554432 931488811875/16777216 2657840000625/16777216 -4829615825625/33554432
-5423771075625/33554432 216993099375/8388608 1176741725625/33554432 -1488957294375/16777216
-2221690584375/16777216 1322523196875/16777216 -453383825625/33554432 -86702619375/33554432
3616640296875/33554432 215166403125/33554432 985385964375/8388608 -2047293736875/33554432
2532836131875/16777216 2867584483125/33554432 169403653125/8388608 1560263045625/16777216
192746244375/4194304 -348791000625/4194304 -3212487073125/33554432 2917926376875/33554432
-4383795538125/33554432 342909860625/2097152 1150390805625/8388608 6010262555625/33554432
3720985531875/33554432 -493271848125/4194304 -3893369889375/33554432 1837536226875/33554432
-4404038821875/33554432 -219163460625/2097152 115897179375/33554432 -1978739521875/33554432
-5783435668125/33554432 -2641487495625/33554432 1495593804375/16777216 -971658163125/8388608
-2510625155625/16777216 -826339719375/16777216 2860304203125/33554432 435572578125/8388608
515202024375/4194304 2995160056875/33554432 2577586730625/33554432 3768480208125/33554432
4815987519375/33554432 -1821907265625/33554432 5483808500625/33554432 4264981509375/33554432
-854189240625/33554432 1731093778125/33554432 -4567589994375/33554432 -1907993019375/16777216
-244515009375/16777216 -929761306875/16777216 -5384346316875/33554432 40085488125/4194304
2253187614375/16777216 1507568889375/16777216 -1309895949375/16777216 -1517571241875/16777216
-4955170213125/33554432 270402586875/33554432 -319223570625/2097152 260425828125/33554432
690844156875/16777216 4099300723125/33554432 -1320388059375/16777216 5269504685625/33554432
90915980625/524288 336704923125/33554432 -695468784375/4194304 -4168915273125/33554432
3771240676875/33554432 790192884375/8388608 -3082935155625/33554432 140402053125/33554432
100983313125/8388608 300423976875/4194304 837248754375/16777216 -326841609375/4194304
532432186875/16777216 2891946976875/33554432 72244873125/4194304 1941962608125/16777216
-4499267619375/33554432 -48742768125/33554432 -5055016820625/33554432 1253333851875/16777216
-4383986518125/33554432 3596735458125/33554432 -2509189295625/33554432 -499813104375/16777216
3350792075625/33554432 65954649375/524288 -1251871408125/33554432 -3291382108125/33554432
-528816099375/4194304 711633954375/8388608 218088129375/33554432 -4752319269375/33554432
-415986361875/8388608 5191876625625/33554432 5541781415625/33554432 -234765174375/33554432
-5980620493125/33554432 1066674155625/8388608 3185812288125/33554432 85191103125/1048576
4165806020625/33554432 1120624565625/33554432 2379557930625/16777216 -5771155055625/33554432
3715092579375/33554432 -401810056875/8388608 -33497364375/2097152 2920278526875/16777216
974520354375/16777216 380101370625/4194304 -1495178566875/8388608 -1881732481875/16777216
1370082166875/8388608 -206978574375/8388608 -1217442853125/33554432 2605513213125/33554432
2671366381875/33554432 438548776875/8388608 -3888426493125/33554432 -1276511698125/33554432
-102758551875/33554432 1637128125/8388608 -2294488850625/33554432 -5285232590625/33554432
1306379964375/8388608 2601329056875/16777216 -329623959375/33554432 5649540778125/33554432
-4419412419375/33554432 210692154375/4194304 1021277165625/33554432 -4611503244375/33554432
5254809395625/33554432 -1139444701875/16777216 4800413480625/33554432 -1558063333125/16777216
1094704745625/16777216 2800339014375/33554432 5892684463125/33554432 388829266875/4194304
2767301971875/16777216 756559141875/33554432 -347760939375/8388608 63785795625/1048576
4043271436875/33554432 -587005633125/8388608 -3364202356875/33554432 -3394878170625/33554432
310874979375/8388608 5059652079375/33554432 5876557318125/33554432 -831982651875/33554432
5690152074375/33554432 -5665523349375/33554432 -2443965193125/16777216 3261795508125/33554432
1917113900625/16777216 -607231333125/8388608 1165343596875/8388608 40154293125/33554432
183149116875/2097152 -712413320625/33554432 -2423424740625/16777216 -2606962528125/33554432
-2637893806875/16777216 -3608300840625/33554432 4312997319375/33554432 4618334030625/33554432
193866418125/33554432 210663433125/2097152 438402200625/8388608 1408036888125/16777216
796516228125/8388608 820516764375/33554432 1181028380625/33554432 176410704375/8388608
1568540739375/16777216 -3395873491875/33554432 291155956875/8388608 113732285625/16777216
-632005306875/4194304 434735476875/8388608 3593945019375/33554432 -597749765625/33554432
-305574879375/2097152 -4063294018125/33554432 1569780140625/16777216 3129697726875/33554432
367939850625/16777216 3643220120625/33554432 3912309455625/33554432 -1965732564375/33554432
-2356666104375/16777216 -721816025625/33554432 -2019854491875/33554432 -1523463125625/16777216
2423193384375/16777216 -3635591405625/33554432 -1719135759375/16777216 398534315625/33554432
90833563125/8388608 -1011946010625/33554432 3823413868125/33554432 4218115460625/33554432
1052247819375/16777216 116249461875/33554432 2929980504375/33554432 171518979375/33554432
826154251875/8388608 -1967187335625/16777216 607262866875/33554432 1733179696875/33554432
-51880505625/16777216 -5887211304375/33554432 219173259375/16777216 561384410625/33554432
3103100060625/33554432 212629145625/16777216 -30356949375/524288 1208861488125/33554432
1869441204375/16777216 -5980850049375/33554432 -2598602563125/16777216 814721506875/8388608
3839341573125/33554432 2182069693125/16777216 -3262901068125/33554432 1937032194375/16777216
505014778125/33554432 -844234396875/16777216 -4874678218125/33554432 1192753389375/33554432
3764240319375/33554432 5107476695625/33554432 4442667103125/33554432 -4935763850625/33554432
-765356743125/33554432 -928473069375/16777216 -4251637153125/33554432 -319545219375/2097152
864632705625/8388608 1501828779375/33554432 654122503125/8388608 -3601171063125/33554432
-812843274375/33554432 -2121608953125/33554432 -2170236223125/33554432 -324910828125/2097152
-942812814375/8388608 1432580574375/16777216 1134235951875/33554432 183159039375/1048576
-354684571875/33554432 -4883287888125/33554432 -4486804813125/33554432 -89913695625/2097152
4047244813125/33554432 3826902853125/33554432 1481259245625/33554432 -665837836875/33554432
4716567073125/33554432 -482337748125/8388608 5586142246875/33554432 381746131875/8388608
-2176892004375/33554432 2309851591875/33554432 -849768395625/16777216 -888038623125/33554432
343338125625/16777216 -2957552443125/33554432 1352214208125/8388608 -155438173125/16777216
435390789375/16777216 2449125376875/16777216 572655335625/33554432 203941209375/4194304
2231334973125/33554432 -5459360023125/33554432 -606709108125/8388608 1795973731875/33554432
-2023849771875/16777216 -140696431875/33554432 -3006159024375/33554432 -715917639375/4194304
3110754819375/33554432 42318736875/524288 -2962638725625/33554432 -876324718125/8388608
-734106628125/33554432 750579721875/16777216 -2348470164375/33554432 36054376875/1048576
278885683125/2097152 -1271457849375/33554432 5809594404375/33554432 -1839619828125/33554432
4286085631875/33554432 -5573763725625/33554432 -1233189264375/8388608 1497981009375/16777216
-216433141875/2097152 -1384293279375/16777216 -1047320105625/33554432 -2677723768125/33554432
3617331406875/33554432 4803514723125/33554432 -60483054375/8388608 3408753110625/33554432
-1329248390625/8388608 -613402273125/4194304 2362670139375/16777216 -375377506875/4194304
-6020206408125/33554432 -5848023065625/33554432 -3538176463125/33554432 1709799114375/33554432
4775030083125/33554432 3629086588125/33554432 -336587056875/4194304 207728926875/2097152
116320111875/33554432 -306708159375/4194304 1878800428125/16777216 -5767617740625/33554432
-244825948125/8388608 2060826969375/16777216 4744665365625/33554432 -1089799160625/33554432
-2147079301875/33554432 -3995465765625/33554432 183666301875/8388608 746543548125/8388608
-856766728125/8388608 -4611673828125/33554432 1277169440625/16777216 5418817014375/33554432
12500949375/4194304 2679441463125/33554432 3505120498125/33554432 -5489378589375/33554432
2866578193125/33554432 118852711875/4194304 1158808325625/8388608 1130190091875/8388608
1548899645625/33554432 -5408071891875/33554432 -3083900765625/33554432 5188416496875/33554432
-11451211875/262144 4427403699375/33554432 4899309440625/33554432 -5321802178125/33554432
534114669375/8388608 418438164375/16777216 -793731931875/33554432 -5335366606875/33554432
247350358125/8388608 -2732040230625/16777216 -1773028535625/16777216 5265824968125/33554432
3161723574375/33554432 -60634951875/4194304 -2809680991875/16777216 33408399375/8388608
-3125993990625/33554432 -845666060625/16777216 -17999083125/2097152 -264636950625/8388608
106757476875/1048576 1932608930625/16777216 -1924127679375/16777216 -2838837853125/33554432
-614704168125/8388608 -1569359458125/33554432 -347657225625/4194304 -4741070625/2097152
130906265625/4194304 3894671255625/33554432 979347628125/8388608 -1002276793125/8388608
445376761875/33554432 -1211523935625/8388608 -2368983076875/33554432 767111968125/33554432
171599585625/16777216 -3353821183125/33554432 373843738125/4194304 5093064759375/33554432
-5910979258125/33554432 4651178259375/33554432 -63210673125/1048576 5782447614375/33554432
46544608125/16777216 -2531025376875/16777216 2077907124375/16777216 -1275833638125/16777216
3699988711875/33554432 -644663030625/8388608 -1330287575625/8388608 275100294375/4194304
-548415050625/33554432 -1390398361875/8388608 -1648840494375/16777216 1473422011875/8388608
-1219934941875/8388608 -782648791875/33554432 2186480581875/16777216 2513753353125/33554432
-2799562033125/16777216 -587197344375/4194304 -2876942289375/33554432 1449158270625/33554432
3345744628125/33554432 -3846745051875/33554432 368115283125/16777216 -1396493094375/16777216
40052413125/4194304 1515986836875/33554432 -2575764545625/33554432 -19146076875/524288
-2788785253125/16777216 -3563895380625/33554432 1866651395625/16777216 1178289995625/33554432
-26426953125/16777216 732071683125/33554432 1321529821875/33554432 -2949569150625/33554432
-559002886875/33554432 -5557030880625/33554432 156158341875/8388608 -4566072853125/33554432
8006608125/8388608 -1514998884375/33554432 613255843125/16777216 -2125690925625/16777216
3918025209375/33554432 337478158125/33554432 1611857885625/33554432 -2760535220625/16777216
4705539991875/33554432 1418671051875/8388608 -4652715504375/33554432 792227694375/33554432
-1562275603125/16777216 -3279582770625/33554432 -2477324323125/33554432 1982537983125/16777216
52337030625/33554432 -1090809106875/16777216 -2585625024375/33554432 -105523396875/16777216
-2967313438125/16777216 -2700037603125/33554432 -336148981875/2097152 1287229865625/16777216
-2270640594375/16777216 -396439914375/4194304 -1473063778125/8388608 -3088753048125/33554432
-998914258125/16777216 -2755470335625/33554432 1620964423125/33554432 -16051325625/262144
-1178948525625/33554432 3555243703125/33554432 160243351875/4194304 -390370528125/4194304
5703562816875/33554432 5891952358125/33554432 -622731740625/16777216 -3761758918125/33554432
2804661444375/16777216 507141748125/4194304 4254102208125/33554432 -5908978051875/33554432
2788940480625/33554432 1388579484375/33554432 5700397404375/33554432 117137424375/8388608
391623496875/16777216 -4633866894375/33554432 -1324880308125/16777216 77699019375/33554432
2195045578125/16777216 -3153395176875/33554432 -2259762744375/16777216 -2656214341875/16777216
-3271725073125/33554432 1718346166875/33554432 -958030441875/16777216 -1232368835625/16777216
4686625400625/33554432 -1833302165625/16777216 -2692830200625/16777216 321644975625/4194304
-2965594966875/16777216 -2289675875625/16777216 935285158125/8388608 5011190341875/33554432
478919581875/8388608 -887185861875/33554432 1052980723125/8388608 -206735720625/33554432
211512954375/8388608 3708222823125/33554432 2353988761875/16777216 -1352636533125/16777216
668195128125/16777216 -5828421448125/33554432 92099660625/2097152 394235746875/8388608
2516294008125/16777216 1206712760625/33554432 -2463297170625/16777216 -3011284760625/16777216
-5626164819375/33554432 12266049375/33554432 2870220673125/33554432 -226929009375/33554432
377008464375/8388608 1142132956875/16777216 -199505491875/8388608 410471274375/33554432
532743980625/33554432 -1748679676875/16777216 5851987655625/33554432 282402613125/4194304
435803855625/8388608 -57606316875/524288 1194047803125/16777216 -513510440625/33554432
2023773013125/33554432 983632741875/8388608 -2038508803125/16777216 186737394375/2097152
-1792618003125/16777216 165761240625/16777216 995504315625/8388608 -942650600625/8388608
-1421206824375/8388608 -1071813313125/8388608 -189012909375/33554432 -4338025576875/33554432
838710500625/16777216 -166606284375/1048576 -1057365241875/8388608 2825305295625/16777216
-54788743125/33554432 838140204375/16777216 -1813282925625/33554432 -337460889375/33554432
-2316204084375/33554432 -4241774863125/33554432 1545752300625/16777216 -1585493746875/16777216
-1533697576875/33554432 -2262705384375/33554432 1548824776875/16777216 -5543434378125/33554432
4726650605625/33554432 590781043125/16777216 -5589057628125/33554432 -1467179285625/8388608
2781299784375/33554432 -2630007444375/16777216 -403661671875/4194304 -1118376950625/8388608
-330814085625/2097152 1357858456875/33554432 -1529756038125/16777216 1082730841875/8388608
-1055240330625/8388608 966495954375/33554432 80408705625/1048576 -2275162599375/16777216
468410450625/16777216 3572439418125/33554432 -2402689910625/33554432 -167436309375/8388608
-719429765625/16777216 662097909375/8388608 -1173348984375/33554432 -2266663348125/33554432
123301760625/1048576 -3389122490625/33554432 -3001861625625/33554432 -540812941875/4194304
-242838388125/4194304 -813768733125/16777216 -216185518125/8388608 -812960431875/16777216
-1915319795625/16777216 5823123508125/33554432 -1586287771875/16777216 -1057519873125/33554432
-5834178444375/33554432 -1060480704375/8388608 -2081747131875/33554432 2420447866875/16777216
2123796403125/16777216 3033870890625/33554432 736254399375/16777216 -5417838838125/33554432
-3543963181875/33554432 4026327215625/33554432 1502040943125/33554432 -3938059288125/33554432
403301491875/33554432 -561884259375/16777216 -3601924464375/33554432 -3431234514375/33554432
1128855448125/8388608 -2425428894375/16777216 3937933051875/33554432 -660365431875/8388608
-624500701875/33554432 -4838619729375/33554432 -1698017506875/16777216 2272047024375/16777216
-141108766875/2097152 3632686745625/33554432 -1486700679375/33554432 564741973125/33554432
1294307420625/33554432 497547995625/16777216 -2433518038125/33554432 -530602126875/8388608
-252334726875/33554432 -282459313125/8388608 -523414434375/8388608 -1817949200625/16777216
4616671078125/33554432 1184870435625/33554432 -5704118105625/33554432 1192874158125/8388608
-2691643033125/16777216 -4174894940625/33554432 -1307281606875/8388608 -1564813288125/16777216
1342951025625/33554432 -357176941875/2097152 -5136725390625/33554432 -1851902330625/16777216
-4454794715625/33554432 1401032469375/33554432 174142265625/2097152 -1433137966875/33554432
1067493875625/16777216 -2258867503125/33554432 4262156094375/33554432 -4967290040625/33554432
-3237437885625/33554432 1137008863125/16777216 877125706875/33554432 -922333449375/8388608
-798445040625/33554432 3255488713125/33554432 -2906168180625/16777216 -5344280859375/33554432
-2359157225625/16777216 1996396655625/33554432 2262697554375/16777216 118470166875/33554432
668031136875/8388608 -2697077334375/33554432 1291585145625/8388608 -845172028125/8388608
146188985625/16777216 3868700056875/33554432 -1868976691875/33554432 -524454823125/16777216
-2661410694375/16777216 295665879375/4194304 -5257500350625/33554432 -55040349375/4194304
923631384375/8388608 350348428125/4194304 2824389635625/33554432 1938735894375/33554432
-2493954714375/33554432 -4516859851875/33554432 -3331419496875/33554432 -3638077340625/33554432
3508187394375/33554432 -1105601383125/8388608 -881024754375/33554432 -393673269375/33554432
2443512549375/33554432 91229011875/8388608 164839055625/1048576 150765519375/4194304
-1591354591875/33554432 643129891875/4194304 306117534375/4194304 -3468321939375/33554432
